inputName,m,n
values_11,3402,20765
values_19,3402,27657
values_12,3402,17455
values_38,25226,13369
values_81,5807,20765
values_5,30331,11435
values_40,23239,3443
values_70,1494,3443
values_23,21038,12044
values_72,1494,17455
values_79,1494,27657
values_78,1494,13369
values_87,5807,16939
values_6,30331,4782
values_68,25629,13369
values_69,25629,27657
values_1,30331,20765
values_45,23239,11435
values_33,25226,12044
values_15,3402,11435
values_93,234,12044
values_24,21038,30109
values_25,21038,11435
values_26,21038,4782
values_48,23239,13369
values_71,1494,20765
values_76,1494,4782
values_7,30331,16939
values_50,27071,3443
values_22,21038,17455
values_4,30331,30109
values_32,25226,17455
values_77,1494,16939
values_91,234,20765
values_42,23239,17455
values_13,3402,12044
values_41,23239,20765
values_55,27071,11435
values_31,25226,20765
values_66,25629,4782
values_65,25629,11435
values_62,25629,17455
values_21,21038,20765
values_95,234,11435
values_84,5807,30109
values_58,27071,13369
values_64,25629,30109
values_83,5807,12044
values_94,234,30109
values_0,30331,3443
values_99,234,27657
values_96,234,4782
values_67,25629,16939
values_61,25629,20765
values_43,23239,12044
values_2,30331,17455
values_54,27071,30109
values_30,25226,3443
values_59,27071,27657
values_85,5807,11435
values_74,1494,30109
values_90,234,3443
values_18,3402,13369
values_52,27071,17455
values_44,23239,30109
values_17,3402,16939
values_36,25226,4782
values_49,23239,27657
values_86,5807,4782
values_37,25226,16939
values_56,27071,4782
values_63,25629,12044
values_35,25226,11435
values_97,234,16939
values_75,1494,11435
values_57,27071,16939
values_88,5807,13369
values_10,3402,3443
values_53,27071,12044
values_8,30331,13369
values_39,25226,27657
values_47,23239,16939
values_60,25629,3443
values_89,5807,27657
values_51,27071,20765
values_14,3402,30109
values_28,21038,13369
values_16,3402,4782
values_34,25226,30109
values_82,5807,17455
values_46,23239,4782
values_27,21038,16939
values_20,21038,3443
values_9,30331,27657
values_92,234,17455
values_3,30331,12044
values_98,234,13369
values_29,21038,27657
values_80,5807,3443
values_73,1494,12044
