inputName,size
11,12
19,13
12,6
38,11
81,23
5,4
40,4
70,22
23,9
72,12
79,21
78,16
87,12
6,27
68,29
69,22
1,18
45,30
33,15
15,29
93,27
24,21
25,24
26,30
48,30
71,14
76,6
7,11
50,27
22,10
4,14
32,6
77,6
91,19
42,32
13,8
41,13
55,8
31,7
66,23
65,26
62,2
21,8
95,30
84,5
58,3
64,9
83,27
94,9
0,7
99,11
96,14
67,22
61,30
43,11
2,30
54,8
30,26
59,4
85,10
74,3
90,2
18,26
52,4
44,19
17,11
36,20
49,3
86,23
37,19
56,3
63,23
35,5
97,19
75,17
57,9
88,2
10,27
53,32
8,13
39,2
47,11
60,18
89,32
51,25
14,3
28,24
16,2
34,28
82,29
46,10
27,18
20,21
9,31
92,26
3,17
98,16
29,23
80,17
73,10
