inputName,size
11,27
19,5
12,26
38,19
81,32
5,31
40,27
70,25
23,19
72,21
79,5
78,21
87,3
6,25
68,4
69,17
1,21
45,14
33,10
15,8
93,19
24,23
25,24
26,7
48,25
71,11
76,13
7,23
50,20
22,15
4,25
32,23
77,14
91,15
42,10
13,32
41,23
55,26
31,15
66,6
65,19
62,18
21,6
95,31
84,29
58,12
64,12
83,29
94,26
0,4
99,22
96,22
67,26
61,4
43,7
2,20
54,21
30,14
59,6
85,20
74,28
90,7
18,16
52,17
44,8
17,20
36,27
49,8
86,2
37,8
56,7
63,10
35,21
97,7
75,28
57,19
88,29
10,28
53,23
8,15
39,14
47,10
60,5
89,11
51,14
14,3
28,6
16,27
34,8
82,6
46,26
27,8
20,11
9,18
92,13
3,23
98,14
29,11
80,7
73,17
