inputName,size,a[size][size]
values_11,11,"[[2897137673820455095, -955402153244890255, -921913182752426302, 5653778103738214296, 3773718184211162808, 5364879122700100877, -3893714876074539520, 649749310870368951, -920262714962650144, -2433345025907203296, 5361454257568587174],[-728272519180756974, 2430780722167154650, 7055678289228885793, -6327036042191210099, 3900878589759169769, 1319160291416873819, 384522567181487875, -1195345636348212004, -4430715836440411553, 8497518053433059134, 2656272580789228542],[4518818127108390504, -305898729713238219, -7871559041316979454, -102736421502728028, -6834015415263716214, -5072414615510950614, -2057412394193205952, -6458760034775172073, 4239774174997990053, 3333735180882953447, -6507342082146645622],[1289752713015036532, 3920662440868205805, -8862370716910371188, 936408064582367494, 4907716329503105319, -5474634426451803154, -8734935348797018894, -702174355642790953, -2255978598959523933, 4931254244868599796, 334578654533372022],[-6750976272911755592, 3323271007510090118, -7460346418788034830, 9100641652392906289, -1790700753357830594, 6612839807496110953, -5479390092398849119, 7042543537249482013, -3876911309061837111, 5263657872358844503, 1658272288780943745],[7232226404223655038, -7962004834788833450, -5803558740931357750, 3294475990959968163, -6317676072680082357, -2424922019101359571, -4811038908065123832, -2084217817878758006, 3983802053383947564, -5753389999307224874, 5378043845501083329],[8255263481057062380, 5725833781163954623, -6883014164294473537, -1690611370966650828, 5762911241195603564, 6739273927422027234, 7647934307472863239, -7497044462635721190, 3322929383287314919, -6931326507987416893, 5821888872622587858],[-8582947389378874414, 841677855667553614, 3489029905809778434, 9063662534146460646, -8806391464421443646, -1616199149074825817, 910487461359330425, -69232303841323928, -1310994558429651287, 780003947043629081, -5917145278622933990],[-7427943314115890839, 5100483236330870060, -7468276366424944387, 7445930074019369980, -8285630610681529024, -2283722841710240553, -1209382276084423032, 7488154396917678988, 9057954486489144367, -9211850095015864289, 2387669804449376603],[545297928487382246, -2774116358381538022, -4280547832365746394, -4382399486762988160, -8380438982427136766, 1809878244585141136, -8441781700578315524, 2946339814448034164, 7207355052876344998, -2141239385981545314, -2765057754237194851],[1007671105148151, 567788545731508856, -8598410551166961057, -4886385772673065233, -2105246028275460721, -435246293209867675, 6601265389837749920, 7397304801977091688, 3018143047840598245, -3679325232391675945, -5160734102944487059]]"
values_19,8,"[[2796316681070689253, -1096030189481992967, 2645968189443779441, 6925891812698066850, 6724580404273661472, 4495654196320495956, 5817622478855217031, 2758614747668252659],[-1886325792746701518, -4332380071768905201, 4931170770537705491, -7145807995611193072, 9061910664605483377, -2006228356105748350, -7576178674740220522, 433765612019605707],[-7477756771182874133, 5313135330900712602, 399140958714856586, -7209104666980210610, -1299159757590252365, 8563308677959055149, -391025711979643080, 8976622823036007899],[5619423484161865175, 7503870748054922414, -3461921093178402082, -2561040713581220677, -8789983942347189108, -7468699805316523432, -8984756060750580619, -982896189546553088],[7013235079324321944, 597137158182556305, 3020626915395107907, -4780364195367327349, -8685461908199936914, 7079764305391967668, 6743958597112308175, 1021121769737534416],[2644428454839928807, -6391863393072883969, 4648981703378148690, 8178793824898761413, 3008192347119784885, -7834199905159214635, 6862138763170570527, 7721007654561447917],[929849574322135819, 3665177361969598467, 4328342879169681759, -2118345028155353017, -1585731755963218412, -6106073884429705570, 1593726252448134763, 6603435866087801634],[280678061112359861, -5148197251262443816, 4291370963353319911, 7139112198376360879, 8404365409602334657, 4344209039235212016, 5123767091129145944, 3035462764334282032]]"
values_12,3,"[[-384198361122526944, -8313476365327553899, 1263205189492444259],[5349962985498207767, -1043393550609640530, 6768923944832283430],[-1956370636592671757, -1906637546279253360, -1518216194817540418]]"
values_38,6,"[[5840938727948181222, 2483980022924943420, -5810222194744218743, -8762263407880222259, -6937734324694485414, 5797115794025464460],[631145132016821780, 6090995574854439600, 4782308782712939107, -9219397080418127434, -8109573718548869505, -8035981782296282626],[2009935031784824777, -9090362082840785307, 9076143673983859655, -797137381252228631, 8286162937014074928, -4467357815929190521],[5176713049110862115, -2053121987664299239, 4537070301396441589, 2087770489659455210, -944889372109180807, 1529904977136078443],[-69296038645846921, -3585810706516350757, 2460383220400048253, 2285961428791968508, -7505239606171153753, 8457288188393981353],[6113659885931096494, 1031102563337166116, 2622960314841337608, -2111133265315273915, 3771074115417029111, -5450389323615171614]]"
values_81,7,"[[5500935021396787599, 3660486293635634684, -6707619758523215865, 6093944828709537094, -7710775120353812874, -6015380417115948219, 227380578842845981],[4498752967478221471, -8857236578546067718, -743037211500301347, -116377514876933428, -1523027446895742771, 1634305891405781567, 2186683314977519820],[-6571086759808728955, -1900393379318236478, 3018612380534421897, -4932799990198640146, -2768963574479076410, 8902893778539075588, 2495457511268013808],[-518283012706617117, 5362233600774465668, 5711466487644294596, -5085044954043886452, 2361911553892187729, -906189346878160115, -3943632294524909028],[-324576064640179678, -8055632835695895845, 6069734895293583867, 7647682798965682735, -4349726871613538962, -7977408342626736671, 6319338918927715521],[-3999190549951631148, 4912678815815809956, -7747477011753294678, 382163544442435403, 566959470184549895, 6399319531343958759, -4737803457163770673],[-6876273545528719259, 3846637400446821703, 2950148039489382132, -3335868695964742540, 2750529346128475204, 8126802581946399427, -3408883879334556537]]"
values_5,14,"[[-5014773597841827301, -4282941128196581056, 8181754804845224219, -3452130019532530874, -6006034171083237322, 8091700745947748289, 6590947529024688066, 291916267028907378, -4444492621965646654, 5114312137506653534, -7444789824328939787, 307231516303107540, -5459199687857207830, -1205487654888536963],[6037027680283222063, 54015147425755465, 3980252566236238864, -8293667881119143835, -5229808759427043458, 7752692054925843601, -2014458021502697145, 1193711381532296365, -5218651943826006898, 7930639795834206010, -4682042300412484535, 2811041693494027769, 7486687315673050263, 4120986782195392166],[2695541549614112206, 3492025221955948448, 1560142088348208643, -7993155745225750443, 6267438005054962519, 1024786735427138220, 3777410503055662983, 7739256977786203980, -2133198041193393770, -4901639635758516866, -7306817812701153304, -2624654024648303808, 5168541962170917852, 4066455520064171700],[-6140524008495874322, -7667851016958237397, -5147961834767191210, -3739926370392923878, 1270105147604468669, -7052264933765414669, -3808374297729578368, 8202678650493086334, -3581330702892783076, 8173167723418928067, -3388237630174145119, 6617304849483639499, -138202175725717432, 560772862523839005],[758257542795531781, -1625211316952302315, 4549739278636459878, -728461166087720275, -3659154031509758312, 1724695397364907277, 2435782269701292513, 3946417284152906156, -111228084349986622, 2456554465197580758, 2714111878155401715, -2969418202738859235, -6875113708839562973, -8986328753708224219],[-7625609009200887198, -4992471023453697783, -2779796701467677325, -3774252383676385803, -1901536349937097613, -7804079095863538913, -3631168560906454646, -4656658547675899009, 5073744455679067922, 5416897210659494096, -8982826306512032312, 3442603122237835602, 744873961775132517, -8565068489559616282],[-4816246587676831408, 5659952338082885555, -4615259671763010976, -1703065700313697520, 4509573984847250766, 8209425416182487866, 2778999351428643869, -9021736936238556382, -382608766803373979, 8057976359508055642, -8897808683714436880, -2297696703131913162, -3432122331127058184, -9172243919989759706],[5013848756382917305, 8554757540721431312, -7471307121240605706, -14172662870677290, 4109956928618955085, 9161460858221693298, 4927677987470026459, -6089544305021759689, -8278797030050250069, 504789045685497660, -6805581079862616814, -5055415796667677150, 218643479461780695, 6978147037781872360],[5393782872298060034, 4160966629621517604, -4474777221201731829, 3225627349547975124, 8443617759932277870, -532897470434316976, 1986599652938396827, -2036107502876434343, 2792974466538355062, -368486390672849476, 7802008813158932753, -28536143094478248, 2839212678197584265, -4066023951332413690],[1935857731047861371, 4866952081851672934, 9091640963319187817, 7729477066494357436, 7951756466803481149, 5903067951930635675, 3632195745775724902, -1156893912694730867, 1704749175888975687, -4928816308878405319, 7152946300857163898, -3985425366870145634, -726142944926897006, 71889371541099355],[-6003431731300591710, 5666998643139701651, 7121370205613424213, -169610637397892324, 5315303750441608879, 1312657232215767065, -7063763057628852759, -7418839900396252890, 2474714622400830484, 9100482977344679760, -3987742504356099362, 7242148801636273286, -7916862842019467979, 1831681306120868715],[-1769005737620149809, 1563415295097771470, 7462518859656132431, -8284800370635658228, 3145895503434111398, 7479951568333057657, 1107391446789615257, 1937294849804825089, 879741642674697416, 8470425131992473686, 9191168704048388487, 1943587088025338194, 2531946745373596322, -4895936777378043277],[7747155314806443791, -5095017103990311729, 4967663591566782707, 2844400774039501120, -6500541226365871049, 3631368727935461133, -3506791349758392315, 2316714757643586849, -6996150281978953733, 7460204958382724259, -4286379996158895567, -8529307437763223138, 5769894798749162594, 569776414842312352],[6329663590331559001, 2850945515709122461, -2420628195219960669, 5328749777895536922, 1140222957531296392, 203434046758593481, -1996572907864328104, 4969573369657985815, -240190759592003639, 5079035471758011157, 6641943495216578965, 7962504498602193516, -2076504554706597354, 248735026469807132]]"
values_40,13,"[[6172180496698367159, 4008406230531858893, 7626934628674300707, -7014596116264402053, 526300047231695697, 6645336197101957259, -6020028528025249322, -6553158214873051665, -6713576378930320026, 3746282324285123883, 460171879211478384, 3398384316773057961, 7003593410970637807],[4227570657581101550, -1610012889517320207, 8591313629761055018, 8460872701726512232, 394331491522674148, -3160251241810377906, 8281330724274845756, -647548479497014761, 8486839296468750258, -7451659702665986821, 4725086444725636970, 3706602995342052811, -495048948168335082],[5141263675384235352, -710156501965592313, 1107209564312244987, 2739692171164343619, -7454848658385365526, -8669238492390324708, 1761156872638366531, 8108791614639857281, 1023232867301681468, -4223384721937401963, -8372981998282643711, -4574539435662005036, -8210620882869626077],[8906217531741562739, -78134558607156683, 8208621882152800636, 7842279370691518360, -8480872745279065534, 3949903440884072972, 3052627435604684081, -6471393029621832857, 867989619740695471, -7549093217409075144, -5083918340512121892, -2793438611263996296, 8883336482325746137],[4634001125567088758, -2345468967236900954, -3241182129396182968, -4312454066002253276, 2072799621316280474, -2915920447450359452, -3517944794499372446, -24288119126726188, 2586357372320294081, 9182188253611374064, 3935147468889275995, 3971018407333545777, 3023368523781673],[-5555659662633072450, -2826020288696795240, -6443044474132941646, 1216386644201626251, -8349994678275627108, -5121366450509775575, -374557105359305770, -333453024012792910, -1680102903381275459, 201339833373232370, -8519156144622822339, -2107619723173195393, 7970458975976393572],[-1807411454571763850, 5382926119481170660, 4508156432183192642, 8797164244077130997, -7347839062105961162, -3628430178518571859, 5548478935349518198, 5442071304045063701, 5061602885078416730, -1954571569785036591, -5062781354909981236, 6714464144180661848, -4387158063185298734],[4571123516051720674, -5198271995860776572, -5503869586665034163, 5226431949881502468, -1320038791100060599, -7095728411506973959, -4023853880819727561, -5934791760725476274, 3306352703174124782, -102954169693003152, 6366274914233813930, -8153466476299808296, -4993333870585920148],[2129518901411073829, -8575466827312007304, 3328608724814086941, -565076183893659699, -4698501172790143775, 8537933417063563289, 5063637282038512667, -6451218392252485054, 2860736018429200360, -1105784695201913628, -6513136642978446004, -492889302942696947, 7828978753339767092],[6021876522471834124, 1524849145554035206, -2412744165342317896, -4789536974191097776, -1323274637877769195, 7722239737924177414, -945128223143223931, 4394512406272875205, 8351384328159164330, 735131453827948997, -1906630664518337815, 5877943368091035077, -4599749607457104967],[5436834080722898559, -3895433618311398127, -6296900371888211634, -6023078994574196831, -4390402670502624746, -8893647547866207363, -5533992120321571793, -1807343163273920214, -2985693258040886755, 5458155338796111944, -6365410469834304444, 6793974016627289295, -5222082229889834874],[-1321896625103309802, 3480840403690115407, 7200139065484260886, -2355012608552862098, 1680316534016591767, 7527988652349626559, -6458882160511008531, -46596551194400490, -8329660792196179187, -7464214295674143199, 6792600580251780502, -7608171143566845669, 1131969960955388315],[9056731485586992555, -657705656202843697, -6745479169985004620, 8607504861719137389, 958957088957696435, 1859102903248133931, -8832633399360039060, 3945461792230228557, 7911934777859130863, 7938632856130683634, -4919265054043736344, -7135998618506484818, -5300797686299979512]]"
values_70,11,"[[-854177952931310205, 6651547042249337702, -6243592639669952297, 8502083080143162473, 8233887873686250655, -758774570117028749, -3291039046874895467, -2091372119913809881, -8961224337246209908, -5082025530327099989, 4591844067808259301],[5227377309429852458, 7749490598216661652, -5583645836519633999, 7863797565366556586, 8963281724347932051, -1904754432054122090, 8287105124341391925, -1177290091572022888, 8277699439692501209, 6324215647212682708, -3864482285021380502],[-4121352893040965077, 873871925801861774, 491173865290863748, -1596767382589227282, -2006150336247839417, -4168911358680904215, -388025613651853654, -6751282567432267599, -3824564812878363116, -6645819061223535598, 1685914901307930823],[2918721261028820188, -1069976498359324355, 6360557948894587515, -5896345945856201549, 8508803544663650510, 6601598108194617613, -2288116958980651427, 5676188467794991872, -3627921146198919726, -954013920858660653, 463858422049827335],[-6895241356878569550, 5583723412611490515, -399502975122662512, -5528298286953330644, 8440659995894104599, -2808052612395484735, -9036567730280209294, -1209649623418310473, -465187797789811729, 8417698168252732711, 6237447433879768273],[1406752110589060711, -1234930425756083482, -8968383545605931553, 6160857151752298774, 2760406725530577936, -6512928809256352178, -7726915323896050087, 3618407075445656859, 3422781677674777190, -3273543073410606473, -5043153859141959900],[6111026877135199731, -4684854818045115468, -690706492935859869, -8889427340289541899, 4509891386792729113, 2873594687850455945, -7105077686840565380, -290427351437360980, 8660902554556286873, -7438701754222362065, 7108541849964629883],[3852732405474329367, 7126736563637724005, 8696663189193052197, 3442548257335020222, 7431128044379512639, -2243382518400874669, -3550091836060736943, 8335370989996680533, -3815256049348642751, -45018025118235051, 1054894073380555736],[-656656061333060121, -2828233051752222761, 5837565632022181792, 2170173783250645722, -8068484352700646922, 6921604600553179246, -276741440947998838, 6630180650859508249, 4149210204418982124, 4361184511274359504, 3274416405148257181],[-281125231393436903, 5543230663537108125, -2151021050045445457, -3770702355736399108, -2468495298268455424, 8521058435363308754, 6226355518796169552, -2012455159491207828, -3462811482347523857, -3842275863735375022, -3095510243154060861],[1546609088103365643, 5248503869698456858, 8445771515079751996, -3554908190870580361, -8343104887217698762, -8167861583215237305, -4531127210775481014, -3138902146317779129, -1894306976456869062, -3469029381630807609, -5397831727617732737]]"
values_23,4,"[[-3399917047867901359, 4033754982835879698, -1412768802562295081, -4538800238667417587],[6361085426766666500, 5635614893938299009, 8739401257106517817, -5969625519197113393],[824839894228523431, 3494567698286959070, -2470991495354003947, 873825629128311210],[-6287320035505801058, -7815558472499673421, -4257913671620477680, 3127362158631219107]]"
values_72,13,"[[-8210788804980578432, -7975586760776952973, 3334254461367492440, -1875372896801161828, 2835720961460350711, -1288086989728017991, -8141376894105445268, -1958822215108577026, 3661315226239198281, -3358751727307863966, 20461951221508466, -1159615948220093696, -5709235314464889595],[639569313328462487, 1878042325343316786, -4462013409887140957, -715067877847190762, -2651721964012180447, 6165575116636309920, 5083630317681084049, -751373356834496208, -1060165487245498721, 3435139836699355456, 8116517647732510114, 104263825274221004, 7376070256530592715],[8057069413072553565, -6648614560710954805, -6086930764013847325, -7808680070085044287, 5765134686129863200, 2666703794272411330, -8061326535984818424, -3916055513857368019, -5854072758427539513, 4376713331264667507, 3723269776881690399, 4713413876256513785, -4737556198601103024],[-4170728807980886686, -7032730107313963928, 1939149896169227223, 1396155784001327178, 38999229106031285, 7802555032162221125, -3462538317036168268, -2255520748110515605, -962489065095278598, 4964409445674028980, 3154461458808651529, 6853006983478220964, 4715199392847185339],[2886252905703810604, -4080729768008396208, 7977581746364491807, 7333470068313524028, 8364322152202531245, -6911811008636166885, 5280054307573564934, -284132248513345114, -658998228936003546, 1028405481957103286, 8220826282981855893, -1068281723603894041, 1483894045723427550],[6355996068888513959, -2443702388965849019, 1924022713889290911, -3401666621300380568, 1937352586700689481, 4745173825602586741, 7673260207890884023, -3050797649369501817, 2570282895581158311, 2018981142231457177, -2562035086264658289, 6485106595580760819, -7438525846636544792],[5872107633307916749, 5892658817029573069, -7007509415941397065, -8146813503259312586, -4764296857047644085, 6652046055330169286, 3729557320603432593, 6195282708013743454, -1967523214940449323, -2287024543696423066, -1134165249892738350, 3800657153950683343, -3147777121815104847],[-7254697498371522624, 8699530343200074543, 3388103828640028838, -2438962117291382190, -5127844667489729713, -4349324677006220355, -15487310884426408, -3801124633540396929, -1053882372164712613, 2664546715160142372, -1184800639930942805, 1612274756412887924, -3842860160978669525],[-1931813907306092342, 1801878775793857027, 6595267648062780006, -6170416409751014534, -2329578471706059779, -3333185739747230614, -7966112032131130357, -76591373287191636, -7495091157532050991, 6682467793449697255, -4108319837126207927, -6758415846238297815, 4903444979524884427],[-7500249561063295714, -4918724487732559510, 7649835805660295451, 9089382525639393864, 6485988372641791898, -8300060699629038295, -1022730429667837483, 3214719594949302104, 1085960505501378064, 5278010995614399481, -9094783170444817067, -2257860732935993283, -5887955346764517599],[-8224710096908757575, 8088220403728560636, -6848007127195672597, -2611895818561432414, -4122578614243425710, -4346177390687934655, 6419387770044973826, 7641191371457412010, 2683143332856596063, 2593113787543731571, 9205807625479179884, -4165408969324557915, -6141957102867549951],[-5421356072444433883, 4213817222582904682, 6672572250037203657, -7326489114966084180, -6051663093904905491, -4395463489375001348, 3647233037532222785, 7649740578109423089, -933228818887981096, -8162539135951612296, 7137597711186549971, 4008207081693026485, -2444929591732230111],[8839658635613918270, -3885400198569883399, -8321188446500649825, 2438836161455087283, 1024366510599956998, -4061586744447422731, 8513706640765636233, 7524115197720325727, 6787281001051687647, 4725503296879503550, -3135170394366140961, -8929071086128115393, 2878696410785428568]]"
