inputName,n,key,arr[n]
values_11,15,89,"{73, 31, -58, -20, -116, 105, -35, 9, 98, 15, 72, 103, 20, -35, -74"
values_19,15,62,"{124, -82, -56, -55, 6, 105, -13, 75, 18, -40, -77, -27, -102, 5, 79"
values_12,15,-96,"{88, 86, -74, -128, -69, 66, -6, 58, -17, 103, 9, -76, -117, -36, 66"
values_38,22,24,"{14, 125, 31, 115, 26, 3, 28, -29, 104, 8, -54, 84, 122, -70, 43, -125, 74, -69, -8, 60, -86, -4"
values_81,16,89,"{25, 61, 41, 66, -24, 19, -126, 89, -126, -88, 102, 42, -110, 85, -125, 112"
values_5,25,-38,"{28, -66, -85, 64, -80, -9, -55, -110, 99, -51, 22, 117, -93, 92, 47, 78, -84, 24, -120, -36, 83, -44, 101, 44, 0"
values_40,12,2,"{-24, -8, 122, -56, 87, -49, 20, 52, -42, 97, -47, -106"
values_70,22,2,"{6, 40, -95, 35, 113, -11, -14, -42, -89, 81, 6, 30, 31, -10, -17, 15, -111, -84, 109, -114, 106, -76"
values_23,14,33,"{-76, -94, -83, 85, 70, 94, 77, -79, -69, 92, 10, -76, 66, 72"
values_72,22,-96,"{-31, -26, -44, 57, 66, -123, -24, 88, 9, 101, -87, -53, -124, -90, -96, -121, 50, -112, -51, 93, -48, -81"
values_79,22,62,"{104, -40, 74, -21, -102, -109, 50, -93, 10, -79, 73, 118, -33, -20, 69, 6, -37, -99, -43, -39, 39, -9"
values_78,22,24,"{0, 70, -89, -118, -116, -84, -97, -57, -60, -26, -13, -47, 50, -10, 62, -46, 23, 35, 10, -112, -59, -8"
values_87,16,60,"{-64, 84, -36, -100, 31, -69, 65, -128, 100, -114, -64, 20, 95, -112, -49, 95"
values_6,25,54,"{46, 95, 114, 116, 70, 27, 47, 94, -93, -9, -91, 41, -95, 99, 116, -46, 126, 80, 114, -51, 21, -97, -110, -89, 61"
values_68,19,24,"{-84, 71, -51, 125, -70, -58, 51, -85, -73, -7, -71, 77, -80, -118, -56, -81, -13, 76, 121"
values_69,19,62,"{-97, 66, -76, 37, 113, 95, 117, -64, 95, -84, 34, 57, -116, -75, -17, 68, 25, -25, 125"
values_1,25,89,"{36, -68, 36, 54, -126, 63, 23, -10, 8, -29, -33, 79, -94, -127, -14, -39, 56, 26, -96, 84, -65, 98, -76, 3, 34"
values_45,12,-38,"{-36, -91, 112, -85, 63, 55, 86, -18, 41, 9, 45, 102"
values_33,22,33,"{-121, 18, -58, 62, 98, 68, -56, 29, -55, -85, -41, -1, 91, -95, 81, -73, 72, 28, 82, -58, -78, -58"
values_15,15,-38,"{99, 67, -111, 21, 103, 90, 30, -31, 31, -3, -14, 19, 103, 65, 119"
values_93,30,33,"{-62, 25, -30, -9, -98, -54, 52, -113, 8, -101, -4, 5, -74, 107, -20, -84, -92, -21, -18, 102, -101, -121, 104, -118, 101, 49, 21, 45, -4, -31"
values_24,14,77,"{58, 38, 116, 19, -46, 39, -7, 97, 60, 19, -3, 3, 65, 125"
values_25,14,-38,"{-117, -118, 104, -54, 9, -70, 83, 111, -21, -86, 37, -21, -82, 29"
values_26,14,54,"{-90, 39, 85, -87, -127, 96, -18, 60, -11, 15, -49, -12, -17, -95"
values_48,12,24,"{-33, -77, -118, -52, -9, -39, 83, 21, -8, 85, 6, 76"
values_71,22,89,"{-89, -117, -31, 101, -76, -113, 113, -126, 60, 81, 68, 2, 87, -121, 60, 68, 118, 122, 74, -46, 66, -93"
values_76,22,54,"{40, 64, 14, -51, -56, -87, 98, -28, 48, -126, 107, 118, 97, -120, 90, 44, 105, -11, 106, 118, -79, 82"
values_7,25,60,"{-11, -34, -33, 13, -122, 103, -95, -123, -7, 45, 71, 31, 48, -84, 99, 67, 14, 73, -61, -17, -111, -60, 5, -101, -61"
values_50,21,2,"{110, -67, 25, 34, 59, 7, 56, 0, -93, -31, -13, -118, -107, 38, 80, 90, -71, 13, 40, 43, 10"
values_22,14,-96,"{74, 97, 4, -107, -15, -87, -29, -80, -101, -43, 49, -92, 102, 25"
values_4,25,77,"{67, 69, 92, 107, 88, 10, -46, -18, -105, -65, -50, 103, -128, -38, -18, 65, 68, -89, 26, -18, -47, 112, -124, 112, -93"
values_32,22,-96,"{-38, 116, -7, 86, 45, -48, 1, -55, 8, -19, 127, 8, 127, -40, 94, -55, -107, 36, 114, -115, -24, 79"
values_77,22,60,"{-2, -63, -47, -18, -60, 98, -92, -120, 56, 76, 90, 30, -112, -112, -82, -89, 72, -106, -30, 100, -60, -110"
values_91,30,89,"{96, -61, -24, -51, -9, -64, -97, 3, 104, -110, 15, -100, -106, -66, 36, -120, 21, -120, 42, -115, 53, 122, -56, -80, 20, 70, 121, 48, 89, 86"
values_42,12,-96,"{8, 100, -59, -126, 87, 46, -81, 125, -119, 88, 29, 94"
values_13,15,33,"{-84, -58, -87, 35, -33, 30, 68, 34, 62, -45, 100, -76, -45, 34, 22"
values_41,12,89,"{-47, -104, -123, -87, 86, -45, -74, 120, -69, 48, -52, -57"
values_55,21,-38,"{-35, 119, -36, 32, -92, -100, 104, -4, -125, -12, 10, -74, -82, -109, 102, -24, 125, -91, 109, -102, -80"
values_31,22,89,"{41, 96, -97, -105, -37, 83, 73, 93, 1, -87, 120, 1, -60, -101, 85, -24, 77, 66, -125, 119, -24, 50"
values_66,19,54,"{33, 44, 60, 80, -71, 42, -32, 15, -94, 86, -29, -66, -64, 49, 101, -58, -97, -93, 64"
values_65,19,-38,"{-59, 24, -106, -69, -117, -43, 18, -98, 22, -14, -123, 52, -72, 6, 3, -120, -87, 76, 16"
values_62,19,-96,"{88, -76, 14, 121, -78, 38, -54, -14, -116, 30, 32, -102, -122, -109, 32, -16, 57, -26, -115"
values_21,14,89,"{-87, -97, 47, -109, 52, 107, 106, -40, 31, -66, 76, -37, -47, -79"
values_95,30,-38,"{37, 127, 48, -49, 89, 83, 71, 126, 94, -70, 97, -128, 112, 3, 65, 47, 61, -34, -45, 18, 35, -100, -6, 31, 103, 21, -113, 1, -74, 1"
values_84,16,77,"{-63, 33, 114, 71, -7, 109, -87, 74, -89, -49, -26, 101, -83, -4, -73, 58"
values_58,21,24,"{69, -92, -74, -126, 68, -84, 105, 52, 72, 80, 59, -25, -25, -36, 126, -15, -91, 55, 80, -105, 51"
values_64,19,77,"{94, 67, 53, 90, 111, -60, -7, -2, -41, 34, 37, 72, 11, -2, -78, 82, -9, -27, -79"
values_83,16,33,"{29, 102, -57, 106, -54, -69, 80, 18, 34, 45, -90, 82, -112, 94, 67, -75"
values_94,30,77,"{-10, 61, -60, -78, -19, -72, -70, -75, -70, -109, -103, 4, 73, -72, -102, -95, 46, 37, 91, 55, -22, -88, -26, 39, -24, 69, 33, -65, 95, 95"
values_0,25,2,"{-79, -50, -91, 96, 125, 113, 76, 57, 34, -32, 22, 54, -7, -109, -87, -81, 92, -125, -119, 115, -64, -94, 29, -95, 92"
values_99,30,62,"{66, -52, 111, -69, 84, -106, -101, -89, -99, 12, 25, -31, -111, -33, 63, 63, 63, 5, -59, 50, 29, -16, -57, -34, 78, 45, 68, 59, -41, -49"
values_96,30,54,"{20, 102, 71, 9, -106, -117, -8, 1, -48, 101, 2, 40, 21, -96, 84, 99, 41, -103, -24, -40, 75, -1, 54, 46, 20, -88, 29, 76, 72, 73"
values_67,19,60,"{114, -22, 62, -123, -70, -87, 80, -1, -89, -88, -9, -118, -125, -1, 43, 2, 117, -125, -18"
values_61,19,89,"{15, -3, -78, -4, 84, -91, -85, -111, -80, -15, -45, 83, 82, -92, 109, 15, -74, 120, -120"
values_43,12,33,"{-5, -108, -125, -103, -35, 0, -23, -123, -63, -93, -89, -24"
values_2,25,-96,"{16, 98, -1, 29, 37, -51, -13, 119, 54, -11, 72, 70, 62, -2, -21, -9, 33, -40, 23, -121, 10, 85, -76, 37, -33"
values_54,21,77,"{88, -101, 14, -75, 66, -96, -103, -94, 51, 32, -66, -124, 84, -60, -53, 99, -89, -19, 114, -30, -102"
values_30,22,2,"{-90, 57, 97, -57, -93, 69, 97, 74, 98, -80, -10, -59, -127, -91, -14, 72, 97, -17, -120, 3, 73, -33"
values_59,21,62,"{87, -1, 42, 30, -81, -113, 5, 120, -42, -66, 70, 116, 8, -19, -117, 79, -21, -94, -20, -100, -99"
values_85,16,-38,"{-98, -62, -80, -83, -51, 16, 39, 42, 32, -3, -49, -108, 3, 46, 71, 70"
values_74,22,77,"{-103, 127, -88, 106, -70, 58, 76, -40, -115, -101, -84, 112, -13, -102, 110, -29, -72, -76, 116, -80, -56, -113"
values_90,30,2,"{83, -50, 105, 82, -61, 50, 74, -52, 20, 53, -112, 3, -64, 87, -84, -100, -125, 41, 88, -72, 68, -108, -90, -20, -92, -1, -19, 11, -102, -33"
values_18,15,24,"{-51, 94, -18, -62, 118, 107, 52, 70, -67, -27, -9, 48, 55, 90, 4"
values_52,21,-96,"{-79, -105, -110, 92, -1, 8, 70, 99, -28, -52, -110, 58, -70, -124, -38, 3, -32, 99, -24, 117, -91"
values_44,12,77,"{48, 31, -24, -15, -10, -110, -119, -99, 9, 66, 31, -85"
values_17,15,60,"{98, 58, 32, -108, 112, 45, 127, 45, -35, -12, 9, 49, -68, 8, -116"
values_36,22,54,"{98, 79, 9, -9, -77, -49, -23, -69, -64, 28, 2, 92, 54, -61, 124, 46, 32, -58, -102, -52, -121, 17"
values_49,12,62,"{-58, -8, 105, -10, 25, 24, -86, 25, 105, 36, -83, -59"
values_86,16,54,"{125, -121, -123, -90, 88, 104, 34, -15, -91, 95, -63, -33, 8, -113, -85, 22"
values_37,22,60,"{46, 40, 2, -82, 72, -81, 65, 79, -110, 96, 46, -48, -100, 124, -56, -39, -32, 60, -27, -33, -41, 37"
values_56,21,54,"{-71, 11, -32, -115, 37, 30, 1, 70, -116, -15, -50, 60, -46, 93, -119, -66, 48, -106, 75, 123, 89"
values_63,19,33,"{-109, -14, -126, -8, -82, -15, -101, 53, 18, 48, -21, 73, 15, 86, -76, 125, 65, -40, 43"
values_35,22,-38,"{-111, -118, 99, 51, 34, 65, -68, -5, -116, -104, 56, 10, -109, 91, -127, -10, 101, -58, 5, -29, -6, -51"
values_97,30,60,"{-99, -57, -68, 31, -94, 114, -45, -100, -47, -50, -2, 127, 78, 15, -50, -39, -110, 32, 57, -4, 105, -23, -61, 35, -82, 10, 115, -58, 15, -105"
values_75,22,-38,"{-41, -72, 46, -50, 14, -113, -69, 84, 83, -120, 42, 38, 19, -21, -118, -60, -119, 17, 2, -48, 111, -8"
values_57,21,60,"{36, -20, -105, -100, 68, 121, -62, 27, 27, 99, 44, 31, 14, -47, 16, -29, -125, 55, 15, 120, 23"
values_88,16,24,"{123, 69, 66, -24, 25, 19, -60, -91, 21, -121, 82, 6, 58, 14, 85, -53"
values_10,15,2,"{-114, -94, -84, 93, -8, -38, 17, -123, 93, 61, -128, 92, -92, 36, -48"
values_53,21,33,"{79, -4, 80, 16, 10, 41, -68, -28, 116, 29, 123, 34, -20, -60, -23, -114, -85, -102, 54, -78, 115"
values_8,25,24,"{88, -13, 113, 46, -54, 107, -75, 67, -106, -117, 10, 4, 110, 7, -112, 44, 72, -41, 88, 69, -19, -69, -13, -96, 110"
values_39,22,62,"{1, -43, 6, 5, -76, -70, -15, 88, -69, -122, 127, -26, -39, 50, -23, 110, 81, -42, -57, 118, 101, -1"
values_47,12,60,"{33, 75, 69, -118, 44, 21, 15, -121, -92, -32, 51, 118"
values_60,19,2,"{-106, 29, 42, -125, -47, -71, 20, 9, -83, -111, 59, -93, 19, 106, 83, -112, -50, -46, -40"
values_89,16,62,"{-7, -20, 86, 100, -123, -47, 90, -19, 0, -39, 92, 30, 110, -55, 34, 58"
values_51,21,89,"{30, 26, 62, 84, 26, 10, 71, -121, -25, 8, -44, 122, -89, -13, 21, 80, -93, -95, 114, -79, 91"
values_14,15,77,"{11, 124, 71, -94, -36, 102, 24, 127, 24, -50, -5, -88, 105, -106, 73"
