inputName,size
11,26
19,26
12,26
38,17
81,13
5,21
40,10
70,29
23,6
72,29
79,29
78,29
87,13
6,21
68,31
69,31
1,21
45,10
33,17
15,26
93,8
24,6
25,6
26,6
48,10
71,29
76,29
7,21
50,11
22,6
4,21
32,17
77,29
91,8
42,10
13,26
41,10
55,11
31,17
66,31
65,31
62,31
21,6
95,8
84,13
58,11
64,31
83,13
94,8
0,21
99,8
96,8
67,31
61,31
43,10
2,21
54,11
30,17
59,11
85,13
74,29
90,8
18,26
52,11
44,10
17,26
36,17
49,10
86,13
37,17
56,11
63,31
35,17
97,8
75,29
57,11
88,13
10,26
53,11
8,21
39,17
47,10
60,31
89,13
51,11
14,26
28,6
16,26
34,17
82,13
46,10
27,6
20,6
9,21
92,8
3,21
98,8
29,6
80,13
73,29
