inputName,m,n
11,14199,29757
19,14199,12971
12,14199,18817
38,9805,32366
81,5122,29757
5,30039,29041
40,2680,26747
70,23873,26747
23,11315,20612
72,23873,18817
79,23873,12971
78,23873,32366
87,5122,26378
6,30039,32753
68,6227,32366
69,6227,12971
1,30039,29757
45,2680,29041
33,9805,20612
15,14199,29041
93,26386,20612
24,11315,12151
25,11315,29041
26,11315,32753
48,2680,32366
71,23873,29757
76,23873,32753
7,30039,26378
50,7619,26747
22,11315,18817
4,30039,12151
32,9805,18817
77,23873,26378
91,26386,29757
42,2680,18817
13,14199,20612
41,2680,29757
55,7619,29041
31,9805,29757
66,6227,32753
65,6227,29041
62,6227,18817
21,11315,29757
95,26386,29041
84,5122,12151
58,7619,32366
64,6227,12151
83,5122,20612
94,26386,12151
0,30039,26747
99,26386,12971
96,26386,32753
67,6227,26378
61,6227,29757
43,2680,20612
2,30039,18817
54,7619,12151
30,9805,26747
59,7619,12971
85,5122,29041
74,23873,12151
90,26386,26747
18,14199,32366
52,7619,18817
44,2680,12151
17,14199,26378
36,9805,32753
49,2680,12971
86,5122,32753
37,9805,26378
56,7619,32753
63,6227,20612
35,9805,29041
97,26386,26378
75,23873,29041
57,7619,26378
88,5122,32366
10,14199,26747
53,7619,20612
8,30039,32366
39,9805,12971
47,2680,26378
60,6227,26747
89,5122,12971
51,7619,29757
14,14199,12151
28,11315,32366
16,14199,32753
34,9805,12151
82,5122,18817
46,2680,32753
27,11315,26378
20,11315,26747
9,30039,12971
92,26386,18817
3,30039,20612
98,26386,32366
29,11315,12971
80,5122,26747
73,23873,20612
