inputName,n
11,32
19,32
12,32
38,20
81,30
5,17
40,24
70,30
23,7
72,30
79,30
78,30
87,30
6,17
68,15
69,15
1,17
45,24
33,20
15,32
93,18
24,7
25,7
26,7
48,24
71,30
76,30
7,17
50,27
22,7
4,17
32,20
77,30
91,18
42,24
13,32
41,24
55,27
31,20
66,15
65,15
62,15
21,7
95,18
84,30
58,27
64,15
83,30
94,18
0,17
99,18
96,18
67,15
61,15
43,24
2,17
54,27
30,20
59,27
85,30
74,30
90,18
18,32
52,27
44,24
17,32
36,20
49,24
86,30
37,20
56,27
63,15
35,20
97,18
75,30
57,27
88,30
10,32
53,27
8,17
39,20
47,24
60,15
89,30
51,27
14,32
28,7
16,32
34,20
82,30
46,24
27,7
20,7
9,17
92,18
3,17
98,18
29,7
80,30
73,30
