inputName,key
11,7620925697604313751
19,-1349194372499043818
12,7465571307673592006
38,-2907093753661195718
81,7620925697604313751
5,7517525370077689662
40,944343850585605814
70,944343850585605814
23,-8493508198125918767
72,7465571307673592006
79,-1349194372499043818
78,-2907093753661195718
87,3542587085016134597
6,-4421853947597026767
68,-2907093753661195718
69,-1349194372499043818
1,7620925697604313751
45,7517525370077689662
33,-8493508198125918767
15,7517525370077689662
93,-8493508198125918767
24,-6364325532552293476
25,7517525370077689662
26,-4421853947597026767
48,-2907093753661195718
71,7620925697604313751
76,-4421853947597026767
7,3542587085016134597
50,944343850585605814
22,7465571307673592006
4,-6364325532552293476
32,7465571307673592006
77,3542587085016134597
91,7620925697604313751
42,7465571307673592006
13,-8493508198125918767
41,7620925697604313751
55,7517525370077689662
31,7620925697604313751
66,-4421853947597026767
65,7517525370077689662
62,7465571307673592006
21,7620925697604313751
95,7517525370077689662
84,-6364325532552293476
58,-2907093753661195718
64,-6364325532552293476
83,-8493508198125918767
94,-6364325532552293476
0,944343850585605814
99,-1349194372499043818
96,-4421853947597026767
67,3542587085016134597
61,7620925697604313751
43,-8493508198125918767
2,7465571307673592006
54,-6364325532552293476
30,944343850585605814
59,-1349194372499043818
85,7517525370077689662
74,-6364325532552293476
90,944343850585605814
18,-2907093753661195718
52,7465571307673592006
44,-6364325532552293476
17,3542587085016134597
36,-4421853947597026767
49,-1349194372499043818
86,-4421853947597026767
37,3542587085016134597
56,-4421853947597026767
63,-8493508198125918767
35,7517525370077689662
97,3542587085016134597
75,7517525370077689662
57,3542587085016134597
88,-2907093753661195718
10,944343850585605814
53,-8493508198125918767
8,-2907093753661195718
39,-1349194372499043818
47,3542587085016134597
60,944343850585605814
89,-1349194372499043818
51,7620925697604313751
14,-6364325532552293476
28,-2907093753661195718
16,-4421853947597026767
34,-6364325532552293476
82,7465571307673592006
46,-4421853947597026767
27,3542587085016134597
20,944343850585605814
9,-1349194372499043818
92,7465571307673592006
3,-8493508198125918767
98,-2907093753661195718
29,-1349194372499043818
80,944343850585605814
73,-8493508198125918767
