inputName,m,n
values_11,14199,29757
values_19,14199,12971
values_12,14199,18817
values_38,9805,32366
values_81,5122,29757
values_5,30039,29041
values_40,2680,26747
values_70,23873,26747
values_23,11315,20612
values_72,23873,18817
values_79,23873,12971
values_78,23873,32366
values_87,5122,26378
values_6,30039,32753
values_68,6227,32366
values_69,6227,12971
values_1,30039,29757
values_45,2680,29041
values_33,9805,20612
values_15,14199,29041
values_93,26386,20612
values_24,11315,12151
values_25,11315,29041
values_26,11315,32753
values_48,2680,32366
values_71,23873,29757
values_76,23873,32753
values_7,30039,26378
values_50,7619,26747
values_22,11315,18817
values_4,30039,12151
values_32,9805,18817
values_77,23873,26378
values_91,26386,29757
values_42,2680,18817
values_13,14199,20612
values_41,2680,29757
values_55,7619,29041
values_31,9805,29757
values_66,6227,32753
values_65,6227,29041
values_62,6227,18817
values_21,11315,29757
values_95,26386,29041
values_84,5122,12151
values_58,7619,32366
values_64,6227,12151
values_83,5122,20612
values_94,26386,12151
values_0,30039,26747
values_99,26386,12971
values_96,26386,32753
values_67,6227,26378
values_61,6227,29757
values_43,2680,20612
values_2,30039,18817
values_54,7619,12151
values_30,9805,26747
values_59,7619,12971
values_85,5122,29041
values_74,23873,12151
values_90,26386,26747
values_18,14199,32366
values_52,7619,18817
values_44,2680,12151
values_17,14199,26378
values_36,9805,32753
values_49,2680,12971
values_86,5122,32753
values_37,9805,26378
values_56,7619,32753
values_63,6227,20612
values_35,9805,29041
values_97,26386,26378
values_75,23873,29041
values_57,7619,26378
values_88,5122,32366
values_10,14199,26747
values_53,7619,20612
values_8,30039,32366
values_39,9805,12971
values_47,2680,26378
values_60,6227,26747
values_89,5122,12971
values_51,7619,29757
values_14,14199,12151
values_28,11315,32366
values_16,14199,32753
values_34,9805,12151
values_82,5122,18817
values_46,2680,32753
values_27,11315,26378
values_20,11315,26747
values_9,30039,12971
values_92,26386,18817
values_3,30039,20612
values_98,26386,32366
values_29,11315,12971
values_80,5122,26747
values_73,23873,20612
