inputName,m,n
values_11,7522930799531369533,2246357287252766434
values_19,7522930799531369533,5210842068653150125
values_12,7522930799531369533,47553926251189423
values_38,5979778216306260769,6504779400645393895
values_81,3993170610490342746,2246357287252766434
values_5,5584937091621072911,3646943113278896213
values_40,3187297807240495698,5025443482147805695
values_70,8475495391264002676,5025443482147805695
values_23,8633662291771590941,8469307671988869219
values_72,8475495391264002676,47553926251189423
values_79,8475495391264002676,5210842068653150125
values_78,8475495391264002676,6504779400645393895
values_87,3993170610490342746,3442559982004326620
values_6,5584937091621072911,1950488532610044994
values_68,1980858173684367419,6504779400645393895
values_69,1980858173684367419,5210842068653150125
values_1,5584937091621072911,2246357287252766434
values_45,3187297807240495698,3646943113278896213
values_33,5979778216306260769,8469307671988869219
values_15,7522930799531369533,3646943113278896213
values_93,6608615975394407996,8469307671988869219
values_24,8633662291771590941,3791223800106605349
values_25,8633662291771590941,3646943113278896213
values_26,8633662291771590941,1950488532610044994
values_48,3187297807240495698,6504779400645393895
values_71,8475495391264002676,2246357287252766434
values_76,8475495391264002676,1950488532610044994
values_7,5584937091621072911,3442559982004326620
values_50,7749579060792390892,5025443482147805695
values_22,8633662291771590941,47553926251189423
values_4,5584937091621072911,3791223800106605349
values_32,5979778216306260769,47553926251189423
values_77,8475495391264002676,3442559982004326620
values_91,6608615975394407996,2246357287252766434
values_42,3187297807240495698,47553926251189423
values_13,7522930799531369533,8469307671988869219
values_41,3187297807240495698,2246357287252766434
values_55,7749579060792390892,3646943113278896213
values_31,5979778216306260769,2246357287252766434
values_66,1980858173684367419,1950488532610044994
values_65,1980858173684367419,3646943113278896213
values_62,1980858173684367419,47553926251189423
values_21,8633662291771590941,2246357287252766434
values_95,6608615975394407996,3646943113278896213
values_84,3993170610490342746,3791223800106605349
values_58,7749579060792390892,6504779400645393895
values_64,1980858173684367419,3791223800106605349
values_83,3993170610490342746,8469307671988869219
values_94,6608615975394407996,3791223800106605349
values_0,5584937091621072911,5025443482147805695
values_99,6608615975394407996,5210842068653150125
values_96,6608615975394407996,1950488532610044994
values_67,1980858173684367419,3442559982004326620
values_61,1980858173684367419,2246357287252766434
values_43,3187297807240495698,8469307671988869219
values_2,5584937091621072911,47553926251189423
values_54,7749579060792390892,3791223800106605349
values_30,5979778216306260769,5025443482147805695
values_59,7749579060792390892,5210842068653150125
values_85,3993170610490342746,3646943113278896213
values_74,8475495391264002676,3791223800106605349
values_90,6608615975394407996,5025443482147805695
values_18,7522930799531369533,6504779400645393895
values_52,7749579060792390892,47553926251189423
values_44,3187297807240495698,3791223800106605349
values_17,7522930799531369533,3442559982004326620
values_36,5979778216306260769,1950488532610044994
values_49,3187297807240495698,5210842068653150125
values_86,3993170610490342746,1950488532610044994
values_37,5979778216306260769,3442559982004326620
values_56,7749579060792390892,1950488532610044994
values_63,1980858173684367419,8469307671988869219
values_35,5979778216306260769,3646943113278896213
values_97,6608615975394407996,3442559982004326620
values_75,8475495391264002676,3646943113278896213
values_57,7749579060792390892,3442559982004326620
values_88,3993170610490342746,6504779400645393895
values_10,7522930799531369533,5025443482147805695
values_53,7749579060792390892,8469307671988869219
values_8,5584937091621072911,6504779400645393895
values_39,5979778216306260769,5210842068653150125
values_47,3187297807240495698,3442559982004326620
values_60,1980858173684367419,5025443482147805695
values_89,3993170610490342746,5210842068653150125
values_51,7749579060792390892,2246357287252766434
values_14,7522930799531369533,3791223800106605349
values_28,8633662291771590941,6504779400645393895
values_16,7522930799531369533,1950488532610044994
values_34,5979778216306260769,3791223800106605349
values_82,3993170610490342746,47553926251189423
values_46,3187297807240495698,1950488532610044994
values_27,8633662291771590941,3442559982004326620
values_20,8633662291771590941,5025443482147805695
values_9,5584937091621072911,5210842068653150125
values_92,6608615975394407996,47553926251189423
values_3,5584937091621072911,8469307671988869219
values_98,6608615975394407996,6504779400645393895
values_29,8633662291771590941,5210842068653150125
values_80,3993170610490342746,5025443482147805695
values_73,8475495391264002676,8469307671988869219
