inputName,m,n
11,542740731,320355263
19,542740731,1872282288
12,542740731,1258909679
38,668702128,807286045
81,376203126,320355263
5,1712139392,638390934
40,224286690,727027591
70,1851674949,727027591
23,1657437881,1812905822
72,1851674949,1258909679
79,1851674949,1872282288
78,1851674949,807286045
87,376203126,286017195
6,1712139392,1365972472
68,1049902803,807286045
69,1049902803,1872282288
1,1712139392,320355263
45,224286690,638390934
33,668702128,1812905822
15,542740731,638390934
93,1976285949,1812905822
24,1657437881,439566311
25,1657437881,638390934
26,1657437881,1365972472
48,224286690,807286045
71,1851674949,320355263
76,1851674949,1365972472
7,1712139392,286017195
50,145008146,727027591
22,1657437881,1258909679
4,1712139392,439566311
32,668702128,1258909679
77,1851674949,286017195
91,1976285949,320355263
42,224286690,1258909679
13,542740731,1812905822
41,224286690,320355263
55,145008146,638390934
31,668702128,320355263
66,1049902803,1365972472
65,1049902803,638390934
62,1049902803,1258909679
21,1657437881,320355263
95,1976285949,638390934
84,376203126,439566311
58,145008146,807286045
64,1049902803,439566311
83,376203126,1812905822
94,1976285949,439566311
0,1712139392,727027591
99,1976285949,1872282288
96,1976285949,1365972472
67,1049902803,286017195
61,1049902803,320355263
43,224286690,1812905822
2,1712139392,1258909679
54,145008146,439566311
30,668702128,727027591
59,145008146,1872282288
85,376203126,638390934
74,1851674949,439566311
90,1976285949,727027591
18,542740731,807286045
52,145008146,1258909679
44,224286690,439566311
17,542740731,286017195
36,668702128,1365972472
49,224286690,1872282288
86,376203126,1365972472
37,668702128,286017195
56,145008146,1365972472
63,1049902803,1812905822
35,668702128,638390934
97,1976285949,286017195
75,1851674949,638390934
57,145008146,286017195
88,376203126,807286045
10,542740731,727027591
53,145008146,1812905822
8,1712139392,807286045
39,668702128,1872282288
47,224286690,286017195
60,1049902803,727027591
89,376203126,1872282288
51,145008146,320355263
14,542740731,439566311
28,1657437881,807286045
16,542740731,1365972472
34,668702128,439566311
82,376203126,1258909679
46,224286690,1365972472
27,1657437881,286017195
20,1657437881,727027591
9,1712139392,1872282288
92,1976285949,1258909679
3,1712139392,1812905822
98,1976285949,807286045
29,1657437881,1872282288
80,376203126,727027591
73,1851674949,1812905822
