inputName,size
11,14
19,8
12,23
38,19
81,21
5,15
40,23
70,16
23,13
72,7
79,14
78,17
87,22
6,24
68,12
69,8
1,23
45,8
33,25
15,19
93,2
24,6
25,4
26,10
48,12
71,23
76,20
7,9
50,10
22,9
4,20
32,17
77,16
91,6
42,12
13,13
41,16
55,12
31,25
66,9
65,9
62,21
21,5
95,3
84,2
58,5
64,3
83,24
94,10
0,10
99,17
96,20
67,16
61,11
43,23
2,4
54,24
30,2
59,3
85,11
74,9
90,12
18,14
52,17
44,10
17,23
36,21
49,8
86,8
37,17
56,4
63,14
35,7
97,24
75,9
57,6
88,4
10,8
53,4
8,24
39,9
47,13
60,18
89,20
51,15
14,2
28,9
16,8
34,9
82,4
46,9
27,21
20,14
9,24
92,8
3,8
98,14
29,18
80,16
73,23
