inputName,size,a[size]
values_11,24,"{-1845969015.284, -923081428.233, 852124489.248, 923412324.772, -608572019.18, -1579520260.383, -1837478665.381, -1902669087.751, -2094337020.577, -205668529.696, -441115312.017, 953991308.032, 453363955.715, 1790847482.301, 2067992846.683, 1923345170.51, 703695907.135, -434378674.814, 1063561274.728, 933539527.893, -1251780511.463, -103005816.17, 1952560380.591, -905680864.921"
values_19,12,"{184255708.09, 912495925.253, 2103006103.589, -800441287.03, -1639323539.068, 1690260481.611, 426347545.72, -813719383.252, 174731454.557, -1686738014.817, -1815807906.988, -1141464541.717"
values_12,14,"{-1313830508.553, 362232718.006, 506724265.668, -1540383406.188, -1835958300.886, -802745949.773, 530480901.991, 59107167.656, 487683849.081, 1203116048.231, -1321349084.453, -840898975.686, 1099579678.518, -851944266.734"
values_38,4,"{-102636285.991, -2101716253.612, -716326213.537, 1123692693.791"
values_81,25,"{-1732596913.608, 1054631849.649, -1495769292.081, -678283058.055, 1908952079.873, -577267298.463, -1844949063.903, 2084593507.452, 1777579413.78, -118290582.997, -1948594255.98, -2053679317.291, -23856734.625, 318548997.489, 364012876.642, -767861735.83, -413144414.345, -269971543.162, 1287905733.739, -1387023619.443, -463230970.03, -291476314.481, -842677089.656, -617999007.247, 601780970.451"
values_5,30,"{1234738291.853, -583431172.536, 265460511.338, -898507293.6, 1435301862.515, 676395560.011, 396437704.846, 1342375716.081, 1831461329.569, -583506643.972, 1454831208.446, 569864398.854, 1858611733.767, 1599343691.683, 1430657508.453, -1786717929.924, 401936180.769, 1093692700.552, -1737508336.448, -1294529991.873, -453719016.573, -757004932.278, 1098383635.346, -2102170095.138, -1117925931.798, -186003627.149, -226141542.779, 1842174028.383, 648759094.183, 1844149143.761"
values_40,15,"{-695595196.238, 609872816.49, -618408620.257, -244286171.098, 1016132730.158, 1978086482.069, -1123601210.275, 955579812.154, -1749699912.508, -201305729.784, 997223539.798, 310458793.883, -1451038239.149, 1834419062.705, -1289029916.324"
values_70,7,"{1715955338.722, -1784253379.099, -1730929389.78, 1169323768.708, -584389791.658, -792998318.677, 521246617.022"
values_23,3,"{29116645.747, -809957176.744, -1207172097.023"
values_72,17,"{1806952744.416, 326875534.22, 192317395.331, 227878291.502, -655342097.58, -1946268909.024, 690805004.284, 986440637.106, -839911156.973, -1334862574.272, -1298651352.926, 865753948.326, 200790753.216, 1391188004.724, -386183354.355, 377544051.763, 1245349731.993"
values_79,24,"{688048571.252, 2039658205.764, -1718093815.688, -289341831.429, -1732967034.837, 28662548.638, 1753406123.867, -178220510.405, -2030933797.028, -1322794861.784, 1946693095.403, -1697158138.62, -285539354.344, 229942159.678, 1864568421.412, -1476855762.311, -1624427313.354, 594998566.568, -314683277.66, 1695823607.886, -1899011450.343, 630085547.526, 179464373.623, 152243725.224"
values_78,14,"{2098307432.286, -1983659200.601, 775969443.12, 446690798.22, -1679008485.243, 423982715.148, -239407666.323, 2001821666.104, 937438946.099, -1647488949.242, -2020812781.091, -124350392.064, 1013722993.704, -918143948.599"
values_87,11,"{-437940723.491, 2008432667.026, -1882171410.602, 1254488100.816, 1132630420.676, 26876719.783, 1005378391.436, 777149260.339, 465322145.115, 1918520285.443, -1562557490.892"
values_6,17,"{-1961036328.713, 2007757533.148, 2050479040.644, -230361425.234, -2126110133.159, -889389183.97, 87544386.371, 1902250846.385, 653787638.841, -505201668.976, 1121413306.286, 1575744717.554, -1090746213.165, 1442960046.498, 1308053220.922, -1643896998.402, 1210794353.039"
values_68,28,"{2027557383.53, 271037281.022, -1250188496.068, -1291084022.644, -2119451862.531, -1728118476.691, -1515067352.201, -1297035535.198, 1183088779.452, 550388220.123, -1621398291.491, 1289086677.347, 1450770265.334, 1403118021.537, -820991689.625, -3947946.242, -393850379.068, -939659709.548, 398049184.194, 2094867857.925, -431296244.664, 1970461899.593, 1492270836.104, -1613594537.05, -1592896935.241, -99463734.715, -1114525064.352, 2119910583.381"
values_69,24,"{557944515.017, -1876491640.759, 1722606647.584, 1848941748.94, -1366273862.455, -1086552877.533, -539885105.206, 1509705626.553, -1758006705.08, -558775249.499, 699582859.908, 1052630215.159, 168462093.833, -1307749235.449, -2040522125.822, -40080518.511, -2103575893.746, -723504027.147, 878163218.703, 2066106841.571, -143790238.012, -50042976.576, 1049315992.59, 156149703.011"
values_1,6,"{221036175.386, 1068765395.941, 927943390.223, -1229600048.469, -695516316.658, -1732335404.473"
values_45,9,"{138740232.371, -1826926803.53, -1429593231.396, -376962422.966, 1614749081.563, -474492403.06, -949831570.814, 362284093.967, 1783204180.35"
values_33,8,"{197988380.354, -1287139069.526, 1537337141.198, -1132953820.467, -1897719999.75, 1251960326.146, -901376966.836, 338159022.797"
values_15,11,"{-1914773092.86, 1704884711.669, -807791490.541, -682678266.664, 1354228420.913, -1591807310.184, 2098325386.679, 1798037324.931, -780283592.601, -2015949041.677, -2075751777.284"
values_93,15,"{-1002715347.913, -632871900.391, -1757581459.647, 2124085951.598, -1807299556.836, 1580695882.816, 1944826404.331, 218312715.673, -641875261.003, -1591700609.743, 1403619997.026, 1951682941.3, -254407536.685, 1259889881.984, 345206283.147"
values_24,27,"{-102705361.573, -2045443536.122, 1110616210.14, -192391961.941, -615795114.893, 1984727230.869, -811800243.715, -716199162.208, 1093073535.313, 694523207.945, 1458843842.383, 1618060458.383, 818625252.447, 1716177517.177, -1596621602.416, 1072192543.429, 205019717.122, -1738085642.457, 346938640.56, -459029331.799, -1950362023.014, 1461127852.544, -640173382.394, -2024785147.205, -70627807.399, -603853466.168, -706012769.318"
values_25,14,"{-138091975.484, 75595624.918, -1735476164.492, 81606212.176, 2119562941.546, -586509209.023, -1675755386.803, 1811698289.087, -1331898507.666, 2096533536.575, -1892795093.136, -976429951.66, -1645844922.855, 1626635239.613"
values_26,30,"{-2079129121.511, 1283402071.968, -1921000374.023, 74239144.434, -101138560.676, 2103721197.417, -141547652.94, 978780070.274, -2077230821.565, 1585033102.56, 892914884.813, 227571904.662, 378999180.048, 1035094339.66, 507678743.82, -150889004.203, -97663193.134, 1193761927.108, -775821128.764, 126129670.109, 75515932.198, 352050493.927, -411432766.564, -844807034.785, -940354494.927, -1614487465.666, -1764239646.265, -523824013.608, -1893458075.298, -1005139882.024"
values_48,32,"{-1381898515.126, -194383412.305, 1253037665.428, 62967387.183, 978291924.211, 324151123.398, 845789005.887, -401419411.572, 629883982.769, -1822060079.495, -694656629.571, 594608579.084, -1248692739.231, 277062649.682, 1666207776.303, -1431187410.448, 1416698641.048, 1540020132.027, 373025034.851, 995984284.045, -2098025481.908, -674560998.751, 1084075903.812, 1894027813.01, 1944603572.664, -194525667.3, 31792861.528, -1277935509.932, -1254894669.864, -1738038261.794, -2006135927.156, 2108119499.459"
values_71,5,"{1894579990.126, 2072497531.984, -910649419.092, -350623242.631, 727996282.884"
values_76,28,"{-422959346.185, -486143640.104, -920301257.643, -219008074.076, -745398046.063, 1703053954.799, 2139842022.987, -2043735336.936, 1278361660.767, -409550189.887, 1409328524.574, 1520170122.058, -620346177.25, -1802663811.167, -344072874.173, 701370894.706, 1087586713.273, 1349700321.64, 20748811.88, 1554239257.096, -1144427081.294, 721977268.116, -669460030.165, -160095555.548, 1466094090.914, 631782926.777, 203725334.155, 2015961968.358"
values_7,18,"{-762688619.589, 1015510023.855, 27151941.026, 2031824343.697, -622599541.775, 1226272969.006, 1350196813.53, -1193515375.558, 1533925068.119, 1517952903.11, 854315859.093, -361601353.096, 290476931.841, 1103393258.523, 512753493.73, -992862147.566, -850390949.514, -1255292125.367"
values_50,4,"{371649570.338, -651004897.699, 2034109391.795, 1610264774.037"
values_22,32,"{1927643576.88, -145074833.037, 366605511.036, 1899354131.161, 331836232.659, -1041686500.74, -450307103.267, 1966203755.482, 742507927.125, 622534874.511, -218476005.29, -1594755657.883, 1427261493.017, -1747628115.735, 1109214969.903, -724892337.119, -569866986.169, -564246797.603, -1413066486.008, -780289786.346, 1048948053.731, 1020575023.284, 1956311028.291, 1304710403.861, 1338439548.945, 42538759.434, -935505840.414, -1851207544.057, -94736931.128, 601760933.053, -1716752538.306, -2092859760.489"
values_4,29,"{-1995342911.609, -1907560865.028, 530504087.999, 202601.519, -365663500.43, -1656494576.14, -2043187630.135, -1069751206.188, -75414178.976, 1351824487.052, 1313711949.651, -2091229069.982, 125173141.352, 1405267992.675, -1673098518.942, -1637184373.143, 1578205691.788, 1436265763.754, 418994369.681, 2122682608.452, -1585257711.652, -1217783923.611, -298700241.84, -485281290.368, 1997775516.745, 372730497.301, 399845255.048, 897953669.564, 1746637250.055"
values_32,5,"{1755425682.571, -1572412319.185, 1258515406.956, -1314443395.624, -2052601835.6"
values_77,13,"{-13211557.784, -1851379927.561, 1508234078.745, -1546653135.904, -565820171.167, -363746592.093, -2083533733.458, -860055950.187, -1991725740.979, -303468528.124, -973546326.758, 1165135606.547, -1646306962.8"
values_91,19,"{1086496603.253, 1523325315.414, -58798041.252, 159840677.17, -1496839146.819, -437954126.615, -1617184593.048, 1113422193.06, -311528892.606, 685439755.278, 423615973.303, -810988116.669, 1244637719.175, 1347766409.862, -182733777.647, 611011731.501, 1665772621.405, -176456277.885, -344363520.989"
values_42,18,"{684670858.522, 480044586.449, -446775300.527, -829038862.204, 2077194051.122, -1828238265.773, 1250774171.818, 229456295.34, -1089306062.397, -1507501851.442, 46658006.519, 1816188748.121, -403796931.884, -1824692001.454, 436115487.547, -1660263717.23, 172491142.714, -709189468.557"
