inputName,n
11,21
19,21
12,21
38,22
81,4
5,16
40,17
70,6
23,17
72,6
79,6
78,6
87,4
6,16
68,16
69,16
1,16
45,17
33,22
15,21
93,19
24,17
25,17
26,17
48,17
71,6
76,6
7,16
50,4
22,17
4,16
32,22
77,6
91,19
42,17
13,21
41,17
55,4
31,22
66,16
65,16
62,16
21,17
95,19
84,4
58,4
64,16
83,4
94,19
0,16
99,19
96,19
67,16
61,16
43,17
2,16
54,4
30,22
59,4
85,4
74,6
90,19
18,21
52,4
44,17
17,21
36,22
49,17
86,4
37,22
56,4
63,16
35,22
97,19
75,6
57,4
88,4
10,21
53,4
8,16
39,22
47,17
60,16
89,4
51,4
14,21
28,17
16,21
34,22
82,4
46,17
27,17
20,17
9,16
92,19
3,16
98,19
29,17
80,4
73,6
