inputName,key
11,-28451
19,6051
12,4397
38,-16683
81,-28451
5,31268
40,13772
70,13772
23,-31241
72,4397
79,6051
78,-16683
87,-29599
6,-6077
68,-16683
69,6051
1,-28451
45,31268
33,-31241
15,31268
93,-31241
24,-605
25,31268
26,-6077
48,-16683
71,-28451
76,-6077
7,-29599
50,13772
22,4397
4,-605
32,4397
77,-29599
91,-28451
42,4397
13,-31241
41,-28451
55,31268
31,-28451
66,-6077
65,31268
62,4397
21,-28451
95,31268
84,-605
58,-16683
64,-605
83,-31241
94,-605
0,13772
99,6051
96,-6077
67,-29599
61,-28451
43,-31241
2,4397
54,-605
30,13772
59,6051
85,31268
74,-605
90,13772
18,-16683
52,4397
44,-605
17,-29599
36,-6077
49,6051
86,-6077
37,-29599
56,-6077
63,-31241
35,31268
97,-29599
75,31268
57,-29599
88,-16683
10,13772
53,-31241
8,-16683
39,6051
47,-29599
60,13772
89,6051
51,-28451
14,-605
28,-16683
16,-6077
34,-605
82,4397
46,-6077
27,-29599
20,13772
9,6051
92,4397
3,-31241
98,-16683
29,6051
80,13772
73,-31241
