inputName,size,a[size]
values_11,12,"{-1018693345835601825, -8560133597048294431, -6516367564782360120, -2988556434032500538, -4061998968789734831, 6418778069080063050, 6084234099334932467, 1260896044680770612, 3216019822448678489, 6212272215978454241, -3094574774289402852, 8851070698777735688"
values_19,13,"{1460118917982808949, 2348634214020207000, 1018106134006060890, 8772525464654961959, -1141875423404092185, 4854788740109129485, 75799574524906406, -8600398193085506205, -7275404474868558690, -2270645288938795645, -284375564117074377, -5153675131605717904, -7255204601884477122"
values_12,6,"{-4439526969762568765, -3958006030625042527, 4147539398690704471, 924885916789883250, 4874164446705563505, -5444470032065513276"
values_38,11,"{-9098428079400074229, 1139883951478543381, 252648852957470415, 7931985170369896731, 1898007831865654554, -84502553387331038, 8099484303890988317, 6696301520736641436, 3394886315990331036, 636261181919346489, -936315816680874276"
values_81,23,"{1887974789456094448, 8712703054038741870, -2659100346302753813, 6036919632632743011, -8809806326811566662, -8717864071746718600, -3138217561411771782, 7169664112001624853, -8411320717389111804, -6305554945733630426, -8867877480975100324, -3086706798681757522, -959636377845483890, -307079417212981973, -2794061708236120837, -4943025007917319339, -1131687212407155301, 9068523445373980366, -3899760763579865854, 7506920467527344846, 6109550241745131333, -974297182212616960, 7759007528301642076"
values_5,4,"{-1067974706710383550, -9114489448021030709, 5065540046079289826, -320686143329164447"
values_40,4,"{8989347555111878234, 8952385623900523677, -1754454066382320495, 2358639989771988255"
values_70,22,"{-1493000014814519057, 7237209248332591328, 8079589335536428555, 5463304649945213432, -485071467948484136, 3532247308034646934, -7481091186249281007, -5508256679280957094, -4479037337857019632, 7698691464713146880, 154853337266428252, -4800144200825779498, -7170056106284802223, -4880176773110674788, 4401667625478642319, 6328094078218056572, 6381053067081909572, 7196013047118743690, -5962872690355268477, -8372773713890832301, 2933737719555638316, 7483139147546352094"
values_23,9,"{-5625356714440103623, -3243537526584332767, 3383317261864051850, -466483458498178825, -3207691615256447612, 8126180493254841350, -7685980000223778296, 4027480162856401673, -6602703981123105233"
values_72,12,"{3548420021894747129, -3223028678998720141, -2080733604567498323, 3027085093760039450, -1311093663492007067, 2215509304949263549, 370373586015053308, -6754614574094896238, 1440347688625069470, -8617257000144452873, 5514761538191298573, 5889099956489237162"
values_79,21,"{9151243870395102516, 8514829688203328120, 2323475820507806639, 6965898287304653620, 8173884172905873127, 4312205539291853651, -8095723192350143066, -6392606771713285202, -8737396576147455639, -8922856986079554305, 6435840128086054463, -2102678272876842221, -2892754586102303000, 7582657157127802296, 2955379802927103059, 6694104941145396642, 3965205943789046766, 2604771805851686320, 6764470840612489548, 983953240191077452, 494656927903288459"
values_78,16,"{-6677397189418055600, -3101875738278165574, 1451690793290821326, -3279716403512709655, -2486455599859131430, -6480186295924724086, 3230985283198637576, -2296321512787097290, -6792802024027235876, 3233206859877872039, 4895818571434942298, -3271277741408333650, -4647767794820865036, -8525016996540994716, -8393687020798386491, 745187196876684944"
values_87,12,"{16914534248912172, -1031036664182224712, -4586705740041290085, -2664175650904978339, 5316675585566420148, 3437712434683242739, 7087173410786167363, -6175839206460295952, -6962785398370562945, 3059610548356284831, 3366384751947238523, -7416851634716171396"
values_6,27,"{6060946080100973032, -8096458816696756346, 8911174003708511711, -35274682111252620, -7541194564861673098, -4368840583998609716, 191221814676332413, 5786660189157963547, -6204627823833340934, 539612347995807276, -2138717921086947082, -8175725876336587922, -6119445250870582880, -8943703602842458735, -7748677339120132785, 2861453170593173446, -4616489661869557533, 844258412806265228, -875259654325819759, 2334319036223463166, 172128703283922731, -4282745353722496939, 6352327927885686059, 949953443153303551, 2347034735284225316, -3199444972921146015, 3856839098632577006"
values_68,29,"{-1399344264735716986, -5137171353193362422, -2737415734757673669, 4347284294092024378, 5365527366744092700, 5760706519614678925, 8183576630188815244, 1770354735013219852, 9074985955845359723, -2116345706076111762, 251682886790746330, 238560820532195225, 6190356341138792298, -2853596747911784783, -2326458687419775777, -1610571629431117978, -7940134391288493822, 3627891988670975442, 4525789510617123011, -1719909414431464850, 5782670974453156447, 1636106173048419136, -558779918678983478, 2746805099827262818, 2280286556509783634, -1638567009416021140, 6698637904144212932, -6451739721923668063, -5161726529991141636"
values_69,22,"{5375734290080035169, -8963766078051481222, -6587732111066665298, 8704301239240775020, -239781058782724722, 8601673132790518639, -4261801993283226536, -608906171670452750, 4717250013266175343, -2267915478108540301, -3512881229890516962, 1722528987953406224, -7477994501809035294, 3662568525586790722, -6696431446163887007, -436931356902503280, 3222419586157090759, -7607892975257198667, -1226792166789543895, -1443701501078313883, -4791040815362165417, 7765137944739885074"
values_1,18,"{-1065280264291920501, 484699599156013617, -7984218050784452593, 8562395808351420850, 7985358497514711917, -2969266956090802467, -6038442651675746522, -5570727942716826777, 5195557309540770544, -6400060855371093027, -3812162865519972410, 3842163736126698012, -903245978655621283, -4296195097792541759, -6888979852203590411, -538411409009201895, 4647896493035282345, 261987254098599616"
