inputName,n
11,11
19,11
12,11
38,16
81,3
5,28
40,7
70,23
23,25
72,23
79,23
78,23
87,3
6,28
68,9
69,9
1,28
45,7
33,16
15,11
93,26
24,25
25,25
26,25
48,7
71,23
76,23
7,28
50,18
22,25
4,28
32,16
77,23
91,26
42,7
13,11
41,7
55,18
31,16
66,9
65,9
62,9
21,25
95,26
84,3
58,18
64,9
83,3
94,26
0,28
99,26
96,26
67,9
61,9
43,7
2,28
54,18
30,16
59,18
85,3
74,23
90,26
18,11
52,18
44,7
17,11
36,16
49,7
86,3
37,16
56,18
63,9
35,16
97,26
75,23
57,18
88,3
10,11
53,18
8,28
39,16
47,7
60,9
89,3
51,18
14,11
28,25
16,11
34,16
82,3
46,7
27,25
20,25
9,28
92,26
3,28
98,26
29,25
80,3
73,23
