inputName,m,n
values_11,399198077,534374230
values_19,399198077,956847906
values_12,399198077,2034351863
values_38,689110030,761141052
values_81,1608774862,534374230
values_5,591473378,1866348516
values_40,1374651232,1578527445
values_70,1466427639,1578527445
values_23,665719268,846246069
values_72,1466427639,2034351863
values_79,1466427639,956847906
values_78,1466427639,761141052
values_87,1608774862,1471130321
values_6,591473378,1829638025
values_68,1490357571,761141052
values_69,1490357571,956847906
values_1,591473378,534374230
values_45,1374651232,1866348516
values_33,689110030,846246069
values_15,399198077,1866348516
values_93,627084166,846246069
values_24,665719268,1649144919
values_25,665719268,1866348516
values_26,665719268,1829638025
values_48,1374651232,761141052
values_71,1466427639,534374230
values_76,1466427639,1829638025
values_7,591473378,1471130321
values_50,555863579,1578527445
values_22,665719268,2034351863
values_4,591473378,1649144919
values_32,689110030,2034351863
values_77,1466427639,1471130321
values_91,627084166,534374230
values_42,1374651232,2034351863
values_13,399198077,846246069
values_41,1374651232,534374230
values_55,555863579,1866348516
values_31,689110030,534374230
values_66,1490357571,1829638025
values_65,1490357571,1866348516
values_62,1490357571,2034351863
values_21,665719268,534374230
values_95,627084166,1866348516
values_84,1608774862,1649144919
values_58,555863579,761141052
values_64,1490357571,1649144919
values_83,1608774862,846246069
values_94,627084166,1649144919
values_0,591473378,1578527445
values_99,627084166,956847906
values_96,627084166,1829638025
values_67,1490357571,1471130321
values_61,1490357571,534374230
values_43,1374651232,846246069
values_2,591473378,2034351863
values_54,555863579,1649144919
values_30,689110030,1578527445
values_59,555863579,956847906
values_85,1608774862,1866348516
values_74,1466427639,1649144919
values_90,627084166,1578527445
values_18,399198077,761141052
values_52,555863579,2034351863
values_44,1374651232,1649144919
values_17,399198077,1471130321
values_36,689110030,1829638025
values_49,1374651232,956847906
values_86,1608774862,1829638025
values_37,689110030,1471130321
values_56,555863579,1829638025
values_63,1490357571,846246069
values_35,689110030,1866348516
values_97,627084166,1471130321
values_75,1466427639,1866348516
values_57,555863579,1471130321
values_88,1608774862,761141052
values_10,399198077,1578527445
values_53,555863579,846246069
values_8,591473378,761141052
values_39,689110030,956847906
values_47,1374651232,1471130321
values_60,1490357571,1578527445
values_89,1608774862,956847906
values_51,555863579,534374230
values_14,399198077,1649144919
values_28,665719268,761141052
values_16,399198077,1829638025
values_34,689110030,1649144919
values_82,1608774862,2034351863
values_46,1374651232,1829638025
values_27,665719268,1471130321
values_20,665719268,1578527445
values_9,591473378,956847906
values_92,627084166,2034351863
values_3,591473378,846246069
values_98,627084166,761141052
values_29,665719268,956847906
values_80,1608774862,1578527445
values_73,1466427639,846246069
