inputName,m,n
11,8721133741705126739,1086696708791469109
19,8721133741705126739,1131909737235501940
12,8721133741705126739,6711005684926457329
38,6298471956022042572,4180001017246708287
81,2983783667292587875,1086696708791469109
5,732847993755927651,820653795295750485
40,3866327788537934805,4109807757684262614
70,4200826429230219912,4109807757684262614
23,6440922301440785849,8693293836965356517
72,4200826429230219912,6711005684926457329
79,4200826429230219912,1131909737235501940
78,4200826429230219912,4180001017246708287
87,2983783667292587875,8519871883370775829
6,732847993755927651,4983321316114096788
68,7608361759111614296,4180001017246708287
69,7608361759111614296,1131909737235501940
1,732847993755927651,1086696708791469109
45,3866327788537934805,820653795295750485
33,6298471956022042572,8693293836965356517
15,8721133741705126739,820653795295750485
93,973429592455013971,8693293836965356517
24,6440922301440785849,6417318736704453544
25,6440922301440785849,820653795295750485
26,6440922301440785849,4983321316114096788
48,3866327788537934805,4180001017246708287
71,4200826429230219912,1086696708791469109
76,4200826429230219912,4983321316114096788
7,732847993755927651,8519871883370775829
50,3416934987772277600,4109807757684262614
22,6440922301440785849,6711005684926457329
4,732847993755927651,6417318736704453544
32,6298471956022042572,6711005684926457329
77,4200826429230219912,8519871883370775829
91,973429592455013971,1086696708791469109
42,3866327788537934805,6711005684926457329
13,8721133741705126739,8693293836965356517
41,3866327788537934805,1086696708791469109
55,3416934987772277600,820653795295750485
31,6298471956022042572,1086696708791469109
66,7608361759111614296,4983321316114096788
65,7608361759111614296,820653795295750485
62,7608361759111614296,6711005684926457329
21,6440922301440785849,1086696708791469109
95,973429592455013971,820653795295750485
84,2983783667292587875,6417318736704453544
58,3416934987772277600,4180001017246708287
64,7608361759111614296,6417318736704453544
83,2983783667292587875,8693293836965356517
94,973429592455013971,6417318736704453544
0,732847993755927651,4109807757684262614
99,973429592455013971,1131909737235501940
96,973429592455013971,4983321316114096788
67,7608361759111614296,8519871883370775829
61,7608361759111614296,1086696708791469109
43,3866327788537934805,8693293836965356517
2,732847993755927651,6711005684926457329
54,3416934987772277600,6417318736704453544
30,6298471956022042572,4109807757684262614
59,3416934987772277600,1131909737235501940
85,2983783667292587875,820653795295750485
74,4200826429230219912,6417318736704453544
90,973429592455013971,4109807757684262614
18,8721133741705126739,4180001017246708287
52,3416934987772277600,6711005684926457329
44,3866327788537934805,6417318736704453544
17,8721133741705126739,8519871883370775829
36,6298471956022042572,4983321316114096788
49,3866327788537934805,1131909737235501940
86,2983783667292587875,4983321316114096788
37,6298471956022042572,8519871883370775829
56,3416934987772277600,4983321316114096788
63,7608361759111614296,8693293836965356517
35,6298471956022042572,820653795295750485
97,973429592455013971,8519871883370775829
75,4200826429230219912,820653795295750485
57,3416934987772277600,8519871883370775829
88,2983783667292587875,4180001017246708287
10,8721133741705126739,4109807757684262614
53,3416934987772277600,8693293836965356517
8,732847993755927651,4180001017246708287
39,6298471956022042572,1131909737235501940
47,3866327788537934805,8519871883370775829
60,7608361759111614296,4109807757684262614
89,2983783667292587875,1131909737235501940
51,3416934987772277600,1086696708791469109
14,8721133741705126739,6417318736704453544
28,6440922301440785849,4180001017246708287
16,8721133741705126739,4983321316114096788
34,6298471956022042572,6417318736704453544
82,2983783667292587875,6711005684926457329
46,3866327788537934805,4983321316114096788
27,6440922301440785849,8519871883370775829
20,6440922301440785849,4109807757684262614
9,732847993755927651,1131909737235501940
92,973429592455013971,6711005684926457329
3,732847993755927651,8693293836965356517
98,973429592455013971,4180001017246708287
29,6440922301440785849,1131909737235501940
80,2983783667292587875,4109807757684262614
73,4200826429230219912,8693293836965356517
