inputName,size,a[size]
values_11,30,"{7902507891693594179, -7595254500033899936, 854095170805268116, -868302497930415078, -3192410668654890959, -7400745485165021452, 8157167542331652469, -2324464294099833248, 2750045595385404899, 2317320001443437723, 6504550596784142593, 2361462161570423993, -4097137864425135912, 5895082016549048768, -2730458508458057353, 8836267609128190370, 1860723804595593030, 890161762882455363, -1111957207482855491, 7750467589035213217, 8430373020292299604, -4033778515380465949, -7289030073657597696, -4185669835070808595, -7252237135140734801, -55238889199994699, 3629112730029152393, -8403640453239008051, 7549475724141158377, 4258260945455821548"
values_19,15,"{7054535787229322462, -7964431286588376922, 8461076377279422130, -2173054705392972908, -6930992999533291104, -7112378531315728333, 1711562531263371240, -364406254963821191, 4850088517691102373, 629658000348799050, -4645851001127104489, 6962124825125476367, -8891986414034464970, 7750910724193363217, -3276513568067530854"
values_12,11,"{-3472454232882388138, -6283858019339797277, 861323461450353370, 2659617237105171397, 1892689946041021478, -6495194561995841338, 5339487943486391343, -1283527747516861686, -8500439496990962538, -8667292137673942138, -4602161441406035404"
values_38,4,"{-6535004157400599232, 711813740386290379, -7401665409539543672, 7115895437425898826"
values_81,12,"{-3146138228224183951, -7410514817753583266, -644647302180970547, 4286080314835930441, -8103980068798674457, 1053122484009008202, 2691508837281797431, -1768730283589118915, -5904746070589404242, -4698274892034890902, 6936132486699843736, -3885670085161492090"
values_5,19,"{-5902619201353477253, -7971984456497063617, 8695853404230538473, -9051515344481450095, -431201632170285262, -4302552850972380975, 638474839144503773, 167773574840773828, 1358847908058985925, -2814966816219445838, -7203159833179244908, -4391415361358497149, 5173519956596288362, 9046713804281092115, -7794803203831484043, 2498159003549157893, 7693055931773796953, -7511060683891515556, -5899519728520584291"
values_40,22,"{1784200988302860636, -2524645322723028431, -359191783585530841, -8052295912376274518, 9102718409640793377, -890051202984090655, 7720437670101512715, 4047623320150513808, -976889552490551191, 6546009625576939660, -9166683438370332139, 1131082110105704827, -1140881208345266226, 7588625923583229224, 5509283168009832200, 6851689282636897741, -5381615409376893712, -792639012257385384, 2779717703044743137, -559519992452121030, -8794002103167464483, 5282109010999858254"
values_70,9,"{-8269141819752974460, 8245018931008269525, 8531656623514477269, -6601436368801106540, 8270631072813580145, -8677744348725648305, -5874761759905511787, 5758162464985915354, 2866030001250610352"
values_23,19,"{814029854497657295, 2218143762920600937, -8612262999749829923, 4682843416827248763, -7549715220641369771, -4449064389212223, -2280282560644161571, -4467935175898317764, 8546881631864531863, 2722776067133260746, -1446452003573713864, 1913275762475927565, 8094579906389626364, 7279847441537974591, -3037269496135753607, 4294018181710432367, -5976793551934280690, 464111033245715974, -2004536388566705140"
values_72,23,"{-2093630693701399125, 3824480424322045821, 2419096201537262564, -7580569458821055453, 341242748140646964, -4785767627584275029, 3784216558839714402, 5992233029853667397, 6412041435281512028, -153348857290421787, -1089592616601792698, -6206734036307737237, 379833655994637339, 4425849456295837446, 8015320873558142605, 1275656069477622307, 7012053077824238023, 7484011951743727325, -870004201056228573, 8127119894164293215, -5399223731884324621, -6679720565068245555, -6223698413467984909"
values_79,20,"{-2429199914937954778, -2852027390088648012, 891009935207863600, 4397885535206262076, 4405358066890793533, 1644152807996617438, -7679787235652974095, -6926697091971405725, -7357207838645761909, -2952710694746789176, 3982447783591624140, 5768610612952622032, -6204602588232676828, -8850967297422191268, 9109499851695134732, 4229764248067841563, -7947642763251386958, 9196058347474921461, 2119017626281174903, -8704352494423791917"
values_78,17,"{-1855272947953060248, -2981308905335077781, 4472292669004426428, -5224078705402861201, -1229302491913348439, -2256136849494130751, -6498025343421917054, 5478852863975358772, 6412980110442225458, -6718675704034868114, -272510295044432568, -5686812114322500299, -1947581606291588341, 7564541785733057992, -5154415548056966010, -7352293535389464676, -75863232693396790"
values_87,6,"{1882976856861061682, -1568076006133142647, 2141214277502869270, 3614402168920607483, -1491144972983518211, -395678035759090592"
values_6,29,"{6602776999236830581, 2500382580321813006, -7874238450155116293, 7184210532905213629, -6931535912414254413, 782330996385063982, 273160590421772454, 5302936228566481137, 8748570023720825070, 4865769247098053790, -1154163137044485082, 5292611782577206779, -5306800570195649825, -8423216257948237865, 7326702336293151074, -4630292531650541918, -9048564830390357159, -9070333152302926237, 4689936401360771285, 3769866324987987808, -6506510454137408661, 6715510400828696151, 1411846661207140604, -4882831053978281203, -3160044105350233697, -4579446120126162063, 1395037771388281065, -8889061156775378569, 882837097406511225"
values_68,14,"{8630912415549771781, 535722898997254090, -4934902064463698555, 1816634243654245595, 354390639137887206, -8320127162330091825, -5261693687838676999, -3002203278796213028, -3516000695151855316, 2230393483335119452, -2080745906865230215, -4089182717728613041, -2118226981630085200, -3935547753957177867"
values_69,30,"{-4640978508519964835, 5335240893078280737, -6202432451159140264, 8966362476944020566, 34720017029189458, 7292411667061771600, -8673689615911134814, -7501833140014869284, -1718410989212230461, 8388471634166209084, 3142863315988629040, -4881174736096315714, 3928767627801923196, 6870047953959009024, -6265083750529786657, 4178618416625597565, -5264977284628547554, 8891543678541090370, 7428175489330936514, 3665913760871549033, 6486952729901495226, 2881225665858242079, -7998320260866346717, -995951693332032584, -3112562778653442007, 3789693185796051024, -8435104870812962509, -3671801763874354315, -769766408554020374, -7809115346864774161"
