inputName,n
11,8
19,8
12,8
38,21
81,22
5,4
40,20
70,3
23,25
72,3
79,3
78,3
87,22
6,4
68,14
69,14
1,4
45,20
33,21
15,8
93,25
24,25
25,25
26,25
48,20
71,3
76,3
7,4
50,6
22,25
4,4
32,21
77,3
91,25
42,20
13,8
41,20
55,6
31,21
66,14
65,14
62,14
21,25
95,25
84,22
58,6
64,14
83,22
94,25
0,4
99,25
96,25
67,14
61,14
43,20
2,4
54,6
30,21
59,6
85,22
74,3
90,25
18,8
52,6
44,20
17,8
36,21
49,20
86,22
37,21
56,6
63,14
35,21
97,25
75,3
57,6
88,22
10,8
53,6
8,4
39,21
47,20
60,14
89,22
51,6
14,8
28,25
16,8
34,21
82,22
46,20
27,25
20,25
9,4
92,25
3,4
98,25
29,25
80,22
73,3
