inputName,size
11,15
19,19
12,19
38,23
81,10
5,24
40,28
70,16
23,24
72,25
79,25
78,19
87,26
6,17
68,10
69,22
1,13
45,26
33,18
15,29
93,14
24,29
25,28
26,23
48,11
71,28
76,26
7,24
50,29
22,8
4,21
32,30
77,18
91,9
42,20
13,19
41,5
55,11
31,17
66,7
65,22
62,16
21,13
95,20
84,7
58,14
64,12
83,22
94,26
0,18
99,3
96,21
67,25
61,26
43,14
2,31
54,25
30,29
59,27
85,20
74,18
90,22
18,5
52,28
44,30
17,13
36,24
49,18
86,10
37,27
56,11
63,10
35,5
97,32
75,14
57,24
88,18
10,15
53,27
8,8
39,30
47,26
60,24
89,5
51,11
14,25
28,26
16,25
34,24
82,10
46,7
27,32
20,27
9,22
92,25
3,22
98,16
29,27
80,2
73,21
