inputName,size,a[size]
values_11,26,"{-3180062712831102793, 875997624077004177, -8734697032463799342, 4315786483898746790, -2344252304358796823, 8306241602477175107, -3596609861710916081, 8212854019630614530, -2048697540210904508, -6515124244478112354, 1591995888132696298, 4033762148623229610, -928130967645028892, -3647129294553915962, 2020730876167636865, 2012356201835436588, -9209874935700306463, 1711481256264041860, 3544234178125110901, -8797921203318624278, 4963748514166906719, 7176781540452928892, 7914121532783011575, 2724457821239946619, 5588391098510847112, -8011576926898064017"
values_19,2,"{-4077581482343746213, -3900989277208026884"
values_12,2,"{-5797221754639110882, 6982436313493500031"
values_38,29,"{-8575478785156548113, 1612969000915869344, 4863731630379373278, -202336534527044057, -2120770179132836308, -3161189954046801212, -5621957631933692694, 516528597952923885, 4580693696411633244, -1865783081686094635, 4683280915500875431, -1714576012412765616, 3866655289607485531, -6135711768076273037, 2074470831340108096, 6440923721392266475, 6559719057121759320, -4654353152579243653, 3019907318857383073, -6516526793640584572, -2307216085569800963, 6101904122948076453, 4501990660834403921, 3744703457562562236, -4797258781662581094, -3462571009722317119, -558950019724005250, -9117518007285880321, 8092768281208732794"
values_81,18,"{1945311472357286369, 2539873649538540790, 4946611062483963834, 1515869537522025862, 7350254337584733863, 1188417673795494552, 5123797087347034414, -1875422381771302650, 465036234016362431, -4119395977874851327, 2307218515024033996, 4355461242070295008, -6450736743197180240, -3325977047073653542, -5731299645410445839, -5851480053020706033, -7502854816521328351, 3676121532121811028"
values_5,28,"{3656359625162777869, -4524033231244664705, -4893161657188731676, -2570825965017494999, -7025652640199712162, 1932457811497558437, -6823304157623594165, -4292797386056291589, 2890013439100131452, 9200433916101624163, -6973551795579318875, 6346008857986660724, -5409607926222950255, 2336078320829841691, -8207680154943634317, -3930212898244655310, -4381186364965074067, -5599537929737018427, -5488939297835002846, 1903340714612180977, 2671575448361904798, 561593728605721189, -2486680532623044692, 2568878939427463844, 7692871918715266807, -7280381674874884845, -9116274054846588376, -3259762895847786454"
values_40,16,"{5539423305080886218, -2634949155481887286, 8648672820512901701, -8840356531500061057, 818840672022733602, 1078928764964015111, -8988637018946676639, 3298525065752273454, -1916240858303122293, -2284616131778071005, 4179814395917886903, -7197048897840916734, 366752856825081049, -5614380927134406241, 8021137824253368094, -5829847860527613385"
values_70,29,"{-1923890057327946965, -7895717044417382701, -2211389652749545681, -6524174158920024637, -8726085193178864024, -6648207891314687226, -5337942613537542728, -4699859708265406276, 2657249682457367252, -249241465946312063, -1497325091372722503, 5661726795392427644, 7844662240217469419, 5597059967007327691, -6386847086866063586, 6299139666926041901, 62586591328966632, -6863208634160483467, -3218125248231999225, 1918909412565283648, -7492542752359192853, 9129301257988685426, -8607144660648952253, 6058164711600615255, 8534195828988719313, -6282187400447229893, -796653552604933300, 129252839260683887, -2205265272924289204"
values_23,30,"{5646586842392436441, 2612159435612327020, -1010104196895543750, -4898763375085662227, -5280140972706520931, 8714154217136056570, 3364864847701995023, 787455878362625503, -749751371651618419, -8053463392620994860, -6175175227566395192, 5380268342631604352, 667089138815729433, 7129162473821434991, 615781025971553209, -8588342373525286373, 7363957594011131836, -1128367582534924971, 5171348602340108709, 8522102525505057905, 2628075472228479386, -4642235931340706981, 4095931602051706982, 5688488879367663760, -3656739606387202687, -3980939006177472604, -8372151166764376527, 3848984283737828189, -1133143382884848472, -1129264249536159455"
values_72,31,"{-8023762581749566695, -1773096598867251472, -5842864662713812320, -1936566384349250022, 5467690844712967164, 784773637085427443, 1202483782496886738, -4694680597729066983, -6992582519468112899, 7651429966059854693, 162742732288346678, -6440970027691654691, 5531590318159687750, -5933771107772629599, 6426399362588117648, 5861212312771606243, 7423169209165738242, -7026061061321951496, 9150208029732876516, -6477209505116510309, 7521433853134926442, -5690915852671338003, 6847926206663513319, -7719173848807910836, -4625554780662622751, -8616621686158039496, 592071402829891131, 1830812395930138904, 3858994504180924489, -1770193657698053871, 7372391020652266112"
values_79,5,"{-6163706296082009069, 4887204446873571964, -5618835459251033399, -5908835311555653648, 1495633837631209295"
values_78,13,"{-4671814353579735552, -6089974832700086308, -2165013437635277172, 4858224539455012173, -6393876675438062143, -7290239444909121923, -2901336388878127213, -1703314162169320986, -5559357211332152775, -4187102767511551766, -1978053053268793143, 2474430804897297622, -3400918602905972035"
values_87,24,"{-2704683511667277984, 7307592354317715268, -7977940778519839145, 7813740278343418805, -2184175130940539146, -232473967458587756, -2610675266218875684, 9074149426127215322, -1794319693546689326, -3544466377493001718, -269218214965168733, 4965993113207545838, -9197544564102787991, -5028105748526890431, -3570426676770503781, 4934829162019698403, -3192465880169178498, -2386985804845870851, 3337247762119523917, 1790315131684132175, 2756501033164793345, -5026962230759391242, 5501216189237828236, -4580866107809056652"
values_6,8,"{6279167410769342568, 6692141897211719960, 369409093598019512, 3775727775915489576, -4211539983191421817, 4913526021777816095, 3362877287226962207, -1938331872141231078"
