inputName,size
11,26
19,2
12,2
38,29
81,18
5,28
40,16
70,29
23,30
72,31
79,5
78,13
87,24
6,8
68,25
69,18
1,31
45,26
33,16
15,13
93,6
24,18
25,29
26,8
48,26
71,11
76,29
7,30
50,32
22,12
4,16
32,30
77,32
91,30
42,18
13,14
41,2
55,20
31,8
66,32
65,28
62,12
21,16
95,30
84,24
58,21
64,6
83,30
94,23
0,23
99,21
96,22
67,25
61,10
43,4
2,6
54,13
30,14
59,24
85,8
74,24
90,13
18,19
52,31
44,22
17,19
36,19
49,5
86,30
37,12
56,24
63,10
35,28
97,7
75,6
57,19
88,27
10,22
53,16
8,15
39,9
47,3
60,9
89,4
51,17
14,29
28,30
16,6
34,16
82,23
46,32
27,4
20,13
9,25
92,25
3,23
98,31
29,6
80,15
73,14
