inputName,m,n
values_11,2018391405.209,1652291430.989
values_19,2018391405.209,488159869.873
values_12,2018391405.209,246111634.63
values_38,617800234.347,753032554.519
values_81,972577203.505,1652291430.989
values_5,783935491.189,1044113723.563
values_40,800342991.903,1573809230.964
values_70,991033497.349,1573809230.964
values_23,1541397153.126,374000706.167
values_72,991033497.349,246111634.63
values_79,991033497.349,488159869.873
values_78,991033497.349,753032554.519
values_87,972577203.505,2047534637.113
values_6,783935491.189,316881081.924
values_68,1196930871.738,753032554.519
values_69,1196930871.738,488159869.873
values_1,783935491.189,1652291430.989
values_45,800342991.903,1044113723.563
values_33,617800234.347,374000706.167
values_15,2018391405.209,1044113723.563
values_93,337518956.945,374000706.167
values_24,1541397153.126,1073034280.33
values_25,1541397153.126,1044113723.563
values_26,1541397153.126,316881081.924
values_48,800342991.903,753032554.519
values_71,991033497.349,1652291430.989
values_76,991033497.349,316881081.924
values_7,783935491.189,2047534637.113
values_50,881015336.79,1573809230.964
values_22,1541397153.126,246111634.63
values_4,783935491.189,1073034280.33
values_32,617800234.347,246111634.63
values_77,991033497.349,2047534637.113
values_91,337518956.945,1652291430.989
values_42,800342991.903,246111634.63
values_13,2018391405.209,374000706.167
values_41,800342991.903,1652291430.989
values_55,881015336.79,1044113723.563
values_31,617800234.347,1652291430.989
values_66,1196930871.738,316881081.924
values_65,1196930871.738,1044113723.563
values_62,1196930871.738,246111634.63
values_21,1541397153.126,1652291430.989
values_95,337518956.945,1044113723.563
values_84,972577203.505,1073034280.33
values_58,881015336.79,753032554.519
values_64,1196930871.738,1073034280.33
values_83,972577203.505,374000706.167
values_94,337518956.945,1073034280.33
values_0,783935491.189,1573809230.964
values_99,337518956.945,488159869.873
values_96,337518956.945,316881081.924
values_67,1196930871.738,2047534637.113
values_61,1196930871.738,1652291430.989
values_43,800342991.903,374000706.167
values_2,783935491.189,246111634.63
values_54,881015336.79,1073034280.33
values_30,617800234.347,1573809230.964
values_59,881015336.79,488159869.873
values_85,972577203.505,1044113723.563
values_74,991033497.349,1073034280.33
values_90,337518956.945,1573809230.964
values_18,2018391405.209,753032554.519
values_52,881015336.79,246111634.63
values_44,800342991.903,1073034280.33
values_17,2018391405.209,2047534637.113
values_36,617800234.347,316881081.924
values_49,800342991.903,488159869.873
values_86,972577203.505,316881081.924
values_37,617800234.347,2047534637.113
values_56,881015336.79,316881081.924
values_63,1196930871.738,374000706.167
values_35,617800234.347,1044113723.563
values_97,337518956.945,2047534637.113
values_75,991033497.349,1044113723.563
values_57,881015336.79,2047534637.113
values_88,972577203.505,753032554.519
values_10,2018391405.209,1573809230.964
values_53,881015336.79,374000706.167
values_8,783935491.189,753032554.519
values_39,617800234.347,488159869.873
values_47,800342991.903,2047534637.113
values_60,1196930871.738,1573809230.964
values_89,972577203.505,488159869.873
values_51,881015336.79,1652291430.989
values_14,2018391405.209,1073034280.33
values_28,1541397153.126,753032554.519
values_16,2018391405.209,316881081.924
values_34,617800234.347,1073034280.33
values_82,972577203.505,246111634.63
values_46,800342991.903,316881081.924
values_27,1541397153.126,2047534637.113
values_20,1541397153.126,1573809230.964
values_9,783935491.189,488159869.873
values_92,337518956.945,246111634.63
values_3,783935491.189,374000706.167
values_98,337518956.945,753032554.519
values_29,1541397153.126,488159869.873
values_80,972577203.505,1573809230.964
values_73,991033497.349,374000706.167
