inputName,size
11,17
19,20
12,20
38,5
81,17
5,9
40,3
70,6
23,9
72,3
79,19
78,17
87,9
6,7
68,12
69,2
1,10
45,10
33,4
15,19
93,6
24,12
25,7
26,18
48,8
71,19
76,12
7,17
50,6
22,20
4,20
32,16
77,7
91,13
42,3
13,10
41,3
55,14
31,10
66,11
65,16
62,20
21,15
95,2
84,3
58,16
64,4
83,13
94,14
0,9
99,7
96,14
67,12
61,20
43,17
2,3
54,14
30,13
59,15
85,18
74,18
90,10
18,7
52,19
44,19
17,20
36,18
49,7
86,12
37,14
56,18
63,12
35,18
97,9
75,4
57,2
88,2
10,19
53,17
8,20
39,7
47,19
60,18
89,9
51,2
14,8
28,8
16,13
34,6
82,12
46,15
27,19
20,5
9,4
92,18
3,7
98,7
29,9
80,15
73,4
