inputName,n,key,arr[n]
values_11,9,-32201,"{-15566, -1777, 1509, -28988, 1545, 30498, -4112, -27400, 6470"
values_19,9,4965,"{-15040, -3170, 8917, -26457, -23455, -7598, 2547, -4597, 27100"
values_12,9,-6088,"{-30929, 32725, -7734, -1214, -30113, 21247, 11659, -5647, 18711"
values_38,24,23887,"{32097, -31787, -2864, -17353, -4640, 22501, 28164, 908, -7071, -17397, 27989, 7526, 7115, -15903, -11473, 25023, 8570, -1435, 18791, -7989, 26988, 290, -31717, 28139"
values_81,22,-32201,"{5356, 28206, -9010, 4604, 32081, -26506, -3969, -19006, 1026, 8407, 24196, -5118, -1040, -9645, -27947, -6225, -5456, 21585, -8542, -14424, -30587, -26962"
values_5,8,20642,"{16072, -251, -13101, -5278, -1708, -14420, -25080, 22036"
values_40,26,27280,"{4460, 13719, 30994, 3165, -2043, -29718, -29108, 4273, 31359, 9926, -11085, -19232, 26775, -2225, 20581, 12730, -3883, -3656, -17839, 20378, -29829, 24014, 18694, -15475, -5315, 16458"
values_70,21,27280,"{-2438, 8706, 29434, -29774, -21425, -18162, 16966, -30436, -8607, 27965, 23293, 28078, 11139, -159, -2921, 9242, 23605, -8354, 32549, 4743, -21223"
values_23,12,26992,"{-6455, -25096, 13471, 28821, 21084, -17335, 21276, -12591, 16141, 11943, 18174, -28895"
values_72,21,-6088,"{21350, -23357, 18426, -27533, 6362, 3709, -30514, 31376, 29047, 11345, -32673, 21906, -6997, -30076, 24964, 23858, -25313, -17149, 6789, -19094, 16556"
values_79,21,4965,"{1571, -32189, 12623, -21859, 15207, 26315, 9264, -7081, -30714, 16718, -24053, -16944, 10817, -21853, 21310, 23870, -4982, 8455, -15151, 18549, 20420"
values_78,21,23887,"{11380, -11003, -4873, 6915, -10146, -15793, 10061, -21555, 28538, -4336, 15621, 16590, -4822, 23638, 11605, 9259, -10900, 140, 21157, 8819, -4502"
values_87,22,-31387,"{-1903, 17199, 20763, -19041, -13703, -15859, -2304, 31418, 4942, 27020, -14814, -25796, -26326, 24217, 24207, -6477, -26210, -1152, 1074, 24171, 14446, -4494"
values_6,8,-85,"{11098, 26219, -8235, 3253, -23803, -17901, 32530, -15486"
values_68,2,23887,"{-18326, -16397"
values_69,2,4965,"{12932, -25719"
values_1,8,-32201,"{-6186, 5037, 10256, 8714, 10725, -21945, 9458, -3228"
values_45,26,20642,"{-17439, -31472, -30453, 14054, 13454, 25588, -4053, 19593, 21614, 17465, 21614, -2865, 20395, 30298, -18254, 3723, -16601, 31030, -8041, -14854, 14510, -6805, 32691, 12923, -12533, 4028"
values_33,24,26992,"{-9436, -17555, 32164, 5935, 8193, 19518, -17869, 28366, 30348, -6908, -22055, -10284, -20546, -24645, -265, 27958, 21946, 18164, -9987, -16838, -25466, -27556, -6660, 17019"
values_15,9,20642,"{-7834, 24752, -13286, 23323, -28069, -27780, 17340, -27872, 7804"
values_93,30,26992,"{28501, 2658, 16980, 6655, 20147, -7331, -22764, 30153, -24163, -1962, 3451, -17192, -26565, 17543, 26905, -2733, 10751, 13301, -3801, -14823, 23693, 1791, 1763, -29608, 12868, 22579, 12233, -9075, 19525, -9195"
values_24,12,-21043,"{-13874, 32127, -32217, 6881, -16191, 20066, -11385, -21911, -2432, 10170, -6754, -23150"
values_25,12,20642,"{26295, 24814, 30995, 17489, 6810, 6754, -7882, -9147, 10627, 20422, 11751, -11278"
values_26,12,-85,"{25927, -15766, 27505, 18939, -9469, 15538, 11578, 27272, 8985, -8681, -333, 26014"
values_48,26,23887,"{23271, 1585, -27403, -26159, -28041, -23253, 461, -2106, -29351, 9980, 21268, -23842, 12543, -27236, -23874, -8235, -27456, -663, -6165, 2714, -30850, 16390, 5629, 3917, 27645, -10021"
values_71,21,-32201,"{29299, 31606, 25189, -28474, 4625, 22546, 17605, -15576, -20823, -25152, 25711, 26311, 7995, 8718, -14085, -1693, -26322, -3537, 13420, -19001, 31409"
values_76,21,-85,"{28228, -914, 21668, -575, 27745, 25040, 3084, -13048, 9181, 3133, 8620, 12591, -11717, 3631, 32148, 12455, -18346, -25879, 14946, -29263, 23838"
values_7,8,-31387,"{8847, 18516, -12567, -21564, 11476, 14509, 5243, 8300"
values_50,3,27280,"{3879, -32384, 20615"
values_22,12,-6088,"{-7281, 21742, 4384, -32272, 2463, 1938, -12434, 15460, 21859, -12210, 3662, -8533"
values_4,8,-21043,"{11321, -8213, -20591, 23309, 6042, 11108, -3194, 17748"
