inputName,size
11,4
19,16
12,17
38,20
81,2
5,31
40,32
70,22
23,10
72,22
79,13
78,23
87,22
6,28
68,8
69,2
1,19
45,25
33,7
15,9
93,22
24,9
25,17
26,7
48,26
71,9
76,22
7,17
50,24
22,26
4,25
32,8
77,28
91,4
42,26
13,16
41,24
55,10
31,11
66,27
65,11
62,11
21,8
95,25
84,18
58,27
64,12
83,21
94,16
0,11
99,2
96,4
67,7
61,28
43,18
2,13
54,5
30,7
59,23
85,19
74,24
90,18
18,10
52,4
44,18
17,25
36,22
49,21
86,8
37,29
56,28
63,19
35,17
97,8
75,12
57,23
88,18
10,30
53,9
8,4
39,15
47,25
60,4
89,14
51,23
14,29
28,30
16,32
34,14
82,14
46,23
27,27
20,14
9,7
92,12
3,21
98,31
29,30
80,27
73,32
