inputName,size
11,31
19,15
12,32
38,23
81,21
5,3
40,19
70,6
23,22
72,11
79,24
78,4
87,18
6,2
68,30
69,2
1,6
45,31
33,25
15,20
93,30
24,25
25,12
26,11
48,9
71,6
76,13
7,27
50,16
22,3
4,25
32,21
77,16
91,15
42,2
13,4
41,28
55,15
31,25
66,11
65,20
62,9
21,19
95,10
84,5
58,29
64,17
83,8
94,17
0,32
99,3
96,7
67,20
61,24
43,7
2,29
54,29
30,22
59,27
85,28
74,19
90,21
18,29
52,7
44,30
17,24
36,31
49,2
86,21
37,13
56,26
63,15
35,10
97,9
75,7
57,15
88,31
10,21
53,27
8,6
39,11
47,28
60,6
89,18
51,22
14,5
28,20
16,24
34,28
82,9
46,14
27,25
20,18
9,3
92,15
3,4
98,30
29,23
80,14
73,22
