inputName,size
11,29
19,14
12,10
38,26
81,32
5,18
40,4
70,20
23,17
72,10
79,22
78,4
87,28
6,14
68,30
69,20
1,25
45,3
33,2
15,6
93,28
24,14
25,24
26,9
48,2
71,6
76,24
7,14
50,27
22,8
4,21
32,18
77,22
91,24
42,2
13,8
41,22
55,7
31,20
66,5
65,3
62,31
21,15
95,18
84,12
58,7
64,3
83,13
94,9
0,13
99,28
96,25
67,29
61,26
43,24
2,23
54,10
30,25
59,20
85,24
74,25
90,17
18,11
52,25
44,9
17,30
36,14
49,17
86,10
37,23
56,18
63,5
35,26
97,27
75,13
57,28
88,18
10,23
53,27
8,9
39,9
47,3
60,23
89,19
51,17
14,21
28,9
16,24
34,12
82,2
46,21
27,30
20,32
9,30
92,19
3,4
98,32
29,32
80,18
73,31
