inputName,size,a[size][size]
values_11,3,"[[-4640, 10870, -16295],[1642, 7014, -1524],[6921, -24059, -16140]]"
values_19,20,"[[-449, 20613, -11979, 2597, 16790, -24298, 940, 31644, -2319, 11925, -11278, 8398, -25523, 13088, -21111, -30203, 20815, -8513, 29644, 16888],[-2083, 2176, 15805, 26636, 30120, -27527, -31064, 269, -28657, -2511, 5820, -25077, -20333, -8488, 16101, 31436, -2977, -22646, -3490, -23657],[-13307, -13781, 24792, -20785, 1928, 22411, -15319, 15389, -10416, 6430, -10775, -14262, -27912, -15460, -306, -23784, -3703, -20132, 22427, -27457],[31123, -5390, -18387, 15845, -2087, 17942, 16701, -16614, 26944, 9731, 20947, 683, -17465, -18940, 13215, 7231, 10331, 19033, 31661, -20297],[-769, 32050, -30336, 8531, -19387, 21527, -18917, 11133, 22765, 6004, 10289, 32738, -20398, 1151, -2017, 9291, 9566, 5897, -3550, -19422],[18117, -8799, 30275, -4992, 19238, -13861, 9517, 11882, -22730, -9574, -8382, -5042, -19394, -16564, -17352, -25351, 26208, 26210, -5835, 10935],[1761, -3581, 25694, -25453, 6031, -28376, 1358, 9907, 18334, -17755, -26973, 6340, -19661, 17681, 17736, 16744, 1648, 2654, -2299, 17109],[-21865, -20943, 9081, -16917, -4561, -304, 31357, 7610, -4271, -19215, -6147, 7881, -14915, -21240, 23012, 11468, 6414, 4016, -219, -6911],[32044, -32634, -28655, -3134, -24724, -17464, 10433, 255, 8625, 19582, -20990, -2870, 11993, 14253, -5247, 672, -6438, 5351, 472, -24952],[26508, -30095, -14080, -1644, 18316, 23243, 28130, 20497, -14863, 28716, -13234, 27600, 10280, 15053, 20955, -32500, 28581, 27420, -22880, 28771],[21057, 11604, 29687, -5601, 856, 2348, -4030, -15155, 11136, -18568, 10586, -8302, 2533, 6590, -7816, -24178, -1723, -28193, 21493, -17648],[-263, -16258, 32342, 23415, 16191, -9194, 1466, 31814, 18303, -17343, 22197, -6973, -24668, -2249, 32472, -18802, -24864, -1531, 8921, 22162],[27338, 851, 15654, -29948, -894, -202, -17707, -21039, -195, -1245, -15558, -4888, 7148, -6872, -32691, -29094, -12105, 27593, 29861, 17361],[6663, 26433, 8063, 14876, 9604, 27762, -2681, 22915, 32388, -13743, -22206, -21493, -26500, 2137, 28631, -25535, -14220, 20779, -31506, 21856],[-4812, 6711, 16593, -22093, 11388, -8771, 16489, -18640, 31034, -10458, 99, 29139, 12637, -4541, -5923, 22960, 16474, 20605, 29491, 6046],[-18945, -31937, -25388, 6673, -4015, -15657, 4860, 17020, -21690, 10032, -26983, -12435, -5647, 32389, -26480, -6834, 7306, 21163, 27504, 18561],[-7929, -31159, -7999, -26625, 14464, -4275, 28307, -29415, -20954, -10260, -5059, 26015, 32508, -28004, -10655, 13495, 11107, 11913, -14175, -6158],[-22123, 22317, -29277, -11173, -30946, 296, 6472, 28709, 28681, 4025, 22395, 21549, -29457, -9396, -25572, -1273, -17530, 5065, -12518, -24151],[-25697, -14252, -28468, 5430, -2494, 31952, 19514, 22168, -10223, 13299, 6849, -9125, 20481, -12488, -20457, 24716, -28768, -23248, 22060, -16915],[10094, 32537, -16256, 1275, 12125, 22221, 16836, -2510, -27447, -27872, 17234, 23429, -5896, 15483, -4493, 7610, 9637, -11005, 32490, 15149]]"
values_12,10,"[[6980, 4932, -4963, -30406, -3795, 12601, 26778, 5180, 30064, 28364],[26653, 20668, -19321, -25004, -24689, -26138, 17204, -3877, 29812, -839],[18663, -20314, -6503, -19212, -18025, 13481, -12041, -12787, 27302, 8821],[-22534, 29987, 12232, 20921, -13215, 16544, 14573, -31176, -24791, 29667],[21423, 25122, 12467, 19790, -22529, 2378, -31342, -27565, 3788, -7148],[5485, 5760, -23355, -18441, 19797, -13949, -32738, -28077, 27185, 7106],[-17648, 24306, 7786, 23416, 28622, 5763, -31046, -10148, 26869, 4957],[9601, 25148, -7548, 18869, -24837, 32071, 20812, 26714, -10957, 17996],[5640, 16181, -27108, 15763, -16809, -3582, -14736, 10891, -21960, -20398],[-20732, 24040, -5874, -30166, 8553, -11189, 6191, -21795, -21431, 30402]]"
values_38,13,"[[-24064, 5038, -14865, 24369, -15553, -12734, 23367, -25747, -4965, 12002, 18224, 26156, -16445],[-16350, -15610, 6697, -3170, -12464, -13311, -22383, 21211, -12845, -2590, 22953, -3025, 3753],[-31394, 31901, 30364, -26208, -9496, -13625, 10391, -5900, 10580, 14727, 27839, -28278, 12981],[-1450, 5387, 8879, 7634, -11169, 28550, 26873, -29267, -7170, 7109, -30064, 11962, -18565],[-8175, -16969, -750, 25526, -2303, -23266, -10113, -26178, 30430, -18983, 12260, 8955, -7598],[27979, -23672, 17035, -26352, 7171, -15447, 7958, -8944, -26927, 23998, -13496, -227, 15563],[-26738, -8011, -5098, -4040, -13238, -10820, 1850, 20911, 27452, -4893, 7881, -15995, -8225],[-11896, -11225, -8749, 1734, 18454, 28921, 15841, 5178, 25759, -15770, 16658, 32089, 22626],[-16003, -27690, -15174, 8336, 10547, -12421, 12477, -12447, -7461, 14427, -9603, -16016, -4458],[7840, -11774, 7141, 13329, -20693, -22021, 21537, 11139, -17396, -15606, -22451, -22494, 11669],[645, 17388, -29706, -14907, -31347, -32732, 6862, -6483, 27440, 11489, -24340, -19524, -21782],[-29850, -13895, 2097, -12712, -27996, -23623, -10613, 13399, -31492, 25495, 28416, -11608, 22321],[4651, 1849, -27714, -9455, 27693, 19881, 8698, -12850, 21756, 20475, 19244, 23602, 23395]]"
values_81,14,"[[-26906, -12517, 2386, -5008, 13761, -18367, -28967, 10401, -516, 14179, 23843, -10449, 1628, 30464],[15375, -1355, 20444, 24927, 23376, 21345, 4292, -11662, -6603, 23008, -26126, 13264, 16442, 18562],[-31659, 12641, -14424, 3843, 18814, -30177, 11502, -3103, -32706, 11532, 1358, -22706, 22762, -7909],[10256, 30756, -11454, 20862, 19133, -29554, -27765, -21405, -12878, 30963, -23832, 4711, 21796, -10418],[-23019, 23155, 8579, -2463, -2448, -29302, -22219, 10734, -8833, 28841, -18580, -18306, 24269, -19344],[16613, -17153, 17929, -31843, 15241, -4630, -31190, -23455, -19362, 340, -8945, 26125, -22384, -11522],[-11537, -19937, 3284, 5068, -10681, -10405, 31992, 17153, -12510, -13107, -6591, 2756, 3182, 25886],[-32488, 30755, 23263, 19142, 19065, 22229, 30864, 7492, -15869, -18817, -26932, 32484, -11671, 24469],[-12501, -16890, 16846, -16445, -24644, -12588, -28287, -23058, -4897, 8948, -21049, -15902, 30443, -1647],[-8231, -28927, 3327, -7227, 20105, 16536, 29907, 2379, -6240, 18428, 19122, 15035, 25960, -26298],[18147, 19923, -12350, -8079, -802, -25117, -9743, 23712, -1694, 29358, -10986, 31912, -26708, -23469],[982, -14921, 9789, 22668, -14039, 2595, -29300, -3536, -30214, -32160, 27430, -28655, 2834, -13931],[329, 10062, 21876, 10268, 14777, 5413, 21087, -13264, -10635, -11570, -23663, 21040, 2378, 3487],[-29765, 19436, 25781, -4758, 9339, 26550, -19006, 14100, -5867, -23733, -8522, -11944, -9850, -16306]]"
values_5,17,"[[-10245, -3409, 21663, 29356, 6091, -29849, 19033, -32584, 12173, 14080, -19047, 18606, -9976, -22185, -14429, -24993, 5154],[3089, -30925, -11853, -4739, -1340, -1087, -24093, -7417, -20554, -25318, 1869, -17963, 16649, 2303, -6790, -12335, -1521],[12805, 5705, -9155, 4064, -27742, -10480, 5667, -14692, -4890, -7496, 4017, 20576, 29438, -5989, 15271, 25986, 16295],[-9765, -3928, -22584, 24319, 31959, -20787, -1934, -11127, 2524, -14938, 28965, -32639, -26669, 20948, -29542, -16382, -21574],[28453, -18426, -7949, -31093, 1144, -27779, 15331, -21084, 17578, -26248, -16150, 7608, -28321, 14860, 6979, -11922, -13615],[-19047, 1714, -5962, 9286, 23890, 11553, -21004, -17886, -32328, -26351, -13756, 13259, 3622, 9634, 14184, 11883, -4011],[12631, 17216, 22488, -18804, 5333, 18514, -29238, -4209, -1504, 1055, 25698, 30460, 28410, -28025, 32000, -18556, 20958],[-17831, 29114, -21324, 25670, 21039, -3390, -12062, -30934, -13878, -16437, 23694, 11821, -23699, -29105, 11616, -9678, -32141],[-31518, -5736, -21983, -17177, 2172, -113, -27360, 27056, 21517, 18046, 4996, -7164, 15779, -7025, -27618, -22475, 26185],[-20689, -8619, 27415, -1397, 27657, -1992, 29746, -14965, 29292, -5087, -11646, -21734, -17321, -11977, 9708, -30386, -13332],[-17709, 1996, -12821, -5133, 32493, -16777, 6760, -8647, -15294, 24494, -27962, -17577, -8486, 28752, 9816, -11541, 4711],[17197, 7408, -14501, 4740, 31187, 7415, 20645, 11626, 22362, -539, 16408, 8066, 23095, -215, 24500, -22417, -25825],[-5600, 24528, -29340, -30269, 24318, 28035, -715, 31337, -15927, 20981, -24119, -15457, -18357, 29659, 29519, 30355, 3246],[-13341, 17598, -22849, -20737, 25287, 27799, 5727, 25016, -22837, -15868, 12668, -10925, 6026, 5345, -7670, -29278, -23372],[-2117, 11458, -5745, 10728, 656, -27078, 29873, -32451, -22420, -23042, 3016, -2962, 1636, 20745, -2009, -13877, 14709],[16319, 19308, 13213, 13843, -21695, 4911, 15094, -28634, -1318, -2884, -26707, -23770, -9875, 20892, 30418, -25281, 12255],[7410, -20314, 15545, -32468, 8119, -24859, 9779, 8852, 17273, 18030, -7635, -22344, -6045, -9589, 23803, 21471, 4487]]"
values_40,4,"[[11058, -30947, -3774, 12151],[-18761, 2632, -2572, -29845],[16631, -10297, -20557, -7973],[13099, -17334, -21495, 9690]]"
values_70,10,"[[-16261, 25536, -26586, -9034, 21998, 29008, -7050, -7481, -9255, 121],[5015, 7920, 26531, -11896, -28692, 24138, -13106, -25230, -21088, 17378],[-16198, 23252, -25966, -28581, -29130, -17639, -19751, 14022, 5499, -5999],[8361, -16344, 29630, 20023, 3364, 2808, -3682, 21688, 28959, 22568],[-12487, -23528, 2364, -10651, -11433, -14642, 16544, 3122, 1485, 22739],[-13804, -17258, 16729, -6085, -26655, 11912, 6966, 27201, 16793, 11947],[-3297, -1635, 11573, -2628, 32402, 8392, -29258, 25192, -24175, -7447],[32292, 20652, -26985, 23187, 30777, -14679, -27740, -5628, -7765, 6347],[-13287, 17905, -25293, -26146, 15253, 28519, -16216, -26808, -17855, 26682],[-32232, 19791, -28514, -9019, -16502, -23559, -10007, 14050, 28266, -7051]]"
values_23,8,"[[25074, 14992, -27337, -30902, -25967, -2384, 16205, -3067],[-9705, -3837, -7768, -7570, 5065, 15475, -12267, -15830],[-16043, 6764, 14850, -14543, -32092, -6363, -15989, -2627],[-26612, 28777, 11552, 27965, -21469, 4404, 4419, 29456],[3531, -8177, -31992, -29581, 2621, -13060, 5646, 32042],[19175, -32762, 16629, 11601, -8909, 3043, -4159, -10085],[21167, -9867, -15293, -25205, -9462, 9636, -21969, 26050],[16616, -13153, 7772, -7332, 9577, -2894, -23598, -23471]]"
values_72,18,"[[-20178, 15607, 15106, 15869, 15694, -9799, 4334, -23218, -25612, 32510, 19896, 24720, 30253, 20074, -505, 17510, -3322, -17978],[-3084, 1586, -21976, 2813, 4732, -23473, -25146, 2412, -22897, 16428, 9876, 3677, 24508, -29154, 16639, 26225, -20964, 31604],[2769, -1885, -4618, 20312, -4433, 18145, -24144, -16506, -30289, -28962, 30557, 29976, 23889, 28965, 10198, 30494, 16504, -18461],[-4711, 28063, -18638, -26347, -12764, -25180, -26874, -3644, -32224, -27895, 24193, -13048, -22571, -27963, 6004, 31549, -4619, 20880],[17563, -24275, 25662, -20099, -20521, -2689, 18240, -18471, -13645, -184, 7954, 32537, -27937, 16132, -797, -19977, -30645, 20321],[-14697, 6535, 20006, 28249, 6034, 23193, 2021, 262, 9001, 10968, -12167, 3578, -29916, 5408, -5303, 2712, -19071, 15366],[-14870, 4533, 1628, 27286, 22550, -12476, -15380, -4623, -27943, -3956, 7441, -7495, 11825, 1513, 20715, -15096, -19307, 16759],[16736, 17403, -3518, -11740, -30509, 25971, -2808, -18312, 29479, -32738, 18043, -8045, -18885, 27810, -29847, 23644, 22692, 18694],[-23795, -2290, -708, -26584, -8551, -25651, 25435, 6700, 4163, 6435, -3662, -3931, -2875, 30662, -27369, -754, -23106, -31279],[-20350, 22351, -30602, 2713, -29600, -16608, 19726, 12494, -24001, -15409, -8990, 19616, 27152, 30271, 21235, 15851, -22491, -12752],[13579, -27138, -12835, -25594, -26396, -6949, -28836, 29907, 31619, 16100, 7194, -12764, 15588, 10780, -29394, -10967, -6102, -19469],[27953, -16405, -6439, -23107, 9380, 16142, 1415, -26974, 9922, 21384, -11606, -17710, -30695, 31697, 30664, -16903, -32688, 7517],[-9215, -3360, -29137, 10736, -27256, -51, 16298, -5091, -19396, 18938, 11182, 112, -852, 8822, -16923, -18646, 18675, -17718],[-709, -17420, 21262, -28864, 5314, -19156, -13336, 28959, -29135, 21400, -16844, -3107, -12491, -32283, -32049, -26422, 2996, -7792],[-25023, 27915, 3162, -28563, -3476, -25891, -30883, -12951, -25431, -8034, -30841, 3231, 5436, -30129, 21339, -5497, 24468, 5196],[1012, 13405, -20855, -26202, 21072, 7801, -17000, -28905, -19967, -15305, -1553, 5249, 1415, 26382, 26133, 32165, 174, 2557],[31757, 29789, -4292, -11886, 11961, 4380, -32302, -8172, -19997, -29639, 31614, 16437, 2706, -9257, -22120, 12520, 20312, 30047],[-13747, 13336, -19610, -10991, -4646, 1574, -10528, -4367, -3449, 13960, 25885, 32100, -24746, -21761, -21362, 2082, 1503, -22857]]"
