inputName,size
11,9
19,23
12,31
38,14
81,17
5,31
40,22
70,13
23,17
72,27
79,16
78,12
87,19
6,26
68,3
69,22
1,2
45,22
33,3
15,15
93,8
24,15
25,8
26,8
48,30
71,32
76,2
7,32
50,23
22,9
4,5
32,4
77,4
91,21
42,9
13,8
41,14
55,22
31,11
66,22
65,26
62,32
21,27
95,20
84,9
58,25
64,14
83,2
94,8
0,28
99,29
96,5
67,6
61,9
43,17
2,14
54,15
30,28
59,30
85,15
74,26
90,4
18,28
52,15
44,14
17,9
36,12
49,24
86,5
37,25
56,9
63,16
35,4
97,16
75,10
57,27
88,10
10,7
53,7
8,26
39,13
47,14
60,32
89,30
51,2
14,19
28,26
16,3
34,11
82,8
46,32
27,14
20,21
9,10
92,7
3,5
98,7
29,5
80,24
73,21
