inputName,size,a[size]
values_11,27,"{-920927835.056, 283978776.542, -285636999.538, 737617614.523, -163544233.491, -1412232123.575, 45277625.685, -2143710621.094, 1134432093.593, -788702721.354, 1944592786.317, 494753408.012, 307580083.552, -1515115828.478, -230691427.05, 37809377.825, 1822237102.414, 49373514.432, -767571091.47, 1281838820.051, -1519297301.432, -1409782560.97, 2116770878.739, -1302273462.965, 707656034.755, 2015470429.775, -1924989515.703"
values_19,25,"{-1797129518.804, 1305134193.082, -1756541197.348, -1375729122.968, -1435076305.91, 1088568069.145, -1086526125.734, 212618734.43, -1512311274.707, -1541884225.217, -835335073.411, 314253230.254, 1102606004.666, -163778026.427, -1464723540.708, -2043116448.559, 870046006.842, -1829436031.034, -90399132.98, 808753247.899, -410556865.054, 952364766.321, -1125921977.839, 1010878917.597, 479793103.749"
values_12,12,"{-2136023392.707, 1998943421.209, 2098445254.739, -2087769782.143, -1820359501.604, -764350601.49, 241451603.326, 470567581.251, -240765332.87, 1872540838.992, 1572198320.58, 1998525184.61"
values_38,8,"{670263166.151, 743463204.179, 1620257489.302, 173674166.246, 1580702358.365, -26215335.947, -1559654644.999, -1730376846.154"
values_81,9,"{-952707393.678, -326168236.546, 157966894.585, -1616004425.37, -1232644144.703, -1429152258.274, 1499960176.974, -370638873.258, -42383017.769"
values_5,30,"{-250515379.762, -79566253.834, 1983702558.5, 1978284264.725, 291290570.37, 152313393.852, -1289459905.179, -1388984045.961, -2003488500.313, -319317057.696, 1663772678.82, -319329408.217, -457433377.291, -352254747.495, -692245952.729, -573339132.916, 2008464375.071, -105167473.767, -478112678.046, -2069975313.058, 1532968626.445, 961217370.007, -1970657718.259, 247617118.513, -543384008.999, 339430512.963, -83991049.602, -1262945789.7, 262152959.956, -1609533055.609"
values_40,27,"{-1245039132.187, 2138324087.841, -552257284.313, -1676542867.648, 1133139867.18, -1458388331.342, 2135153231.396, -1473473430.693, 1231579611.46, 1339367037.536, 1593592119.809, -541228241.228, 662413389.44, 1047012791.581, -2003416257.936, -1066437288.331, -528968922.162, -1058296176.414, -2090822002.059, 304594349.725, 1981933863.702, -241758574.544, 2107312473.355, -605826084.598, 1686789566.242, -37351890.123, -70605108.485"
values_70,16,"{359897864.654, 898913400.766, -626375650.068, -897158016.51, -2111180021.586, 63541401.704, 41435730.399, -1284477338.667, 628710790.302, 1797486374.487, 1899124480.118, 1104743492.282, 985603610.598, 662259956.561, -2010927245.671, -1951492762.212"
values_23,24,"{1380271185.882, 1786363731.751, 1450082559.194, 1307989416.133, 1437896735.277, 23246588.295, 1624175339.236, -260927235.26, 266075760.161, -17693243.445, -1650314403.092, -557950168.636, -1758424494.044, 1031450077.476, 293001885.583, 27128254.958, 534938647.991, 1022612816.678, -1204572663.541, 1596915182.696, -420750269.47, 64199829.921, -731858351.078, -207105370.663"
values_72,27,"{-1834928560.194, 274749618.011, -822883593.764, -363711884.383, 1522183243.209, 2112041153.951, -837262161.584, -607835547.261, -461958960.174, 959067707.261, 638149188.091, 173566325.289, -1260832576.249, 720465204.709, 419517721.125, 654325017.204, -1056561496.918, -1642222916.162, 249646014.488, -627735099.099, -1289872469.903, 1645610658.512, -521704519.433, 459785559.186, 1408003154.01, -1540291124.321, -439947359.662"
values_79,3,"{1107783845.828, -1457781572.005, -1734616918.331"
values_78,8,"{-1087704700.164, -312156324.119, 1200665032.343, 1439432934.159, 170246714.117, -1738557198.866, 1582713262.785, 1265415735.691"
values_87,18,"{-111041230.878, 1065488191.226, 1064768124.268, -1742262519.793, -820468274.459, 1825481180.505, 236378373.949, 2042439859.144, -1127287513.332, -629335938.377, 739652883.747, 428582446.0, -907873308.236, -1583831911.273, -1721529929.643, -776312767.06, -1067921038.01, 1705455084.6"
values_6,31,"{-1286267086.046, 1478980676.141, -1054161154.32, 1245222037.222, -912625431.177, -1024833243.136, 1031547863.297, 99583997.659, -1318066467.025, 928221771.055, 13367782.775, -13278532.038, -920548565.366, 846678140.701, -1335966665.965, 1145249987.26, 14876003.991, 6058667.204, -520386970.249, 839481777.901, -1215501676.507, 118429432.9, -1746746090.742, -949671863.668, 1742925374.587, 147060975.582, 1993435692.064, -1054268513.396, -1386849436.917, -287797748.772, 535529757.537"
values_68,6,"{212844972.816, -416215440.941, -2093746022.711, 1097732043.323, 1368684957.056, -732326705.956"
values_69,11,"{126745265.82, 49292209.619, -320705350.625, -123080644.866, -1965743230.331, -1761732582.397, 1204313266.85, -843217470.815, 1307832689.67, 686355516.135, 93064469.736"
values_1,26,"{1290046140.972, -1115676757.238, -1635383555.199, -326269076.857, 1218024719.178, -1625896111.448, -428071458.577, -509071961.805, -524483633.901, 1719382079.145, 1233856744.7, 1499795933.713, 2015580486.431, 209405438.275, 1587225801.065, -2078616610.124, 392570384.793, -1162432367.328, 1992224347.51, 945557221.949, 612254841.308, 767832086.744, 1184873941.504, 93824654.623, -1980742894.337, -1047576699.39"
values_45,32,"{165996480.333, -1655327725.964, -2138035810.225, 482472150.839, 146186950.644, -851626143.349, -329818846.656, 432477591.124, 878902416.93, -777474450.671, -1560603765.298, 341721844.494, -1411663505.854, 101402600.42, 1958803123.449, -1209711387.321, 677888619.297, 688854974.236, 463019757.519, 1403504364.77, -1813079709.02, -4769583.39, 957816165.656, -1983537286.812, -2139522692.462, 1151293202.333, -1998821700.076, -776740849.132, -700628156.423, 1057269532.18, -1302031372.185, -25300123.909"
values_33,11,"{1446530483.571, -269241764.472, 1952158629.467, 514885219.042, -1607625413.834, 1875273178.99, 1486287163.848, 560532937.647, -597229019.414, 1035446569.154, 605246760.189"
values_15,16,"{-1962047321.687, 1572817680.24, -1864840460.506, 1219383275.277, -403026280.225, -112256594.89, -557023429.66, 310017796.246, 1214002382.654, -1403428575.052, 1947165858.744, -1862800502.745, 1815134647.03, -1744964050.087, -1997202056.555, -2076630944.928"
values_93,5,"{-532895578.904, -1856369702.135, -889582500.915, 755908656.804, -1748012695.97"
values_24,17,"{-200712090.328, 2104133898.296, -1229064108.7, -156359463.865, 1824029410.129, -1731906121.592, -1530760747.051, 1868902908.907, 1536410820.76, -1394481796.053, -661762537.836, 574971303.407, -1843438387.403, -1363124184.328, -1011060753.756, -441132632.693, -1009581504.841"
values_25,22,"{1527149437.034, 105604932.529, -960663375.84, 1116383902.577, 1728688894.25, -260727778.326, -968322117.04, 979743807.696, -1676936280.339, -2100124173.41, -127096896.417, 257452876.922, -981443414.581, 1919991865.915, 1463230449.823, 829914764.911, 822297161.782, -719385454.373, -1909658469.208, -261316076.213, -47489234.239, -217284589.757"
values_26,27,"{-1602520836.033, -410868310.283, -407595669.17, -1820738593.751, 716436631.995, -1966237691.662, 919212902.625, 549982691.775, 1174422408.878, 638218099.756, -1835370356.06, 1928752226.141, -1071912924.736, -1957676189.757, -1550477306.825, -1974882647.984, 973771290.316, 1262007140.875, -1813281263.794, -85578927.655, 266829452.657, 738063001.141, 225368335.099, -1878409918.538, -1475283332.629, -69681513.378, 1534465030.575"
values_48,4,"{487498913.941, -827235639.748, -1326688251.631, -1512382312.517"
values_71,21,"{870987383.34, -377592621.384, 1583885907.699, -1104516658.658, -1702810769.344, -412306769.0, 2088835477.091, -1642982558.019, 1047451140.995, 74825626.273, 803037619.9, 1180752909.315, -594061109.974, -1153738565.354, 175446791.866, -51966535.184, -1883319628.319, -2020698612.388, 910698597.046, -1569846966.801, -968197310.981"
values_76,4,"{1142647881.057, -700283619.953, 687416603.272, -1249829268.079"
values_7,32,"{-287311067.271, 1887691401.033, -119631833.861, 480513868.439, -1714882696.017, 1543035102.798, -527933464.419, -921613429.754, 800862449.353, 103380605.362, 374094959.635, -360403805.057, 1827164154.033, 748260039.947, 1677662127.478, 287484865.852, -1842671205.232, 309465941.602, 1192529333.193, -468615241.745, 1733172356.826, 846509435.495, 1574389791.402, 494432758.467, 1812400450.518, -1256162267.295, 1280083414.151, 1407695015.837, 674891314.835, 105984094.852, 1791787088.977, 1876869173.176"
values_50,32,"{829013232.958, -834333171.628, -840321794.638, -120449472.051, 598555348.359, -653687098.973, -844548302.643, 203691391.266, -2114886954.532, 1091255052.814, 482178948.659, 887044575.606, 511300835.253, 1367132292.934, 364025846.044, 1633962656.118, 2105921268.491, 1848138760.233, -1722444215.422, 692840798.105, -1656832786.798, -2116784128.391, -322786425.2, 112860597.847, 807319941.731, 501249909.73, 1813691919.635, 743742926.757, -1418738070.741, 1066020070.593, 2008935884.964, -469005771.916"
values_22,7,"{27258552.153, 622517186.358, 1157661106.314, 805902155.171, 1090914419.447, 1613191551.787, 2020946772.598"
values_4,2,"{-611920571.301, -236905335.841"
values_32,24,"{2122563785.264, 154910113.334, -1117754288.436, 1345351023.872, 596868211.29, 2042464166.054, -1363641347.823, 1108309232.235, 1077387341.747, 1380805942.768, -1079460000.328, 1629924502.747, -38682706.208, -1680744375.424, -176848577.348, -1902944187.127, 1086624993.968, -761015853.034, 996597730.153, -1915018221.768, -124728049.385, -995612535.882, -1196372857.718, -1817683152.902"
values_77,19,"{1211401465.257, -18713199.858, 934739557.82, 722073750.796, 1971594660.383, 355295054.67, -984252595.008, -2112395102.275, 2012072392.51, 323534008.244, 1989256369.811, 884554732.93, -1229597227.96, 1111617552.197, 1366953947.149, 1792518717.524, -965308551.72, -119648346.904, 171003641.181"
