inputName,m,n
values_11,1145645635372197113,4095925859283741935
values_19,1145645635372197113,8680095325374135819
values_12,1145645635372197113,7551436176917624648
values_38,3353686381872196781,1243771373070748456
values_81,1551151040938591992,4095925859283741935
values_5,7131121126217075813,1745367705227687694
values_40,408974274290867219,7581737009803512683
values_70,4691301645201187190,7581737009803512683
values_23,7152385548054207542,135531111394817203
values_72,4691301645201187190,7551436176917624648
values_79,4691301645201187190,8680095325374135819
values_78,4691301645201187190,1243771373070748456
values_87,1551151040938591992,3409566425302303554
values_6,7131121126217075813,8268896975101177607
values_68,7599557510822080615,1243771373070748456
values_69,7599557510822080615,8680095325374135819
values_1,7131121126217075813,4095925859283741935
values_45,408974274290867219,1745367705227687694
values_33,3353686381872196781,135531111394817203
values_15,1145645635372197113,1745367705227687694
values_93,1930570024271487750,135531111394817203
values_24,7152385548054207542,5518873889909433548
values_25,7152385548054207542,1745367705227687694
values_26,7152385548054207542,8268896975101177607
values_48,408974274290867219,1243771373070748456
values_71,4691301645201187190,4095925859283741935
values_76,4691301645201187190,8268896975101177607
values_7,7131121126217075813,3409566425302303554
values_50,6062158522554101593,7581737009803512683
values_22,7152385548054207542,7551436176917624648
values_4,7131121126217075813,5518873889909433548
values_32,3353686381872196781,7551436176917624648
values_77,4691301645201187190,3409566425302303554
values_91,1930570024271487750,4095925859283741935
values_42,408974274290867219,7551436176917624648
values_13,1145645635372197113,135531111394817203
values_41,408974274290867219,4095925859283741935
values_55,6062158522554101593,1745367705227687694
values_31,3353686381872196781,4095925859283741935
values_66,7599557510822080615,8268896975101177607
values_65,7599557510822080615,1745367705227687694
values_62,7599557510822080615,7551436176917624648
values_21,7152385548054207542,4095925859283741935
values_95,1930570024271487750,1745367705227687694
values_84,1551151040938591992,5518873889909433548
values_58,6062158522554101593,1243771373070748456
values_64,7599557510822080615,5518873889909433548
values_83,1551151040938591992,135531111394817203
values_94,1930570024271487750,5518873889909433548
values_0,7131121126217075813,7581737009803512683
values_99,1930570024271487750,8680095325374135819
values_96,1930570024271487750,8268896975101177607
values_67,7599557510822080615,3409566425302303554
values_61,7599557510822080615,4095925859283741935
values_43,408974274290867219,135531111394817203
values_2,7131121126217075813,7551436176917624648
values_54,6062158522554101593,5518873889909433548
values_30,3353686381872196781,7581737009803512683
values_59,6062158522554101593,8680095325374135819
values_85,1551151040938591992,1745367705227687694
values_74,4691301645201187190,5518873889909433548
values_90,1930570024271487750,7581737009803512683
values_18,1145645635372197113,1243771373070748456
values_52,6062158522554101593,7551436176917624648
values_44,408974274290867219,5518873889909433548
values_17,1145645635372197113,3409566425302303554
values_36,3353686381872196781,8268896975101177607
values_49,408974274290867219,8680095325374135819
values_86,1551151040938591992,8268896975101177607
values_37,3353686381872196781,3409566425302303554
values_56,6062158522554101593,8268896975101177607
values_63,7599557510822080615,135531111394817203
values_35,3353686381872196781,1745367705227687694
values_97,1930570024271487750,3409566425302303554
values_75,4691301645201187190,1745367705227687694
values_57,6062158522554101593,3409566425302303554
values_88,1551151040938591992,1243771373070748456
values_10,1145645635372197113,7581737009803512683
values_53,6062158522554101593,135531111394817203
values_8,7131121126217075813,1243771373070748456
values_39,3353686381872196781,8680095325374135819
values_47,408974274290867219,3409566425302303554
values_60,7599557510822080615,7581737009803512683
values_89,1551151040938591992,8680095325374135819
values_51,6062158522554101593,4095925859283741935
values_14,1145645635372197113,5518873889909433548
values_28,7152385548054207542,1243771373070748456
values_16,1145645635372197113,8268896975101177607
values_34,3353686381872196781,5518873889909433548
values_82,1551151040938591992,7551436176917624648
values_46,408974274290867219,8268896975101177607
values_27,7152385548054207542,3409566425302303554
values_20,7152385548054207542,7581737009803512683
values_9,7131121126217075813,8680095325374135819
values_92,1930570024271487750,7551436176917624648
values_3,7131121126217075813,135531111394817203
values_98,1930570024271487750,1243771373070748456
values_29,7152385548054207542,8680095325374135819
values_80,1551151040938591992,7581737009803512683
values_73,4691301645201187190,135531111394817203
