inputName,size,a[size][size]
values_11,5,"[[-6106, -7758, -17327, 10415, 28998],[11279, -7071, 26580, 21770, 10284],[-5822, 30312, 31026, 25770, 26469],[31972, 28160, -13799, -29162, 2598],[-16173, -26019, 18105, 25671, 30254]]"
values_19,20,"[[-29595, -16683, 13565, 32367, -31493, 12696, -31031, 19482, 14078, 69, -19459, 5307, -32171, -4716, 23575, -22356, 10207, -24852, -30167, 21093],[-29305, 30097, 2, -8494, 7720, -15688, -6137, -28216, 4394, 4981, 12510, -470, 15181, 24621, -11045, -28725, 11341, 4699, 16990, 21536],[22653, -4325, 5671, -16769, -28909, 30196, -28475, -26507, -4438, 25367, -29479, 8204, 15277, 31086, -12118, 16529, -15042, 27409, -27929, 3483],[-14428, -24019, -1928, 26219, 8225, -1849, -6870, 31836, 9895, 20243, -1837, 7828, 22130, 3862, 9875, 31802, -9715, -8972, -22128, -31643],[18078, -30449, -26463, -19662, -1694, -3874, 12662, 10556, -3480, -23985, 28965, -7782, 11286, -23354, -2670, 14370, 32479, -2694, 6998, -14920],[18110, -14299, -15924, -999, -15448, -10413, -27487, 19391, 11333, 27562, 26181, 21329, -27309, -29488, 4691, -12734, 28501, 10726, 19041, 29715],[-23413, 4340, -22848, -26277, -3486, 1098, -20742, 31701, 11813, -23899, 20448, -14210, -6051, 13240, -25241, -26045, 24435, 21801, -22093, 13941],[18224, 25980, 12561, -3464, -2082, -13758, 21107, -20148, -25890, -14909, -12944, 13377, 10935, -25642, -15562, 19077, 16269, 10338, 7284, 18562],[-18266, -14161, -21978, -31692, 14312, -28134, 23426, 11704, 15562, -32061, -18125, -2070, -14947, -32638, 22252, 27368, 27193, 29005, 27842, -28811],[-23109, 29427, -19045, 7645, -10887, -12903, -12614, -8781, 28182, -27017, 13554, -4049, 21769, 2973, -13578, -22290, 13604, 13189, 19476, 4471],[-8619, -30989, 31210, -24508, 15607, -20214, 11497, 10110, -7616, 3227, -28672, 14535, 31243, -15399, -26330, -32478, 6116, 14151, -18734, 17988],[22753, -701, -2333, 3926, 21861, 25757, -11564, -12077, -22727, 2254, -10716, -7203, -6236, -7104, 12020, 21877, -4158, 16851, 17303, 21755],[320, -14420, -18025, -30532, -7016, 30508, 20302, 23729, 4042, 27932, -13414, 21095, 17838, 10196, 25463, -23298, -9384, 27407, 3871, -17886],[-27504, 22581, 6892, -7865, -3409, 27033, -13875, 16282, 14197, -11809, -6192, 17997, -20246, -24080, -5179, -16969, 19674, 14179, -1358, -9098],[29460, 7981, 15986, -23392, 22931, -30032, 4087, -28560, -23806, 679, -2130, -1031, 16808, 2664, 2463, 12174, 1514, 22744, 23513, -28075],[-2041, 20587, 30905, 32237, -3272, 8452, 15938, -9405, 10946, -21359, -16974, -20005, -4467, -24222, 28845, 32046, 11544, -3502, -3961, -16515],[-25315, 64, -15088, 9730, 18344, -6484, -9529, -17150, 28784, -24025, -28627, -7556, 29205, -18699, 31905, 12770, -26471, 36, -18617, 15410],[12978, -23171, -11759, 25950, -20069, -26987, -8004, -27179, -32633, 24275, 20569, 13019, -20464, 13248, -9106, -6246, -10389, 30866, 12564, 26172],[-6483, -20462, -7847, -8889, -17891, 5491, 8202, 10862, 8835, -15100, 28636, 8717, -21399, 15481, -30979, 11507, 13303, 9548, -25334, 12404],[22150, -21976, 12276, -14777, -18870, -21173, 32129, -13251, 8915, 4261, -31053, -20035, 17169, -24840, 31156, 19259, -29344, -10444, -22899, -9919]]"
values_12,16,"[[-6974, 16219, 1091, 17895, 26971, -7475, 4845, 9462, 25278, -26790, 8162, -29660, -10783, -22412, -8508, -6170],[-1240, -22301, -32196, 5247, 29939, 11590, -28080, -10688, -25168, 23003, 30574, 27811, 10058, 2691, 3654, 27311],[4891, 17145, 22960, -26841, 25375, -3841, 30324, -13383, -25907, -16708, 14855, -25679, 546, -14684, 29716, 5654],[-31627, -9910, -6108, 15174, -31229, -12483, 821, -32215, -3609, 2686, -30174, -6282, -25699, -3171, -8279, -869],[-3724, -24651, 6455, 25197, -6031, 19084, -10794, -32624, -2399, 23033, -6450, -2899, 10403, 3877, -22689, 5741],[18320, 24310, -25260, 5377, -4673, -3280, -32293, -11741, -11864, -29203, -25524, 12311, 121, -32131, 148, 5984],[-14358, -24018, -7762, -10755, 29578, 15516, 26638, -22817, 18060, 25535, 4379, -15423, 21929, -15479, -5445, 16783],[-29382, 10913, -14431, 19097, 23334, -20285, -8873, -17096, -5402, 13601, 3959, -3237, -22966, -16707, -10513, -13167],[-27469, 6061, -12583, -29815, -17014, -12806, 12638, -32057, -8549, 28047, -1111, 22901, 16088, 1611, 32119, -6452],[-3785, -11918, -31875, 1395, 23749, -12370, 22276, -21921, -23255, 21376, 22738, 11339, 19157, -26163, -10876, 14138],[-8913, 28265, 14925, 31870, -20513, 2095, 11141, 6204, -32379, -17948, -2293, -2203, -27237, 5780, 14876, -20802],[12990, 1054, 23146, -26201, 32251, -17301, 23836, 27877, 98, 8350, 4230, -12548, -19485, -7159, 2968, -29931],[-28892, -12654, -31005, 7098, -10495, -9149, 13417, 6987, 7348, -31322, -26097, 1571, 28845, 19561, -19464, 17933],[-442, -2382, -530, -1986, -21512, 25196, 18498, 3111, 26990, -7293, 24674, 17711, 5665, -31597, 25653, 13309],[10622, 3851, 15177, -7083, -24610, 2593, 27003, -6503, 19289, 11504, -13507, 32684, -2516, 26085, 2812, 17422],[-16885, 12202, 28356, -11985, 3022, 16730, -23630, 14070, -11827, 23687, 19287, 5648, -1716, -3187, -4753, 27421]]"
values_38,17,"[[-8953, -19649, -12290, -29211, -15537, 25694, 6724, 9306, -15824, -1347, 24492, 12354, 6871, 22958, 24528, -3398, -4602],[-10646, 31264, -26918, -28309, 1497, -21265, 17509, 8636, 11751, -23116, -31987, -13573, -5369, 5282, -19436, 763, 21316],[27832, -27035, -32235, -29699, 14952, 18121, -27699, -4655, 21313, -17411, -21035, -7215, 29538, -6415, 25803, 32747, 11046],[-19101, -5816, -1976, -24165, -28629, -16284, 27910, 27058, 19395, 31758, -88, -5527, 24862, -2523, -4847, 12212, -10364],[30830, 7369, -24379, 27316, 3366, -8287, -19282, -16783, 29852, -5673, -2723, 30661, -16272, 19082, -30367, 6124, 4751],[2843, 15602, -10835, -18304, 14006, 29142, 26842, -8758, -10833, -4442, 12884, -21182, 7383, -26500, 2809, 5874, -27929],[6104, 26397, 774, 24995, -14640, -28750, 2407, 26104, 18938, -18480, -18617, -26720, 3462, -7893, -1890, -20423, 17162],[25362, 30667, 1348, 3902, -14590, 18853, -29614, -19894, 27024, 25638, -18031, 19654, 21297, -15973, 25829, -24012, -19895],[30552, 11415, -15585, -8774, -31387, -24934, 16466, -5449, 19415, -19907, 32537, -22940, 13931, 21427, 21523, 22499, 6251],[16218, 4759, 23871, -31320, -434, -15284, -4254, 2620, -8957, 12679, -24799, 3595, -21095, 1012, -28021, 31106, 12779],[-1421, 15274, 18889, 6506, 3953, -7715, 30674, 28817, 18941, 31833, -12818, 31603, -26592, 25680, 24699, -17742, -27049],[-4515, -10309, -22164, -29181, -3442, -29319, -13180, -29206, -9826, 10495, 26640, 17647, -7417, -1131, -20873, 17808, 18859],[-26311, 6357, 23585, 10319, 23802, -31811, -25692, 11577, -28732, 21213, 9027, -28865, -22117, -16001, -18360, -5147, -18479],[-13839, 10586, 15178, 22595, -2674, 7008, 1888, -15304, 29169, 3758, -14571, 17226, -27129, -5967, 4337, 19470, -3669],[7849, -26798, -5419, -8793, -15710, -12635, -27398, -30217, -20719, 24024, -29393, -17551, 8290, 8128, -14675, -5257, -12470],[-24002, 23724, 16283, -15862, -31411, 30724, 13052, 5335, 18957, 13390, 12815, 9883, -9182, -10590, -12295, -28001, -17991],[17634, 3687, 14756, 14305, 30464, -15296, 25261, 32617, 22019, 7910, -21786, 10839, -7721, 30409, -4210, -21008, 30347]]"
values_81,23,"[[-3597, -2610, 27914, -25145, 26327, 15953, 18104, -25489, -16173, 7722, -10429, 29737, -27290, 19109, 9811, 26482, 21458, -2946, 27840, -1959, 25486, -2948, -13612],[17631, -17572, 24355, 8597, 15203, 13398, 23302, -12043, -29768, 1480, 15148, -31827, -23865, -905, -17238, 19230, -11797, -10500, -22381, -30737, -19556, -1992, -31997],[-5553, -13530, 11723, 26173, -14411, -26255, -32029, 4195, -15715, 26927, -8331, 10024, 27117, 18687, 11480, -18018, 8691, -549, 10758, 13025, -31503, 20120, -30572],[18107, 26395, -19460, -32483, -14731, 24457, -26467, -12448, -32629, -26173, 2211, -7250, -19524, -24092, -30335, 19647, 10345, -17454, 23605, -3756, 15220, 1531, 31897],[22964, -32481, -15142, -22756, -6322, 23005, 1421, 27179, 26470, 24645, 29853, -23294, -8351, -10800, 18362, -14526, 9700, -14349, 5115, 23725, 3337, 16563, -28986],[-11113, 26135, -30652, 5314, -4656, 9194, 13409, 22074, 3587, 21731, 29135, -4514, -21653, -27997, -30509, 4681, -18255, 10046, -25524, 31456, 7083, 11506, 16739],[-31967, -11001, -8716, 1696, 13556, -23882, 22729, -23536, -18582, -24976, 3979, -10665, 4575, -21776, 31351, -10113, 4181, 8746, -7873, 1831, -4658, -9039, -25278],[-10696, 8577, -23900, 12601, 19701, 20220, -3319, 9059, 25823, -20409, 26689, -19204, 20260, -11844, 13844, -9743, -17259, -19196, -14815, -4027, -16175, -27964, 16345],[-21290, 7290, -22406, -31146, 30125, -9164, 11661, -21909, -16648, 14766, 3837, -27824, 17196, 29506, 26007, -29204, 12830, -3545, 18514, 837, -9698, -30554, 4653],[21921, -3316, 18158, 2425, 12125, -404, -27215, -14779, 6672, 11907, 19308, -5988, 19862, 26188, -19257, 16959, 10831, 20018, 24648, 25556, 28184, 20646, 20478],[-7883, 13087, 8785, 8006, -31811, -29826, -18543, 23121, 20949, 17587, -18384, -20102, -23014, -19107, -29506, 19519, 28151, 27022, 9412, -17231, 14855, -13740, -7244],[-18997, 22235, -6446, -17442, 15645, 29944, -8675, 7164, 30426, -14533, 2235, 14029, 30492, 28767, 19672, 25020, -29842, 20676, -25100, -28825, 9521, 17264, -23886],[-27793, 18047, -26642, -17461, 24264, 13185, -10048, -1290, 11102, 31755, -24098, 8837, -28578, -26723, 5313, -5515, 5206, 22095, -19142, 19236, -25181, -17177, -21427],[-24939, 27977, 17318, 20903, -21183, -25717, -10022, 31157, 25261, -25400, 6308, 21291, 11660, -11335, 20523, -10108, 1114, 12439, -5081, 9268, -21099, -13266, -28801],[-26622, -19664, -8594, -8158, 3766, 1986, -20908, -28120, -3948, -24294, 7144, 32450, 20218, -21880, -7633, -13940, 23883, 19319, -2699, 18076, -18075, 19017, 21831],[7270, -18134, -31192, -11348, -5953, 30407, 3472, 23871, 19973, 17048, -3426, -268, 8012, 9725, 379, -10538, -30202, -1725, 15614, -3706, 32104, 15225, -16629],[4285, -16671, -25470, 14951, -29997, 27957, -19842, 9123, -13110, 4491, 13266, 32211, 12280, 17283, 8973, 17772, 24377, -10141, 32617, 21946, -29821, 7112, 6764],[-28306, -10726, 28345, 7895, -27031, -7302, -15631, -12285, -7219, -9146, 25704, -9601, -4004, 4197, -12577, 20780, -24458, -25313, 28225, 31991, 18840, -28788, 13288],[21474, 1667, -7879, -13373, 24151, -31, 26655, 14928, 18300, -19722, 11852, -21332, -26723, 6872, -9042, 12396, -21578, -6578, -1597, 6609, -30861, -7132, -1015],[15925, 21202, -556, -21852, -15993, 21952, -14940, 5282, -30881, -4835, -28091, 11062, 27749, 6905, -2067, 6514, 10961, 15972, -3939, -31625, -30573, 14004, -17347],[-32517, -1576, -18170, -218, -4226, -29701, 7468, -18935, 27134, 1952, -2008, 19422, -28078, 19103, -5853, 9905, 17556, -11093, 3937, 15971, 1783, -26967, -12618],[18472, -16120, -2051, 26098, 1655, -1032, 196, -5594, -31573, 15239, 26071, -10333, -14574, 32602, 9455, 26580, 2350, 26744, -24246, 192, -13948, -14791, 11023],[13785, 19552, 11452, -6222, -18535, 5132, -7639, 15067, 29249, -30343, 28377, -31615, -29758, 20222, 26211, 15456, -24917, -23234, -10894, -135, 30749, 29451, -19259]]"
values_5,4,"[[25450, 24032, 20712, -13312],[14623, -7668, -15667, -28659],[3890, -26411, -3335, 32236],[20294, -22993, -8812, 26807]]"
values_40,16,"[[-15278, 11795, 31289, 31509, -18965, -4534, -18090, -13740, -20455, -5888, 1349, -7064, -2867, -21982, -16187, 6179],[29819, 22661, -17555, 21508, 13431, -21901, 19432, -2934, -30218, 10439, 8591, 24580, -22126, 32045, 32652, 19070],[-8701, 19156, -10215, -5248, -17744, -31277, -30598, -28926, -23023, -3589, 13269, 27365, 25254, 6482, 23712, -38],[-3391, 10949, -20651, -23476, 29598, 8041, 27457, -32444, 19804, -16489, -9735, -8135, 28404, -3914, -2138, -12077],[16050, 20365, 29606, 26604, -29184, 19104, -6212, -25467, 1331, -7729, -25194, 14783, 24534, 8334, 23790, -9304],[-32020, 18065, -4867, 24402, 16812, 13454, 11158, -24597, -23029, 9970, 8513, 12836, -25717, -13929, -5303, -27664],[26829, -22838, 25663, 9074, 18009, -14875, -12286, 14932, -4384, -30437, 9697, 5539, 31658, -17377, 17437, -9430],[1304, -30581, -4382, -16911, 2540, -31620, 18347, 21331, -24327, -14157, -26407, 10093, 389, 31486, -6741, -15429],[3882, -9485, 30809, 18801, 14609, -9340, 27153, 31429, 20015, 28834, -10999, -18805, -3885, -26577, -30193, -27945],[-18722, -26555, -20970, 23012, 7459, 25651, -4704, -28721, 52, -16921, -21742, 17737, -6544, -23855, 28613, -30613],[22677, -28683, -10585, 22308, -30535, -1082, 23677, 13808, 27854, 5155, 16368, 15534, -1315, -16765, 7947, 4480],[21663, -32560, -28531, 22792, -25142, 2034, -16919, 21587, -20228, 9616, 8522, -23774, 22470, 24289, -25525, -5612],[-12205, -4408, 7836, 20076, 16070, -5841, -1990, 32575, -17892, 5050, 3178, -17030, 16558, -12550, -7610, -30644],[32421, -32073, -15977, 22133, 7857, 5294, -7804, -14076, 29480, -4132, -2936, 1201, -13375, 26980, -3289, 22283],[27053, 18501, 30765, -15008, 11346, -14481, 8905, -27099, -28620, 7048, 3087, 19108, -23880, -19513, 9809, -4425],[-14767, -12158, 18237, -15448, 27197, 10356, -41, -199, -18129, -13688, 27203, 8468, 26759, 5924, -21477, -15294]]"
values_70,16,"[[20437, 6774, 10420, -8177, 661, -593, -7430, 31628, 14142, -22290, -27635, 32364, -27435, 10107, -4468, 415],[-9727, -768, 32653, 11709, -19779, -24848, -4878, -13587, 17555, -7599, -337, 12585, 28608, -13529, 19552, -22704],[13679, 30095, 11240, 19497, -4002, 24405, 25904, -27663, 29258, 32249, 7306, -21342, -12530, -22058, 4390, 31653],[25997, 793, 13051, 18185, 27106, 14721, 26709, 25621, -20931, -3903, 18233, 2809, 2409, -576, -16804, -29475],[11353, -20640, 18722, -7504, 16665, -9368, -24530, 32440, 4097, 3265, -12089, -23529, 23992, 14936, 28257, -13627],[-21088, 23360, -24404, 14875, -24474, 12887, 13996, -19882, -14386, -15150, 23518, -6663, 13060, 8924, 17234, 4045],[14010, 10998, 14340, 31973, 7474, -17854, -8681, -2147, 8597, 32299, 20370, -9228, 7408, 3718, -13310, 10944],[30954, 3277, -22020, -2494, -31972, -6294, -2866, -10868, -7591, -3627, 10824, -9278, -19663, -28629, -13597, -28090],[27089, 30473, -10225, -3694, 320, 15040, 16344, -22660, 23770, 23958, -8140, 11127, -8608, 19756, -11630, -8498],[5632, 4805, -17524, 16826, 19020, 25039, -30535, -30780, -5799, -9388, -29921, 1346, 23801, -1279, 19226, 14989],[-28199, -17795, -26158, -12915, -21077, -10581, 31578, -93, 12156, -18734, 3666, 28486, 29870, -14053, 13454, 19784],[-3644, -25938, -11839, -15955, 1077, 32225, 12429, -25074, 24284, -11871, -32113, -9936, -13900, -10161, -25895, 8656],[18738, 7538, 14747, 16396, 16613, 3009, -3455, -9842, -8331, -31867, -8762, -26568, -10825, -24886, -21730, -7946],[-18410, 11893, 28619, 29896, 21778, 23275, 16714, 19424, 3840, -6194, 7461, -22708, 13674, -31235, -28529, -9157],[-4853, 19232, -1928, 13884, 16751, 18161, -13885, 4635, -22368, 12720, -7803, -29342, -20960, -20667, 3950, -22512],[27582, -2434, 31001, -31053, -6287, 24352, 15493, 29803, 20207, -9324, 22696, -6657, -4404, 20649, -16410, 9075]]"
values_23,3,"[[11968, -28438, -27891],[-30667, 7588, -17779],[-21159, -32605, -15823]]"
values_72,21,"[[-19899, -20731, 8685, -17330, -11260, -21487, 26982, 29868, -21392, 22969, 26022, 12283, 8780, -17906, 27226, 21058, 3040, -27844, 13949, 32546, -29010],[8835, -31886, 16752, -1330, -14865, 16000, 31670, -9612, 31096, -15297, 4134, -14910, 2891, 30673, 4402, -6664, -31756, 17884, -23231, -8192, -7122],[7557, -8308, 7103, 28470, -8988, 943, 10753, -3469, -23225, 24917, -14930, -29292, -3975, -26215, -8955, -6270, -9762, 261, 23318, -23245, 13292],[16532, -3711, -15522, 9555, -30943, 26953, 20282, 1275, -17734, 18870, -1225, 7851, -15486, 578, -11921, 24946, 23343, 23208, -15485, 24705, 1526],[-26391, -25684, 81, -32194, -5617, 8989, -3037, 3050, 24183, -2817, -7165, 3195, 12782, -18807, 3632, -17800, 11132, 32564, 23310, 32088, 14635],[19512, 8210, -1172, -6251, -1244, -22569, -4111, -15227, -27797, 29981, -22884, 16875, 30259, -12121, 32627, -23589, -2884, -32273, 5225, 6227, 31180],[-12745, -27818, 5503, 8959, 19366, -48, -21646, 18692, -20898, 31973, 15116, 7605, -10341, -27265, 30503, -8785, 3720, -6972, -12693, -29893, 14389],[21189, -14249, -29333, 3812, 2142, 27524, -3851, -30955, -10267, -15124, -22876, -11533, 31261, 23649, 6179, 19124, 4094, 23113, -30591, 30212, 28162],[6374, -12085, -23729, -17714, 6539, -10569, -31397, 3321, -12149, -11815, -4030, -14813, 14351, 27076, 9798, -10814, -6064, 24841, 28267, 6638, -9812],[26623, -32539, 26637, -25912, 28859, 2621, -19125, 15686, 5329, 27210, 12399, -21944, 28960, -9805, -18841, 24818, -8562, 27964, -22555, 3935, -24394],[876, -25738, -18375, -7594, 28084, 13167, 21041, 7894, 993, -24005, 9671, 3855, -24826, 4227, -22703, 23192, 31920, -26389, -22156, 21320, 2465],[29951, 32764, 31376, 27063, 17938, 26800, 9458, -3596, -31288, -12765, -11769, 4463, -16701, 32161, 29495, -16724, 25344, 22357, 27634, -30161, -13205],[-729, -2827, 12487, 24640, -9302, -19678, 20415, -26425, -27566, -29492, -13116, 17851, -21694, -7000, -13279, -27519, -15208, -25839, 6964, -19825, -7852],[1427, 6740, -28437, -12828, 30268, 18620, 22743, 19036, 15337, -14586, -18933, -7258, -32323, 13971, 24942, 17832, 20396, -25677, 8976, -30501, -6699],[28616, 2234, -13898, 16922, -30993, -16525, 4678, 2287, 22492, 31822, 26864, 26571, -24393, -21221, -7606, -2560, 12257, -3289, 1580, -7511, 28693],[-248, -12307, -13102, 32105, 11766, -23578, -6761, -31116, 22901, -15374, -9425, -19425, -13314, 1907, 23219, -8169, 20900, 4408, 1010, -1295, -4334],[29754, 9802, 11537, -31556, 28067, 20788, 29859, -23227, 29815, 27542, 6, -11603, -8264, -6485, 7976, 15550, 8859, -12920, 10988, 1406, -15081],[-29219, -24526, 28585, 16304, 21866, -31770, -3588, 13129, 14784, -13189, 6452, -14150, -1729, -2125, -3232, 29373, -9795, -7656, -15598, 27110, -24822],[2122, 17422, -20121, -1588, -31523, 4909, -7619, -6843, -24329, -20254, -9070, 19874, -12504, 18004, -26220, -15627, 27077, 20238, 15159, 2161, 8424],[21682, 23320, 18415, -28282, -469, -143, -8412, 28223, -3822, 27691, -13715, 18306, 21325, 13947, -23334, -486, 23723, -12349, -29152, -26653, 14393],[-22501, 14218, -26198, 32626, -12037, -13456, -255, 17612, 30784, 32608, -22085, -16499, 22678, -31141, 18489, 7945, 13103, -25757, 15668, -2734, -29310]]"
