inputName,m,n
11,1410527243.713,576654897.521
19,1410527243.713,348921983.711
12,1410527243.713,1865280786.695
38,3670194.041,1291105131.961
81,399568658.723,576654897.521
5,1324154383.066,142743980.323
40,743574029.346,1019300237.04
70,56175462.615,1019300237.04
23,1554362816.722,566113063.049
72,56175462.615,1865280786.695
79,56175462.615,348921983.711
78,56175462.615,1291105131.961
87,399568658.723,1813469084.876
6,1324154383.066,974930480.754
68,1127960272.133,1291105131.961
69,1127960272.133,348921983.711
1,1324154383.066,576654897.521
45,743574029.346,142743980.323
33,3670194.041,566113063.049
15,1410527243.713,142743980.323
93,1497209573.513,566113063.049
24,1554362816.722,1968356211.909
25,1554362816.722,142743980.323
26,1554362816.722,974930480.754
48,743574029.346,1291105131.961
71,56175462.615,576654897.521
76,56175462.615,974930480.754
7,1324154383.066,1813469084.876
50,2032887145.185,1019300237.04
22,1554362816.722,1865280786.695
4,1324154383.066,1968356211.909
32,3670194.041,1865280786.695
77,56175462.615,1813469084.876
91,1497209573.513,576654897.521
42,743574029.346,1865280786.695
13,1410527243.713,566113063.049
41,743574029.346,576654897.521
55,2032887145.185,142743980.323
31,3670194.041,576654897.521
66,1127960272.133,974930480.754
65,1127960272.133,142743980.323
62,1127960272.133,1865280786.695
21,1554362816.722,576654897.521
95,1497209573.513,142743980.323
84,399568658.723,1968356211.909
58,2032887145.185,1291105131.961
64,1127960272.133,1968356211.909
83,399568658.723,566113063.049
94,1497209573.513,1968356211.909
0,1324154383.066,1019300237.04
99,1497209573.513,348921983.711
96,1497209573.513,974930480.754
67,1127960272.133,1813469084.876
61,1127960272.133,576654897.521
43,743574029.346,566113063.049
2,1324154383.066,1865280786.695
54,2032887145.185,1968356211.909
30,3670194.041,1019300237.04
59,2032887145.185,348921983.711
85,399568658.723,142743980.323
74,56175462.615,1968356211.909
90,1497209573.513,1019300237.04
18,1410527243.713,1291105131.961
52,2032887145.185,1865280786.695
44,743574029.346,1968356211.909
17,1410527243.713,1813469084.876
36,3670194.041,974930480.754
49,743574029.346,348921983.711
86,399568658.723,974930480.754
37,3670194.041,1813469084.876
56,2032887145.185,974930480.754
63,1127960272.133,566113063.049
35,3670194.041,142743980.323
97,1497209573.513,1813469084.876
75,56175462.615,142743980.323
57,2032887145.185,1813469084.876
88,399568658.723,1291105131.961
10,1410527243.713,1019300237.04
53,2032887145.185,566113063.049
8,1324154383.066,1291105131.961
39,3670194.041,348921983.711
47,743574029.346,1813469084.876
60,1127960272.133,1019300237.04
89,399568658.723,348921983.711
51,2032887145.185,576654897.521
14,1410527243.713,1968356211.909
28,1554362816.722,1291105131.961
16,1410527243.713,974930480.754
34,3670194.041,1968356211.909
82,399568658.723,1865280786.695
46,743574029.346,974930480.754
27,1554362816.722,1813469084.876
20,1554362816.722,1019300237.04
9,1324154383.066,348921983.711
92,1497209573.513,1865280786.695
3,1324154383.066,566113063.049
98,1497209573.513,1291105131.961
29,1554362816.722,348921983.711
80,399568658.723,1019300237.04
73,56175462.615,566113063.049
