inputName,size,a[size][size]
values_11,15,"[[-4075482284237413455, -8900364899873760416, -3042208559770235381, 7323069237875023387, -6219557057312272108, 6205801103418083230, 792383530939249836, -3027468927098324985, -8508279581560989006, -2285424853447476552, 7899109270356204580, -8099938160471704545, 7842071598980220332, -4128153143831830506, 6345517174246414961],[-3294233814474642739, 8730663553605631290, -5309353508945208412, 6032258970333886052, 4289068850443313785, 1733772437804620862, -4358539533185055237, 3753974001915112617, -5541015471798880610, 6410761894239152579, -4317918631602615098, -1383015269282461830, -9112776926172350119, 1305025052965820091, 971609875745169854],[-838425644549056149, -3620170403776724108, -5863361553398702559, 5644723975434733788, 9021985179109074456, -9121030831880438057, -4660363874531022974, -2855016969394660346, -8721325091554783115, 8041413902585035698, -8077619304295404152, -4590975327495755116, 2456168194409871919, 2841848549933325276, 7958589985484943726],[-5741673755313841407, 6932131053829617011, 8334307855754253381, 2874083190609920764, 8663067553963763574, 6849045887314156784, -3137765050150695956, -6817829483716990153, -8641593943928739721, -3031764628843248066, 22236371150034497, 23194543759239212, 38194639050993683, -193226086803122641, -7276797669761565342],[4424424569805974974, 1036168651544476697, 2991000934638992759, -7574405962402511942, -676247997413724232, -4271685255121309142, -8788090941490753514, 3352127767341483949, -1873149551771412208, -4192985918485420901, 4716104614712602032, -8850216393023976349, 5343018213858560732, 2001186875657161389, -4294708572100054591],[-4887434024685843795, -4707801903971466343, -2411659152155791938, 3700702196777564423, -6973551267314981342, 6505442410222995644, -4546283418314304252, -6566339134512291085, -2093078096211500733, 5005790557957349008, -8012746976274117936, -5584053695850491387, -5178509130904633144, 8159474896332372181, -4356442450993549060],[-9125982815150274300, -8624307050981781160, 4792928200659944070, -5290025316815552754, -5522526989654908844, 3038205855991394636, 7759410245382252726, 1401502746278457282, 4948625648735627700, 7797699309576872249, 1982432942078952838, 9152487142599101085, 2323460947397832797, 7562162257357630093, -2190113168191068652],[4159816417419531848, 5158920040907586668, -1345140882214667402, 5189238345221105091, 234734098045933888, -7904676417687736843, -6000119676647683913, -2516785483759230266, -287481195094934530, -3960977240333206750, 2288906252785561456, 5931076984974815518, 4099853378410689414, -3836524645531025442, -933886081011340238],[-2346804457910927964, -1891730281916156664, 4264014191687154967, -2544624026265223883, 3211577578021505917, 4792196044430492807, 1094029347896462243, 6430190787475529759, 3913953339586185095, 5623470914794322141, 3798774973685819438, 5540035949555718558, -5268603790420932945, -4690582311695459281, -8082497419490024964],[1709832585236660748, 4504182400897395219, -578121074375286824, 7184066313522902508, 3261990970117122401, 7293094170359972289, -710291834066471951, 7465423364495943606, -1863735501340588895, -4672235613163294559, 4650301138774905694, 1517419726251681148, -7945149145444485480, 6898579183000348956, -964834305893211331],[6337953062649973523, 3337743663436705733, -2862717899136500353, 802786332342437433, -1965579605385796461, -4234052419259096660, 7464791161682008236, -5696453358983441186, -3693662468263014323, 6918220076286547016, -3793474646336346382, -2105000490088607884, -3309184301488905063, 9020620071943593201, 3735057306559894322],[7212000716319236530, 4001716348711222041, 6109645093867375473, 7132892834341462304, -1353483908845898872, -2919831557252244291, -1665312591367052812, -5884693630430475255, 7464760460148920146, 3054321960637730776, -7921221409863790288, 1069307970943023361, 3792041904942960565, 7188166704838929916, 603261821181645954],[-4703909760379358374, 186885344592302095, 4446658782233497047, 7184977136894926855, -6939673386248218810, -6877741268483400155, -6557026302408970184, 4033275381148418385, 4728597354979261454, -2183665726526142969, 4289606741917065910, -4097308348670652558, -6105645497345181139, 570958699355348824, -8496304528689974691],[3009618068026861472, 1018803495726863251, 2064175606022199252, -775032983153938130, 566623306254527209, -7086125517239946614, -5648225692949910493, 2710456248205013421, 7387657865914017685, -6871261900264137400, 5630014380861874008, 3569767189999786132, 8583047463197784728, 3592062855919806978, 1447172481800223793],[-4559384716273231219, 3192407903398228028, 3463427987878069105, -6643531282272881214, -5087696268890800391, 2288826093924022254, 1901712998713504615, 3029981796015984021, -7822192922394099094, -5839849527398719422, 2928651002517326202, -8782197936061612894, 5067511921781889828, -2059315240911160544, -1252823115927955794]]"
values_19,13,"[[-5542407786737310608, -5650396548976660529, 312747368686597207, 4900041700350694168, 3423924844876287895, -7507716246675644114, -1899871251173644867, 917625449608620059, 7673425044899308006, 5893755717663198979, 6410073347854207202, -5534842217121805136, -7854281709042077140],[-6387269161837819622, -4938058613277224961, -4660910121794142033, -7379818866022833819, 703493473302687455, 1785421617355672451, 5156503179375669268, -7604075960085328608, -3766537110096385489, 2407885048001597511, -7211389165403457090, 5739772935322654408, -5975878445260689539],[-908585190496931367, 8397780743331447868, -4640826740997450626, -5899958940671462367, -1494280923985523052, 485805211943818663, -7921574366544913546, 5961831468631639797, -6329882174806493084, -742628698415748214, 6934887387006258639, -8984411527786042965, 5959024227627160651],[-6885015887383644378, 378972818567621700, -7558925823251685139, 4001610376049203897, -724432175418994302, 8062741647842379292, 4337795908823677672, 4699568204953239895, 8651515594831120658, -2084041189792587618, -5308539707837907791, -1486383620603369054, 4343113324686029929],[4540774055829654154, 4324928311066873883, -2360863177466007670, 3291539541422534809, -8136775608876813051, 8832645587833825431, 4393344308030670478, -4953623865079931855, 3876738002100336958, -8735790861270194217, 5312638166880944742, 3076183917190158376, -2549785525268562561],[8184089202027731733, 8711333340064828330, 8562449575417566916, 3627216321780677048, -6250871486518801439, 7654714156037521147, -6491274330468984561, 3736746011369611278, -5986814175894159698, 5997863915085035188, -7188080585453041129, 8052492014790057725, 5941064244545019956],[-3743130213520956599, 6012635245690575245, 5745587002643781694, 1784540668860065463, 7406977798119258002, 4642299955178339195, 2052523763690062357, -5811517014473766481, 4535019119372579486, 8590895638756440469, 5226731215014675275, 800627898920214010, 6430623030748105559],[-7485610769063247744, 6528411631849837786, 4719553981393791390, 2404857143200429792, -2848686767117555106, 660830693169310330, -6037934742147456430, 6588426826097189070, 4391044671090381986, 3499440309677651018, -1138450205249428540, -1409522678608526362, -2110788693278503598],[7196833871018003245, -4971397842362451595, -6419406362251026408, 476163486163199262, -4356033279884180641, -3546809670744895107, -1546098929938083042, 4907453759099883266, 7071877917620046432, 7909262222920415205, -2552763804087057453, 7784778616964654155, -1202405296440225762],[4762928277485132254, 1485927701178773686, 920136042652523827, -762115264965908756, 7007130345224427138, -3362340111884638727, 523306598776209599, -6007600480191201314, 2054662430586034840, 7241065377259879814, 3805250650322087462, 2081240667317741284, 2433035693437178335],[41168408514874009, -6913064467577491205, -7569123078605381609, -5732496391515255918, -250864556775655133, -8590402772358949709, -1571798699681320653, -5735313552298366565, 7055338181238762163, -3516201325671359078, 2822709230204797238, -4809657664660621784, 2449331140625790332],[-4511775930212588622, 6156589380471077429, -1126978053155989036, -2315070815841109485, -3627174724062750340, -2760833265039052692, 9017024609503060230, 1657239147522853830, -8929513224202974766, -5073591852854946704, 5779718986528904818, 14412424867878024, -3071500717034507091],[226461610625415886, -5542768878791202895, -4445329043887690723, 1769456497242925795, -561144016238612342, 994977517280878372, 3329844094106327066, 62267528603729961, -9106072162893792887, 1234799253712835089, 8496171742396149621, -9115448652419688644, 261697203755750723]]"
values_12,7,"[[-4140512418919380734, -3746830552281679695, 5330124853382845955, -5483339442914363662, 6264730464617437734, 4171845023409727106, 8799523460427145460],[6268615392753842223, 8921339272990206869, 7783247804099162060, 2718523469856290276, 2713728210933188611, -2832519032808214803, 4372491883254747595],[-6811861319860233856, -5574688956449170775, -2921160424082635279, -7104332375855210766, -5026668765640386163, 1351690342430508127, -4133086972712407647],[-2949127231439886248, -424054872511986009, 1879571494737678238, -1829574232681761450, -352837940481406344, 8494741010074568714, -2713559761925957829],[-346536390149494118, 1784452348676481055, -7904015552169521704, -1857617335390483103, -8192304271273753036, 8823173139828837200, 2818134624144593689],[-8176869192716691362, 1603285664015522459, 683019709790853784, -1635479257473289703, 4739045655326724572, -1723422950407427414, -9103375213287624217],[5540970660630827502, -3893012711366832657, -5502401740139832325, 2008001415225715028, -165234803327807331, 2697823091829454841, -6328781523374286862]]"
values_38,12,"[[7794176007331890594, -5920062210423566132, 4610211591410829967, -8767397777085601341, 4118344430598250569, -3252547491094773994, 7176421638204289327, 214958410748504155, -508206154441207509, -7622565148443030635, -11929539305978810, 2862313533022537597],[-4979027881415306792, -8092160351680475316, -248986734051360722, -1950309885977029274, 2732322442088044894, 5223166098868306984, 8628829475922309193, 6804098971182808182, 6514483788764335513, 8940819435582059646, 4110400054404859126, -2093916773975203707],[2326616426486302743, -1611806019792635479, 6228110334911509733, -8037808055605411355, -962606757689510925, 7411633711325020768, 7009669694555155769, -8275506168990327532, 301697713259022245, 7945024697365557273, -3059225730393195990, 2466190804962583585],[-2477058213153161137, -3132201354689087076, -7507711932317027717, 6889321795503634334, -2750300881080046391, 5590671439710048398, -6576019184726384853, 3389756095077035323, 5657214194789436784, 4764494775467152570, -2848124196542104743, 7294221365958340073],[1141559992908794143, 8999894154227063756, -2367527560454465972, 2083233998941786053, 6448423246704588942, 483360509614876914, 3121195978978595798, 3675524513452213783, -5808112806234264384, 1329818629562757997, -349262542468101151, 3105358315706970337],[1823472215181464122, -2054595522597348344, -2177827270782079807, -2294770040747034848, -501298398536220532, 2483863330808110035, 6880688067362327831, -8500940663523785975, 9074460124329448545, -7684158636310200607, 4227808254202607189, -1076993649333092243],[-4593001975544882149, 2595597263622060754, -6517862792501507020, -4736020398444543219, -359062190069792920, 6585616861791949217, -5698675047381800184, 2025408304428847793, -7255935598212872175, -7289713638517899040, -3042243181151616505, 4973191965841486109],[4490697822724267843, 2090159604058690743, -6137353377529369327, -3923801466606008113, 816466711933145026, 1492561663675236115, -8704542958067209130, -4031872695987406041, 2534322449278574877, 2127606174111701181, -8512812435360075055, -6666179048094725933],[-309620802858617275, -8705680137881195153, 7424418986671518006, -4928926615019930438, 252649136447027915, -5490958031449277417, -7408853217173439248, -2615330675824020486, 283872386689357849, -6455304580498072434, 7834282191684640361, 3358389134984093974],[-1499606842086885707, -4795679812613452494, 3572694158071303138, -1599817777693830411, -3970538829024288635, -970790675328830894, 2299199188099743298, 8115631345424200686, 5279367982532937758, 7110130291438350954, 5584665030154081414, 5623327028781036855],[-8000538027390487046, -3769793289098008296, -5573216111760446230, 4579488620982845731, 8191796017797079322, 2903894966557614866, -4976997035952755920, -7711422847525331030, 4612640651277552170, -195862755359657883, 1558846982701879184, -1863439812183509213],[-5006435832764203197, -8196464100796667267, -2784728018462139023, 159298780440010274, 3559857928320268107, -6766538198365870560, 1349467127497905053, 9034008216654550764, -2233531281234359925, -4963193222182948088, -6722310438793767199, 4360850519056791069]]"
values_81,6,"[[-5846696532048409544, 8917070862643162122, -8031798118572158837, 3353830833875222218, -1168309754562643514, 388334331644075425],[-6591516819247244788, 3231369630560888771, 8180499394205106868, -1233404245588986976, 8621425487506579980, -233488077525420521],[-8748588449359623068, 6391440413809834687, 1303653774559350523, -3082617860444962110, -2072098841462613993, 1531209470802830831],[376884490814759341, 8918797409807565356, 4219929716719319838, 2692052104874784997, 4968610422417299005, 964975160808319997],[-6001452718620797243, 6456451906414914663, -5261821419371855017, 523372161851308205, 3768562153510887869, 1111865887090298770],[-1232710142483539061, -6318391559436969420, -123457176746762089, 6258888098927855004, -7687962146679637948, 3499998600813414293]]"
values_5,6,"[[1292667149025882368, 1733351410722193758, 7865096821246552029, 1552727385817906632, -4502039671586975013, 1514347945605498396],[6812280593091000766, -5881123918644864698, 578002815769190625, -7051950851288581676, 2163974958634404797, 9065789535940994520],[-1847044662376543378, -4535625239267676822, -4602277417108033947, -6158093088454345189, 820184491540738747, 1840637905384706645],[8757634369155162968, 3595474954696524720, 5825807066222541271, 8972239065861515072, -6263580756337621911, 2563773235302863865],[-6212502017495596609, 3597797585938966952, 6277782973362702536, 3593375812265884493, 8148956612071221023, -6148662576732921940],[-4744547330336643746, 4577664163022723601, -5728436292471202470, 4388518244400788461, 8336489155373116953, 4109744201752940835]]"
values_40,3,"[[-2633988688025895347, -4141642844197006369, -1936710684083934886],[6941457398461941745, -6030877284950435750, 8083130454558703930],[722918172290350568, 1923990786567310182, 1516106443076839491]]"
values_70,6,"[[7239239044616804556, 4292755677489935500, -1798384522111957080, 4861717779760004273, -7515265126965387479, 3546943060197661254],[8587860769452282912, 2074358514974249159, -3335904638110912012, 4108569749190785575, 5924103979704774111, 3771749874763060531],[-3524468625966222978, -6813645045338987228, 2700063152800685175, -3121119441392746076, -7310704608784101686, 8008412726056081113],[4793525802687796986, -1683105715946195936, 3756913544945518853, 7688316014568909284, -1240189567301170838, 5303630233036672355],[-7361728336607778895, -2908360565537825721, 5822672200385242357, -4095773164186823072, 6085928658900601574, 8755943666148220058],[1839320106850043646, -8904864474401430127, -1110522318418317582, 1339497938796976394, -6574486499612349624, 2112970442247693983]]"
values_23,14,"[[2069785173611922271, -7163436058378794934, -5431095957614974144, 1376136424394580165, -7536836057281145507, -4778928587030707021, 6150962229412658903, 7087472186146878997, -4864239054382085318, -4302543045642470019, 522763733381107550, 1307686114430702499, 2467504484801302014, -1208217400627545723],[848977087702927293, 4382543630075720650, -420489245172817486, 3746450399655422282, -6957961225558115567, -2054486703938141124, -7900006414947276066, 3191851622671529214, -8770340102179212299, -2383462486711580224, -1273489255631824345, -5814716473458166328, -8298408522150260433, 173971363328182909],[4961649956986516596, 2953976542823424364, 1995981483658581292, -7832964864316200889, -6011591405168906258, -1953593276799681379, -9065393313951443746, -5707848673554705496, -5819914072405455684, -2384799901571822513, 6587262407556543246, 8014847065762894704, -3966605650397696797, -356198426515436696],[-8041885299813888027, -7974434017157482642, 2949167871847315484, 5542798359536131490, 3993227204766212318, 9016342309674444217, 1310871959246757008, 367943961247478791, 4916173188029631707, 5040275236334352452, -2910089670032314525, -2370348937338261471, -536641149167984225, -5846308880853211361],[3892486408400704327, -8335056707466990503, 5447614717526043218, 4985160455797341025, 3437591283985972115, 116394880650845845, -573854786261478817, 753535419419094006, 1969887026547891684, -4835543013750605458, 3047974397575138395, 8396456273781696718, -4874173615234081312, 3424287536929259771],[-4344555376014751404, 2799373713480833468, -2058172005455160565, 4779870061853358473, -1119250737531837626, 7259607342853159689, -5486914194350377364, -2815318126646591221, 5543794695649797587, -6646231268855320572, -4321360147118833384, -1659472748292844050, -31973374121054434, 452364973742715578],[-4542781853748212695, -3138323751000964553, 7363676359868677581, -1793464988868025047, -8985223244800730317, 2490972542673517825, 386697687939602050, 7027640591228509314, -4689734277846044979, -8723258431059538862, 2262595274637140518, -7386492924121119698, 7270145108656292879, 8646089957526432189],[-863116438366268374, 3016130990928460852, -7135052881323915142, -5339293615088895846, 407371768000894315, -4985882223403816738, -7337696587406363829, 4242054617168427815, -1803754254890536028, 8950338176821655506, -3312665334106158830, 163591879722846431, -6449565619018875075, 7822950476545516899],[-2314977187867086594, -5644295655928970289, 6694816134477150943, -4600340465163938679, -7544926850357099032, -5178923410518265897, -4261714798841929228, -7668693187145051501, 4831155892570946599, 725797002782053337, 7960688959050351669, 3999208516031940917, 7166530389415361464, -3667733589854563178],[6456834069644182212, -6113125553489415777, -8794613183604499526, -8031867574710188087, 8336552571729983022, 7467081549249629559, -1774680144923325122, -5165335599615514723, -1596318742417508380, -6070403822396645713, 1705349644121908342, 4912797788383500145, -9069851784501810969, 9065966426106675594],[-5652611673446188201, 4978179854915287299, -1967443211271143817, 1058958926827657198, 4818051132800590419, -5141953013579931308, -3568757738842776905, -171239921980413253, -1411676331514799728, -941708400326315451, -3921587771457206431, -6679022490367093375, 7156980766530167340, 1803798329217059600],[-1903068542421380532, -1789653388953583329, 4402054917834465789, 3083128292549264639, -636007738299047864, 6951162712647290188, -1970312052978591393, -2966409395918791019, 4342659160166944536, -825178075632379323, -2192961661840254091, -6610569504664671585, -5114601557181196877, 1514678552390008718],[3478973993997962450, -337659822775292900, 5601463977540733844, 3585063121749160008, -6575139552017198474, 7350176403109959651, 7182140868547869390, -2404257782523362128, -5509309755677549996, 7932880027636190317, -36280351130273706, -1376606254597186263, 8864737651207087635, 402089949736193018],[8382137919335876872, -3549240842090007015, 408456959234509804, 6878547445417563612, 80071453286641878, 2785497251406631168, -8868590883736801714, 4150527428706637513, 2180518190135671942, 7468342048309838245, 3375253100151306305, 3721888946452908968, 2546490430557384682, 3176269721035130470]]"
values_72,13,"[[2893302802078069359, 6049712753138159904, 2466790897987951401, -7009429969353444349, -7308077735176427703, -6087919744988974071, -6293781061931188020, 4957532664807528862, -7942105818317863298, 7964948893692661161, 3675073665774274215, -4536064429979347141, -3106085111872163123],[-3162196782669346497, 7741281495873151285, -972704851277644400, 753280750414380428, 8832793878454307313, 2048800171837638676, 3812975337876250745, -6537825786992955031, 55717064924193290, 2742746845558153470, 6871893188661410548, -1904981019207798105, 5200830586656066632],[-613036895614872666, 787476943368022077, 3268377665176970299, 3538126172550309545, 4181673458750844726, -1577997098276900832, 8218127800872041379, -6749811830019828499, 999301265344816339, -2216176719049742640, -840273843959924611, 4089279509398555774, 1398898745603227640],[79825683069417096, 3198196059781941823, 2134004136395078055, -8318867981383558921, 5993643015569780491, 8912027063237539691, -5643338124207668016, -490486137043465257, -9067629745384841999, -8554839433112817050, 127499110403199375, 5212258485196357663, -6614165292847368174],[5576119322622558086, -7890516213036939259, -8314868529815491454, 7763817204133635612, 5753690990405581365, -8205522562174692819, -6231186207138302121, -2727580677795808307, 3728086068349047269, -4071265236706411055, -6592757525863046660, 1659388271988866145, -1429968477817537643],[8144314164648017320, 2314101599388242428, 1957278273211231037, -8753211982736785054, 4968904880593907053, -909706686066906318, 6437043506719608408, 7450180736214267798, -4718635683487941645, 530183876946924718, 9011061576903035621, 8269646455364569443, -1144384443716737696],[1280263878154280727, 5383284534007177135, -8012083338544366391, 7539189877327835633, -7169615019829349934, 3489565101528301225, 2691501950750725159, -3155889192004397782, -5918784612234895929, -5491352589544643360, 1865459572731121914, -307045107747306180, 8192485172982246949],[-6323672078072650154, -7347938094766395566, 2015114796447301912, -8407430139655120766, 4102934627837507756, -4194192831696888708, 3073559601305480721, -6789117639183697566, 831675985984355403, 8909707667907130620, -1818578228996254130, -8557080564587161546, -4698603401731923865],[1162497977107720967, 6931933689192670010, -7935583097921917654, -4864515772897361270, -7424003442429855494, 5221789245238360712, 3786755897931117809, -5174231036153028074, -148678651994094487, 8935935999290471490, -1003859585461177632, 1738304049488599466, -3731371403573785969],[4058966966617510334, 8360433023436299223, -7377982523824123986, -3649287810971293471, -2508448995037198716, -3560196968576917828, -7808185643023411683, 4696423623550268311, 7460903234881630914, 6418251284517740285, -336897392389565465, 2567116348456800722, 7355427615768300029],[-2418155194801526589, -404525994171663085, 3717259901535680691, 8346103443292535077, 4250720352617940984, -8308818079859253697, 2018450053948807371, -7843695279687020177, -4995165866353277313, 7881397546976919728, -5653311015612214961, 8232939321184687772, -8266913041823021602],[6851549345846077083, -6385924431244823496, -7780801813541876654, -7198452403440567051, 5469125560406059859, -1983975831513327176, -9105220200339308983, 4043422144932352393, -1266830669583593568, 4762767631000920483, -1745941115501711752, 986129992694483776, 4170089658331778333],[5081162381191874225, 1130066440284977906, -7286104507605630435, -8001155919891089759, -6968098054299806638, 8620582149496455856, 5822105311466129759, -2950535256651928789, 6778484229440971710, -3580873055317224679, -1873835172201327409, -6723445426933804953, -3491196581310796077]]"
