inputName,size
11,14
19,3
12,7
38,7
81,7
5,9
40,6
70,5
23,10
72,4
79,13
78,14
87,13
6,14
68,8
69,11
1,14
45,14
33,7
15,13
93,4
24,3
25,2
26,10
48,5
71,6
76,7
7,9
50,15
22,6
4,8
32,10
77,10
91,12
42,14
13,13
41,6
55,14
31,11
66,13
65,15
62,2
21,15
95,2
84,3
58,14
64,2
83,7
94,4
0,7
99,8
96,11
67,10
61,15
43,6
2,6
54,9
30,15
59,10
85,15
74,8
90,15
18,12
52,10
44,7
17,2
36,2
49,13
86,9
37,4
56,11
63,6
35,8
97,3
75,4
57,6
88,15
10,7
53,10
8,10
39,8
47,15
60,7
89,4
51,8
14,3
28,12
16,5
34,11
82,11
46,11
27,8
20,10
9,10
92,12
3,15
98,3
29,4
80,9
73,13
