inputName,m,n
values_11,678107113.555,1344723636.492
values_19,678107113.555,846396798.431
values_12,678107113.555,173107238.513
values_38,606827848.347,488043719.046
values_81,1271524427.606,1344723636.492
values_5,1819042876.109,2076906803.222
values_40,1254826477.287,511837533.056
values_70,1606530720.72,511837533.056
values_23,574808473.769,1245262533.175
values_72,1606530720.72,173107238.513
values_79,1606530720.72,846396798.431
values_78,1606530720.72,488043719.046
values_87,1271524427.606,831032313.536
values_6,1819042876.109,1525406834.659
values_68,135253463.859,488043719.046
values_69,135253463.859,846396798.431
values_1,1819042876.109,1344723636.492
values_45,1254826477.287,2076906803.222
values_33,606827848.347,1245262533.175
values_15,678107113.555,2076906803.222
values_93,486600612.941,1245262533.175
values_24,574808473.769,1353093016.949
values_25,574808473.769,2076906803.222
values_26,574808473.769,1525406834.659
values_48,1254826477.287,488043719.046
values_71,1606530720.72,1344723636.492
values_76,1606530720.72,1525406834.659
values_7,1819042876.109,831032313.536
values_50,709491136.185,511837533.056
values_22,574808473.769,173107238.513
values_4,1819042876.109,1353093016.949
values_32,606827848.347,173107238.513
values_77,1606530720.72,831032313.536
values_91,486600612.941,1344723636.492
values_42,1254826477.287,173107238.513
values_13,678107113.555,1245262533.175
values_41,1254826477.287,1344723636.492
values_55,709491136.185,2076906803.222
values_31,606827848.347,1344723636.492
values_66,135253463.859,1525406834.659
values_65,135253463.859,2076906803.222
values_62,135253463.859,173107238.513
values_21,574808473.769,1344723636.492
values_95,486600612.941,2076906803.222
values_84,1271524427.606,1353093016.949
values_58,709491136.185,488043719.046
values_64,135253463.859,1353093016.949
values_83,1271524427.606,1245262533.175
values_94,486600612.941,1353093016.949
values_0,1819042876.109,511837533.056
values_99,486600612.941,846396798.431
values_96,486600612.941,1525406834.659
values_67,135253463.859,831032313.536
values_61,135253463.859,1344723636.492
values_43,1254826477.287,1245262533.175
values_2,1819042876.109,173107238.513
values_54,709491136.185,1353093016.949
values_30,606827848.347,511837533.056
values_59,709491136.185,846396798.431
values_85,1271524427.606,2076906803.222
values_74,1606530720.72,1353093016.949
values_90,486600612.941,511837533.056
values_18,678107113.555,488043719.046
values_52,709491136.185,173107238.513
values_44,1254826477.287,1353093016.949
values_17,678107113.555,831032313.536
values_36,606827848.347,1525406834.659
values_49,1254826477.287,846396798.431
values_86,1271524427.606,1525406834.659
values_37,606827848.347,831032313.536
values_56,709491136.185,1525406834.659
values_63,135253463.859,1245262533.175
values_35,606827848.347,2076906803.222
values_97,486600612.941,831032313.536
values_75,1606530720.72,2076906803.222
values_57,709491136.185,831032313.536
values_88,1271524427.606,488043719.046
values_10,678107113.555,511837533.056
values_53,709491136.185,1245262533.175
values_8,1819042876.109,488043719.046
values_39,606827848.347,846396798.431
values_47,1254826477.287,831032313.536
values_60,135253463.859,511837533.056
values_89,1271524427.606,846396798.431
values_51,709491136.185,1344723636.492
values_14,678107113.555,1353093016.949
values_28,574808473.769,488043719.046
values_16,678107113.555,1525406834.659
values_34,606827848.347,1353093016.949
values_82,1271524427.606,173107238.513
values_46,1254826477.287,1525406834.659
values_27,574808473.769,831032313.536
values_20,574808473.769,511837533.056
values_9,1819042876.109,846396798.431
values_92,486600612.941,173107238.513
values_3,1819042876.109,1245262533.175
values_98,486600612.941,488043719.046
values_29,574808473.769,846396798.431
values_80,1271524427.606,511837533.056
values_73,1606530720.72,1245262533.175
