inputName,size,a[size]
values_11,17,"{-78447966.283, -1756566167.358, -343100925.138, 1761300352.062, -1255385745.688, 1855960969.782, -1505061485.443, 869448260.299, 1038642308.806, 1766417801.986, -54573.744, -90815563.975, 1033566512.513, 1102977988.098, 1574685179.036, 147066181.487, 1548150025.226"
values_19,3,"{497732333.317, 926576977.053, 948505965.369"
values_12,6,"{361584321.262, 759886267.567, -483769167.855, -806928284.119, 1228380559.531, -421237310.739"
values_38,2,"{-1346927125.739, 604410661.338"
values_81,22,"{-625734660.103, 1782919481.567, -875540189.52, -1855810033.01, 1183727159.765, -1927838.833, 521140845.083, -2146383108.141, -1440474756.525, 710362449.384, 1154549792.959, 1530886687.207, -546542125.945, -275286604.673, 1954191093.072, 155541361.012, -1387720428.381, 1207526021.866, 609096898.672, 632461750.124, -1591585886.218, -934730914.985"
values_5,21,"{-1479837046.137, 522726750.933, 2040507594.084, -1911547639.642, -1484278295.295, -1425522939.046, -1410336355.702, -1991195491.253, 1970491803.069, -129972517.397, 1123559463.557, -783015972.34, 745638518.722, -256377106.216, 676952304.121, -531452971.968, -156654102.37, 1854550748.0, -1021980952.759, 1506381546.268, 1731774210.911"
values_40,14,"{-749320929.503, 575297792.454, 685951711.954, -473089996.147, 1111954982.165, 1269275248.993, 1583698657.145, -1662310798.736, -1501495497.397, -166526595.492, -562679159.22, -490238624.65, -699843246.31, 32076904.719"
values_70,27,"{-487018688.247, 1644662403.607, 1278839056.225, 1980669540.911, -1598141171.439, 534298414.777, -694831932.715, -834417330.765, 681001060.237, 1313921612.512, -1924006220.203, -1122257448.901, 106262901.591, -703433924.056, 468625697.856, 588733310.255, -1109090944.562, -2019671027.29, 1867728427.777, -225199346.049, -1351922523.251, -720286574.1, 1083774021.86, 1291737126.885, 113480104.455, -1921195903.568, -372912046.045"
values_23,9,"{-1926349882.886, -742271383.145, 408518648.005, -1137009144.891, 890580152.997, 407406089.382, 1761075649.91, 1283284706.747, 1522415011.34"
values_72,27,"{1384949707.004, 617309292.059, 1396228626.156, -1268850150.646, 1732610060.959, -2079068559.474, -833397675.076, 1341091022.432, 1205057878.174, 385759331.795, -1542750500.533, 1148964796.781, 609841372.905, 1330497223.745, 420623119.193, 1146831401.506, 563805551.074, -1495637133.182, -436715565.023, 764718769.125, 1259334078.15, -1269484535.387, -1288569468.397, -1600256414.442, 1569312800.096, -1155048768.074, -1714864346.296"
values_79,20,"{1814861440.699, 268915315.407, -1672311991.063, 988971170.68, 1176368579.611, 123267024.921, -661090562.895, -135157378.991, -124990753.325, 1513516727.197, -1080330963.819, -1050437876.939, -1552539091.779, 264208072.705, 1952554484.901, 1479814898.817, -1914443335.585, -1996939131.546, -890552586.762, -510190143.481"
values_78,15,"{-1649559805.115, -2123951749.981, -1894532471.271, 1246356192.864, 974736739.721, 1505288175.186, 140555515.786, -457036955.731, 1399613189.564, 699428368.367, 1867237323.785, 1743910764.293, 1227107787.94, 414462971.081, -1781466812.734"
values_87,14,"{-507687956.201, -1532782539.155, -97864883.943, -1298183214.978, -990475609.162, 1142893321.853, -1451720100.723, -974632571.094, 774107428.882, 1436160064.141, -191203324.769, 669136924.458, -1805954677.189, 1021681566.639"
