inputName,m,n
values_11,12853,15521
values_19,12853,25512
values_12,12853,3651
values_38,9599,8508
values_81,7110,15521
values_5,5295,32490
values_40,11786,20504
values_70,20044,20504
values_23,3712,1720
values_72,20044,3651
values_79,20044,25512
values_78,20044,8508
values_87,7110,10354
values_6,5295,17549
values_68,16948,8508
values_69,16948,25512
values_1,5295,15521
values_45,11786,32490
values_33,9599,1720
values_15,12853,32490
values_93,29287,1720
values_24,3712,12568
values_25,3712,32490
values_26,3712,17549
values_48,11786,8508
values_71,20044,15521
values_76,20044,17549
values_7,5295,10354
values_50,30824,20504
values_22,3712,3651
values_4,5295,12568
values_32,9599,3651
values_77,20044,10354
values_91,29287,15521
values_42,11786,3651
values_13,12853,1720
values_41,11786,15521
values_55,30824,32490
values_31,9599,15521
values_66,16948,17549
values_65,16948,32490
values_62,16948,3651
values_21,3712,15521
values_95,29287,32490
values_84,7110,12568
values_58,30824,8508
values_64,16948,12568
values_83,7110,1720
values_94,29287,12568
values_0,5295,20504
values_99,29287,25512
values_96,29287,17549
values_67,16948,10354
values_61,16948,15521
values_43,11786,1720
values_2,5295,3651
values_54,30824,12568
values_30,9599,20504
values_59,30824,25512
values_85,7110,32490
values_74,20044,12568
values_90,29287,20504
values_18,12853,8508
values_52,30824,3651
values_44,11786,12568
values_17,12853,10354
values_36,9599,17549
values_49,11786,25512
values_86,7110,17549
values_37,9599,10354
values_56,30824,17549
values_63,16948,1720
values_35,9599,32490
values_97,29287,10354
values_75,20044,32490
values_57,30824,10354
values_88,7110,8508
values_10,12853,20504
values_53,30824,1720
values_8,5295,8508
values_39,9599,25512
values_47,11786,10354
values_60,16948,20504
values_89,7110,25512
values_51,30824,15521
values_14,12853,12568
values_28,3712,8508
values_16,12853,17549
values_34,9599,12568
values_82,7110,3651
values_46,11786,17549
values_27,3712,10354
values_20,3712,20504
values_9,5295,25512
values_92,29287,3651
values_3,5295,1720
values_98,29287,8508
values_29,3712,25512
values_80,7110,20504
values_73,20044,1720
