inputName,size,a[size]
values_11,14,"{43, 37, -35, 49, 122, 3, 49, 13, 18, 59, 115, 8, -48, -50"
values_19,14,"{104, -94, 76, 109, 116, -74, 18, 21, -46, -114, 7, -53, 35, -108"
values_12,14,"{100, 97, 126, -58, 74, -42, 110, -76, -113, -64, -111, 31, -26, 61"
values_38,18,"{-96, -97, -13, -8, -120, -67, 72, 124, -110, -81, 28, 11, -76, 90, -121, 67, 39, -57"
values_81,21,"{14, 119, 49, -116, -83, -125, 6, 123, 48, -99, 64, 4, 3, -117, -42, -95, 37, 44, -103, 104, -67"
values_5,21,"{-35, 84, 125, -11, -120, -11, 53, -108, 87, 4, -38, 35, -21, -23, -21, -13, 87, 21, -2, -91, 5"
values_40,17,"{34, -4, -53, 12, 110, 7, -2, 25, 111, 108, 7, -106, -78, 66, 10, 46, -36"
values_70,2,"{51, 88"
values_23,18,"{-77, 102, 90, 61, 16, -111, 62, 14, -115, 69, -93, -82, -51, 0, -70, -21, 2, 16"
values_72,13,"{-55, -114, 119, -109, 100, 113, -118, 47, -80, 72, -19, 80, -115"
values_79,17,"{-128, -61, -94, 54, 35, 21, -90, 11, 11, -111, 65, -43, 11, -68, -39, -102, 122"
values_78,20,"{37, 54, -5, 127, -121, 3, 76, 9, 69, -59, 104, 68, 28, 71, -109, -32, -112, -4, -104, -33"
values_87,4,"{95, -41, 76, 8"
values_6,26,"{-127, -56, -58, 83, 57, -36, 1, -122, 14, 84, -44, 27, -109, -2, -73, 24, -126, 52, 82, -104, 17, 39, -18, 70, 68, 25"
values_68,18,"{-102, 108, 56, 79, -7, -64, -40, 19, 27, 126, -44, -103, -59, 83, -127, 127, -65, 96"
values_69,24,"{-58, 8, -29, -81, -45, -77, -40, 69, 22, -5, -52, -68, -84, 89, -108, -115, 52, -111, -54, -26, 39, -113, -71, 9"
values_1,3,"{89, 40, 10"
values_45,24,"{52, 7, 51, -125, -119, -112, -96, 96, -72, -107, 6, -6, -94, 25, -76, -126, 79, -97, -20, 92, -104, 66, 112, 101"
values_33,9,"{-30, 34, -128, 99, 109, 45, 103, 99, -116"
values_15,28,"{-89, -87, -30, 122, 6, 9, 73, -38, -102, -39, -10, -87, 91, -7, 37, 55, 39, 120, -115, -20, -92, 16, -109, -9, 82, 127, -98, -23"
values_93,10,"{-39, -73, 25, 35, -26, 103, 95, 111, -106, 0"
values_24,27,"{-68, 114, 113, -120, 83, 54, -20, 114, 98, -66, -118, 118, 48, 22, -104, 127, 81, 6, 86, -22, 18, 34, -92, 3, -85, -37, -103"
values_25,26,"{-55, 36, 36, -29, 8, 65, -6, 62, 100, 119, -83, 109, 94, -14, 69, 62, -67, 79, -39, 19, -115, 14, 115, -95, -98, -116"
values_26,12,"{-61, 80, 67, 45, -47, -53, -116, 104, 4, 121, 65, -79"
values_48,4,"{-97, 122, 79, -35"
values_71,2,"{98, -93"
values_76,22,"{-51, 69, 81, -16, -32, -118, 52, 14, -110, -109, -65, 71, -91, -99, 113, -45, 9, -2, -48, 101, -59, 7"
values_7,17,"{-115, 108, -69, -111, 85, -26, 26, -84, -85, -62, 14, 51, -93, 68, 16, -12, -86"
values_50,14,"{-5, 81, -113, 80, 29, 72, -109, -31, 124, -71, 56, 80, -40, -106"
values_22,5,"{82, -126, -8, 85, 73"
values_4,8,"{4, 83, 77, 100, -98, 61, 89, -9"
values_32,2,"{28, -54"
