inputName,n
11,7
19,7
12,7
38,12
81,22
5,13
40,2
70,5
23,21
72,5
79,5
78,5
87,22
6,13
68,19
69,19
1,13
45,2
33,12
15,7
93,27
24,21
25,21
26,21
48,2
71,5
76,5
7,13
50,16
22,21
4,13
32,12
77,5
91,27
42,2
13,7
41,2
55,16
31,12
66,19
65,19
62,19
21,21
95,27
84,22
58,16
64,19
83,22
94,27
0,13
99,27
96,27
67,19
61,19
43,2
2,13
54,16
30,12
59,16
85,22
74,5
90,27
18,7
52,16
44,2
17,7
36,12
49,2
86,22
37,12
56,16
63,19
35,12
97,27
75,5
57,16
88,22
10,7
53,16
8,13
39,12
47,2
60,19
89,22
51,16
14,7
28,21
16,7
34,12
82,22
46,2
27,21
20,21
9,13
92,27
3,13
98,27
29,21
80,22
73,5
