inputName,m,n
11,7985505466393945742,8281005573780829386
19,7985505466393945742,2907237900354978434
12,7985505466393945742,7184171896407229261
38,1156214758363974525,6479781727407100571
81,3038140728832737167,8281005573780829386
5,2948795435218854090,4753644849196101569
40,2563149014222074276,7471063756340637515
70,3972091908154350561,7471063756340637515
23,8127618305196098893,895812568073917921
72,3972091908154350561,7184171896407229261
79,3972091908154350561,2907237900354978434
78,3972091908154350561,6479781727407100571
87,3038140728832737167,8937743560618044047
6,2948795435218854090,676951599795551934
68,3127492142881350919,6479781727407100571
69,3127492142881350919,2907237900354978434
1,2948795435218854090,8281005573780829386
45,2563149014222074276,4753644849196101569
33,1156214758363974525,895812568073917921
15,7985505466393945742,4753644849196101569
93,8583744251422846916,895812568073917921
24,8127618305196098893,7470263458522655527
25,8127618305196098893,4753644849196101569
26,8127618305196098893,676951599795551934
48,2563149014222074276,6479781727407100571
71,3972091908154350561,8281005573780829386
76,3972091908154350561,676951599795551934
7,2948795435218854090,8937743560618044047
50,1273135391071111433,7471063756340637515
22,8127618305196098893,7184171896407229261
4,2948795435218854090,7470263458522655527
32,1156214758363974525,7184171896407229261
77,3972091908154350561,8937743560618044047
91,8583744251422846916,8281005573780829386
42,2563149014222074276,7184171896407229261
13,7985505466393945742,895812568073917921
41,2563149014222074276,8281005573780829386
55,1273135391071111433,4753644849196101569
31,1156214758363974525,8281005573780829386
66,3127492142881350919,676951599795551934
65,3127492142881350919,4753644849196101569
62,3127492142881350919,7184171896407229261
21,8127618305196098893,8281005573780829386
95,8583744251422846916,4753644849196101569
84,3038140728832737167,7470263458522655527
58,1273135391071111433,6479781727407100571
64,3127492142881350919,7470263458522655527
83,3038140728832737167,895812568073917921
94,8583744251422846916,7470263458522655527
0,2948795435218854090,7471063756340637515
99,8583744251422846916,2907237900354978434
96,8583744251422846916,676951599795551934
67,3127492142881350919,8937743560618044047
61,3127492142881350919,8281005573780829386
43,2563149014222074276,895812568073917921
2,2948795435218854090,7184171896407229261
54,1273135391071111433,7470263458522655527
30,1156214758363974525,7471063756340637515
59,1273135391071111433,2907237900354978434
85,3038140728832737167,4753644849196101569
74,3972091908154350561,7470263458522655527
90,8583744251422846916,7471063756340637515
18,7985505466393945742,6479781727407100571
52,1273135391071111433,7184171896407229261
44,2563149014222074276,7470263458522655527
17,7985505466393945742,8937743560618044047
36,1156214758363974525,676951599795551934
49,2563149014222074276,2907237900354978434
86,3038140728832737167,676951599795551934
37,1156214758363974525,8937743560618044047
56,1273135391071111433,676951599795551934
63,3127492142881350919,895812568073917921
35,1156214758363974525,4753644849196101569
97,8583744251422846916,8937743560618044047
75,3972091908154350561,4753644849196101569
57,1273135391071111433,8937743560618044047
88,3038140728832737167,6479781727407100571
10,7985505466393945742,7471063756340637515
53,1273135391071111433,895812568073917921
8,2948795435218854090,6479781727407100571
39,1156214758363974525,2907237900354978434
47,2563149014222074276,8937743560618044047
60,3127492142881350919,7471063756340637515
89,3038140728832737167,2907237900354978434
51,1273135391071111433,8281005573780829386
14,7985505466393945742,7470263458522655527
28,8127618305196098893,6479781727407100571
16,7985505466393945742,676951599795551934
34,1156214758363974525,7470263458522655527
82,3038140728832737167,7184171896407229261
46,2563149014222074276,676951599795551934
27,8127618305196098893,8937743560618044047
20,8127618305196098893,7471063756340637515
9,2948795435218854090,2907237900354978434
92,8583744251422846916,7184171896407229261
3,2948795435218854090,895812568073917921
98,8583744251422846916,6479781727407100571
29,8127618305196098893,2907237900354978434
80,3038140728832737167,7471063756340637515
73,3972091908154350561,895812568073917921
