inputName,size
11,9
19,18
12,28
38,22
81,9
5,11
40,16
70,16
23,29
72,14
79,7
78,25
87,19
6,2
68,8
69,9
1,28
45,14
33,26
15,21
93,12
24,6
25,26
26,22
48,9
71,15
76,30
7,12
50,23
22,19
4,27
32,10
77,3
91,14
42,19
13,25
41,14
55,6
31,27
66,20
65,3
62,23
21,27
95,7
84,27
58,14
64,21
83,31
94,26
0,14
99,29
96,14
67,22
61,27
43,14
2,14
54,13
30,31
59,11
85,9
74,12
90,29
18,6
52,6
44,31
17,2
36,17
49,11
86,21
37,3
56,22
63,18
35,15
97,24
75,32
57,32
88,16
10,27
53,8
8,2
39,6
47,22
60,19
89,31
51,4
14,17
28,16
16,21
34,20
82,12
46,30
27,18
20,2
9,14
92,28
3,10
98,25
29,19
80,18
73,11
