inputName,size,a[size]
values_11,7,"{-6901234182279851750, -9060446943941495411, 5731116214336861394, 6828813998848600588, -7987155985065498349, -2267115821372801469, -6751616649120008073"
values_19,32,"{6567338531576759181, 1838928237008954189, 1930968346918299632, -5212957627458212385, -5695570364086288400, 2220967723005757017, -48356366217193573, 6926185426743658681, -5158787407292190945, -4454474845231702887, 4006142636228547217, 5496960883109714916, -4896645111959923580, -6787332937717895882, 4586780232288705211, -5495477089107802140, -2243300586160820192, 652442450755213275, 4592299177807643928, 1024852166012297392, 6611367920958418028, -3795489249414758969, -8262357978277914575, 1476057795488834694, 5693655897068163808, 95056257214529042, -9204479924928785116, -4947004605720289012, 4341777305197721450, -3862635811941901850, 8828660404272888163, -2023181475396426968"
values_12,12,"{-8378021522377051725, -7424118059693207739, -5457556294224842602, 2966258958464190141, -202969836352255371, -7570933508886873651, -5339194222065884529, -5243641821839393541, -2836319499975240204, -5460164506662656772, 5222963599473950733, 5867623926060276340"
values_38,14,"{7921419420988218741, -7499014400729116559, -497953994425716368, -2953986367167117605, 7333135015009948549, -2729919242427089053, -606134077260185546, 1808619008838812670, -5638910750098419497, -1897946911675158861, 7020054401554577907, 8517906043371903074, -1768865793054637037, -8832377201830864504"
values_81,11,"{6808139608981867676, -7445584381316784667, 8909866945029890210, 6386445429263159794, 7500887625149118419, 6247913385837553466, -1001833663032483734, -6732645476768172025, -2335248557688888607, 809122111832316384, -950113996733205248"
values_5,25,"{9203566593547679364, 2610214452142814540, 11400791525322128, -202854546923711051, -6333564702191500506, 1337175120263163041, 5418693571635122509, -5058986742292087437, 3319287603682988649, 1642251078755150770, 67661425671266777, -5383895163445674434, -865043483000385651, 5607103033349479560, 2717492146279804137, -5602768331455579105, -4383620999545487737, 6511406781172068720, 5996521760044989380, -2906962261612500468, 5962756960680119970, -6897821164869871400, 1845292398432552920, -8481230207196758455, 1821022145465270656"
values_40,13,"{-4865166167311260030, -6285844841816486480, 2266502234131476800, 6065057574264835344, -5971846265875764975, -7855989557213011488, -7809036015714832402, 7648406790167064759, 1562599531437419587, 3213996814466007222, 2389592971028187299, -689709629328278038, -6860699507181664250"
values_70,11,"{9218929356390924161, -902000923247933273, -3589050805495397895, -1893894746683793602, 1113224295349492252, 909013234056028809, 6008854806382684021, -6046145611293529790, -3259486964436049328, -8883933497230575875, 2511368919971999068"
values_23,29,"{-3010661936456890097, -1183155668748925852, -3311558702100729317, 2156794644749240559, -3280357791935267899, -7434176529452312304, -404786706040065789, 4683168303376951710, 2565390273756361682, -1149378690262751123, -8940517398040730011, 321463498987503861, -6719985314720520693, -2477037981527725472, 1228701535431021407, -6538268662976778164, -917743464945256587, -6164169893805294864, -1462258238144543132, 7800095169091255787, -5894811601904281562, -4699430558762169971, -6099895344963603923, -4782272018758853376, -5442726402198007884, 5634290859339877226, -2722878832922718312, -1149694923253481321, -187614718712323655"
values_72,32,"{1408462052926310460, -7284017704020029395, 8062003120582723652, 3991757073652548949, 4427949454784341915, 9003326275778175990, -4566231727742414494, 3933946423524994710, -226301179452588615, -7411134447701369914, 693431017418227389, 5008274512092285006, -8323789385160657696, 2687792139056292324, -4719156510612512189, -4665938356092176053, 4883929110035550901, 2498496435917494509, -6591603117247177454, 7376560600303148443, 1919059951470965175, -6359065863375796108, 1306572558557307605, -2768167604567149162, 3654928174909414101, 7425495208675610683, -6364337954244050046, 7538501124954756485, -4579143499394496733, 7842666675000241906, -2132605896743721637, -5929058291190815005"
values_79,27,"{8060581953195869, 7065420817914974311, 3111901755006009250, 8921897223052068457, 1162442013383611385, 3890630551269292790, -6675847695761377828, -2393145941391386792, -3152263790970129707, 6326190880404390299, -4399587695785817382, 3203268034021124709, 7979343828051931494, 1089414766252470135, 3489217857987881158, 927046700203931427, 2602551347670478481, 2183118395242190369, -7006839404890732666, -4849601378267304994, 4639290882479521947, -6161121852913204492, 8254027505086203062, 3662387051259638595, -8657102257189039634, 7005453299157074460, -97686721941038373"
values_78,9,"{1194983681606265986, 4481232899449952968, 4388037341517243931, 8515248918785837651, 5254340174987781040, -8973162120145397147, 3595045591038185731, 756730654891484905, -4840498292543551835"
values_87,18,"{1429599745189008066, 8029376310980504910, -6079074213672284176, -2385844557478690253, 8369985714772569730, -269160877064154676, -2317104529820845219, 7055804770028531111, -9045347104087074496, 7016759369427412041, -6626173215728996422, 4334870493086120747, -3675486560846188027, -4307553989099156326, -6674206133118423983, -3997444844794416092, -4146956855910841732, -8653215255563650001"
values_6,29,"{3496384441014635978, -6420250419846942100, 7462270209419343390, -8142739539664814315, -8057921770908593369, -6486424231268514708, 3887388473003192612, -7575856495570399992, 4294239659403596609, -8530169293104399563, 6985558879586817785, 4836682691435275938, 6103908823935717295, 1716971786504990993, -9034199636957238612, -2456698489522544237, -7678693509916235476, -7571318970894186713, -1272195140069280967, 1767723199283230769, -4280809338097872472, 6636073693250247245, -7581547806381851229, -5210655959260191060, 1393435353009011043, -4226802834031096877, -2864996764665508857, -7151012280346151001, 2106411849220864814"
values_68,9,"{3962251202365068697, -5057447963352805237, 3742999180027969263, 7897142622286859508, 5354224774220255260, 7493673786228675924, -719090090047263764, 7783854730813746573, 4620016685016867151"
values_69,11,"{8094949077738392669, 520208631465479354, -587925123368877039, 7653044415201097610, 6119485208992766242, 2548765448538080171, 1921559181908065088, -5146766414260701570, 4328941229757673584, 5737315950411285782, 2188193338587600065"
values_1,6,"{6249506922880117089, -768166709965093366, 177524095500717210, 898834230494760033, -5680147454788099056, -242456333564429699"
values_45,19,"{8171419991612576805, 1610242022543558152, 2788482873552156663, 7320316634512140892, 228185661956435636, 612926222683753125, 4047606764298431229, -2347916089932760997, 133083538873506727, -3954116511927914408, 7786634616322720890, -825436087144063883, -4940554418101031559, -4227578706929869141, 1082179318181354799, 1775745135127872700, -6032298656526226397, -5198384254783530547, -415733378296063823"
values_33,27,"{7384158439952997010, 6524954374688860949, -8509998070100903603, 2075059003107299825, 9179176014610241279, 4208712320138241376, 5625846041290582763, -6194150922645917782, -2043287771948906691, -5570855558381850346, 2448240281329886429, 901292045487802052, -2300200636104947744, -6187207252102357841, -6047962058212415079, 4408938462441105030, 5678551438755674801, 4805173228681610047, 3048284062895772758, -4959118844944390942, 2124079376765660249, 4353256427082592723, 5675671555221452774, 8305702485974040097, -8191141674650336280, -9043433591016290353, 1807074923220850223"
values_15,17,"{8841186401473841536, -7789506797557338870, 8338442071181110542, 820527813515856091, 7550618186791936502, -5578340840220805949, 7856596827772665768, -8626108464347999721, 8682127975688961675, 3076351629124675967, 5114439211597520826, 427791202131284343, -2143815702510694692, -7007652140618171668, -2337708141016300836, 6564387457340415293, 5119687744336879139"
values_93,28,"{475988697468023587, 1270818595544576036, 3989836417774070060, -6113824456657271381, 4573445009161370451, 9105984056349802560, 6317654276845776810, 1434575339172874407, 2487944220433435812, 4936647886079070294, 6931906878408449035, 2374674171140430556, -8619404881813980801, -633624723731845078, 3421046828157318423, -6312398432630454954, -6009875229512777894, -1057700158032619859, 5810478166314449336, 2905191157655495294, -1997070547888252139, -6828433350522663585, 4097302602206523458, -1855268752765422598, 2017669395725231218, 164493440362060680, -5651723252450274420, 931757612787532214"
values_24,26,"{6193556034657953282, 6158130399413820223, 1317891887900089954, -2153220336469276988, 9180880919719870922, -8291310942456659343, 3685295035819414975, -5427296940042049691, 6796319680690885739, 8391769377498848546, 1920638079251357895, -1672814229798057348, 8235749666489805003, 2243160434087888720, 8593028042185813094, -5249891800669905371, 4896427717023055548, -4798408945712414719, 1860764184786216602, -6352892849907136457, 135582638007084942, -4365388305662765073, 1544017122096663359, 4096227290096118397, 3679267767783986892, 194459752877262145"
values_25,31,"{1258215972774378442, -6922793928694425639, 954918674180024297, -561265131821891963, -3668931286809435434, -5167747531457302171, 5364852953895808731, 4592638832518776997, 83164999008723145, 535596247960408088, -2859777798897465431, 3426798074168337935, 6389097474074345366, 8283344425472012864, -7398373318398402741, -5362340125605127783, 4655648748651968339, -8047144845759655943, 5711610733363036660, 2523211320847577453, 309691902335135496, 6325542428689992466, -8197348869116026250, -6675755169993773828, 1695413612540067173, -2506655273612443543, 4308186697739677676, -742350432485416163, -1949518126792122224, -5050385142033040500, 3425772651482615143"
values_26,31,"{-4882191162468853495, -1469125494385400095, 2414504756312200494, -3481715959625201078, 6810962294946781223, 8532329812088523106, 8137405444456967513, 4807200948271328689, -5501408658116532666, 3358123940626184539, -5794043028982799680, 3313942425394643083, -7650411606620857335, -2430355412202086647, -8973066659173419140, -2886606175719500711, 4855266887275394531, -8679752612429665252, 3724945620369394437, -1226925762551533662, -5540031686521930647, 1372474383769671654, -3419255775208773216, 3840272357344848109, -5926525030235746927, -1248325683376472883, 5060508438693436725, 903047563718826908, 7300701153923185011, 6868998811715532726, -6485280680135695127"
values_48,18,"{-6384575245811849310, 4663131095984731168, 4970933932712157061, -7974685728350340388, 6071835273837904902, 6882932494356597924, 1963926891129634128, 7981399556588891774, -788888619512498043, 5367145030974356440, 1289610493112733250, 4546908852115245505, -5637784079016825777, -502285112359369551, 7198040920403606357, -5163596559208988052, 5639735600379080032, 4042286925380761875"
values_71,25,"{-2371747335638216315, 5132681868175464028, 6293222031530648855, 3208234883461176646, -6248468002840194481, -6338350067173795442, 8365505419559552941, -8434591387816976276, -7264560890915779177, -1228780098658812328, 3751924429219080769, 6009897158239799188, 9011683889145061510, 645263944655466202, -5341308556052192164, 3229226476684634417, 5761702170790714258, -976859956531264567, 7566747822560550917, 1076304767548460950, 6210574832380669568, 9193486656788490554, 5940796311993530607, -6697519216185773152, 6863585364387342583"
