inputName,m,n
11,12853,15521
19,12853,25512
12,12853,3651
38,9599,8508
81,7110,15521
5,5295,32490
40,11786,20504
70,20044,20504
23,3712,1720
72,20044,3651
79,20044,25512
78,20044,8508
87,7110,10354
6,5295,17549
68,16948,8508
69,16948,25512
1,5295,15521
45,11786,32490
33,9599,1720
15,12853,32490
93,29287,1720
24,3712,12568
25,3712,32490
26,3712,17549
48,11786,8508
71,20044,15521
76,20044,17549
7,5295,10354
50,30824,20504
22,3712,3651
4,5295,12568
32,9599,3651
77,20044,10354
91,29287,15521
42,11786,3651
13,12853,1720
41,11786,15521
55,30824,32490
31,9599,15521
66,16948,17549
65,16948,32490
62,16948,3651
21,3712,15521
95,29287,32490
84,7110,12568
58,30824,8508
64,16948,12568
83,7110,1720
94,29287,12568
0,5295,20504
99,29287,25512
96,29287,17549
67,16948,10354
61,16948,15521
43,11786,1720
2,5295,3651
54,30824,12568
30,9599,20504
59,30824,25512
85,7110,32490
74,20044,12568
90,29287,20504
18,12853,8508
52,30824,3651
44,11786,12568
17,12853,10354
36,9599,17549
49,11786,25512
86,7110,17549
37,9599,10354
56,30824,17549
63,16948,1720
35,9599,32490
97,29287,10354
75,20044,32490
57,30824,10354
88,7110,8508
10,12853,20504
53,30824,1720
8,5295,8508
39,9599,25512
47,11786,10354
60,16948,20504
89,7110,25512
51,30824,15521
14,12853,12568
28,3712,8508
16,12853,17549
34,9599,12568
82,7110,3651
46,11786,17549
27,3712,10354
20,3712,20504
9,5295,25512
92,29287,3651
3,5295,1720
98,29287,8508
29,3712,25512
80,7110,20504
73,20044,1720
