inputName,size
11,29
19,4
12,24
38,5
81,17
5,8
40,9
70,32
23,23
72,31
79,20
78,13
87,6
6,23
68,14
69,13
1,20
45,14
33,3
15,27
93,18
24,2
25,31
26,13
48,20
71,7
76,26
7,17
50,10
22,16
4,14
32,17
77,14
91,20
42,28
13,17
41,2
55,27
31,14
66,14
65,14
62,30
21,14
95,20
84,7
58,21
64,19
83,21
94,19
0,19
99,14
96,17
67,27
61,14
43,14
2,17
54,8
30,26
59,17
85,24
74,14
90,24
18,7
52,32
44,14
17,13
36,31
49,29
86,18
37,27
56,15
63,14
35,28
97,26
75,17
57,32
88,12
10,30
53,21
8,22
39,21
47,18
60,19
89,11
51,15
14,19
28,15
16,25
34,23
82,19
46,22
27,23
20,4
9,32
92,18
3,7
98,16
29,18
80,28
73,7
